,grade,module,week,question_stem,choice,answer
15,6,8,1,15. 高热惊厥的叙述哪项是错误的(2.0分),A.预后多差，大多转变为癫痫 B.多有发热惊厥史 C.惊厥多发生在急骤高热的初期 D.多见于5岁以下的儿童 E.发作持续一般不超过5～10min,A.预后多差，大多转变为癫痫
16,6,8,1,16. 关于股动脉，何者是错误的？(2.0分),A.是髂外动脉的直接延续 B.是股三角内的中心结构 C.有四条分支 D.向下穿收肌腱裂孔后移行为腘动脉 E.最大的分支是旋股外侧动脉,E.最大的分支是旋股外侧动脉
17,6,8,1,17. 加剧抽动的因素有(2.0分),A.上呼吸道感染 B.疲劳 C.紧张 D.进食兴奋性药、食物 E.以上都是,E.以上都是
18,6,8,1,18. 下列有关气质的描述，正确的是： (2.0分),"A.主要表现在心理活动的强度、速度、稳定性、灵活性和指向性方面 B.与遗传有关,具有稳定性和不可变性 C.气质是个性心理特征之一，相对稳定，不受环境因素和种族的影响。 D.每种气质类型都有各自的优缺点，气质有好坏之分 E.儿童气质对儿童良好个性的形成以及身心健康发展有着重要的作用，易养型的孩子不会出现行为问题",A.主要表现在心理活动的强度、速度、稳定性、灵活性和指向性方面
19,6,8,1,19. 偏食(2.0分),A. "偏好"多于"不偏好" B.一般不会对生长发育造成不利 C.与不良的饮食习惯有关 D.喜欢的就是需要的，不必太在意 E.由于咀嚼功能问题所引起,C.与不良的饮食习惯有关
20,6,8,1,20. 女孩，3岁。自1岁半后每遇发热38℃余即出现左侧半侧性强直样痫性发作，先后已有类似发作3次，每次持续5～10分钟。发作后左侧肢体短暂乏力，约半小时恢复正常。体格检查无异常，患儿最可能的诊断应是(2.0分),A.复杂性热性惊厥 B.低钙惊厥 C.脑性瘫痪 D.单纯性热性惊厥 E.继发性癫痫,A.复杂性热性惊厥
21,6,8,1,21. 慢性抽动的特点是(2.0分),A.病史达2个月以上 B.肌张力低下 C.能受意志控制一段时间 D.进行性、不自主的舞蹈样运动 E.脑电图有明显异常,C.能受意志控制一段时间
22,6,8,1,22. 支配前锯肌的神经是(2.0分),A.胸背神经 B.肩胛下神经 C.胸外侧神经 D.胸内侧神经 E.胸长神经,E.胸长神经
23,6,8,1,23. 下面有关生长锥结构和功能的叙述不正确的是 (2.0分),A.神经元发育或再生时，其突起末端膨大，呈扇形，叫生长锥。 B.生长锥也是个感觉器官，它的膜表面布满不同的感受器和黏接分子，能探知周围环境，决定生长方向。 C.神经突起的生长、伸长不仅仅发生在生长锥。     D.生长锥的运动可能通过肌动蛋白的降解和聚合作用而获得。,C.神经突起的生长、伸长不仅仅发生在生长锥。    
24,6,8,1,24. 关于儿童学习困难，正确的描述是(2.0分),A.积极控制多动 B.加强脑营养 C.纠正需要反复刻苦地学习 D.与智力发展落后有关 E.改善需要专项训练,E.改善需要专项训练
25,6,8,1,25. 穿过三边孔者为：(2.0分),A.肩胛上动脉 B.旋肩胛动脉 C.肩胛背动脉 D.肩胛下动脉 E.旋肱前动脉,B.旋肩胛动脉
26,6,8,1,26. 关于腋动脉，何者是错误的？(2.0分),A.其中第三段最表浅，也是最细的一段 B.胸小肌是其分段标志 C.较恒定的分支数目有6条 D.最大的分支是胸上动脉 E.臂丛的三束在腋动脉的第二段分别居其内、外和后方,D.最大的分支是胸上动脉
27,6,8,1,27. 对活动度高、注意容易分散的孩子，下列哪项处理是错的？ (2.0分),A.引导、鼓励孩子集中注意力于需要完成的任务 B.尽可能限制孩子的活动，以减少孩子的活动度 C.必要时安排一些与年龄匹配的需要安静的活动 D.增加一些丰富的体育活动 E.当孩子完成任务时适当表扬,B.尽可能限制孩子的活动，以减少孩子的活动度
28,6,8,1,28. 关于腋淋巴结，何者是错误的？(2.0分),A.前群沿胸外侧血管周围排列 B.后群沿肩胛下血管周围排列 C.中央群位于腋窝底中 D.外侧群沿腋血管的远侧端排列 E.尖群沿胸最上血管周围排列,E.尖群沿胸最上血管周围排列
29,6,8,1,29. 耻骨肌 (2.0分),A.由生殖股神经支配 B.由闭孔神经和股神经支配 C.由股神经支配 D.由闭孔神经支配 E.由闭孔神经、股神经和生殖股神经支配,B.由闭孔神经和股神经支配
30,6,8,1,30. 一健康女婴前来体检。测量头围42cm，前囟1.5cm×1.2cm，身长65cm，双手支撑独坐一会，出牙1颗，最可能的年龄是(2.0分),A.5~6个月 B.3~4个月 C.7~8个月 D.8~9个月 E.10~12个月,A.5~6个月
31,6,8,1,31. 一3岁的孩子，因语言发育迟缓就诊。现在会根据爸爸、妈妈的指令完成简单的任务，会自己大小便，能帮忙做事，如帮助拿鞋、扔垃圾。1周岁时会独走，现在能发"妈妈、爸爸"的音，但口齿不清。过去常有上呼吸道感染史。诊室检查时发现，孩子与检查者有很好的目光和手势交流，对语言指令反应较慢。检查首选： (2.0分),A.进行口腔检查和神经系统检查，排除神经肌肉疾病 B.听力检查 C.进行语言发育筛查（ELM） D.进行发育筛查 (DDST) E.孤独症ABC量表,B.听力检查
32,6,8,1,32. 与闭孔神经位置关系最密切的肌是(2.0分),A.耻骨肌 B.长收肌 C.大收肌 D.短收肌 E.股薄肌,D.短收肌
33,6,8,1,33. 小儿精细运动发育里程碑，下列哪项是错误的？(2.0分),"A.3月龄时握持反射消失, 可以有意识的够取物体 B.6-7月龄能玩弄小物体，将物体从一只手转移到另一只手； C.抓物先用手掌的桡侧，然后用尺侧 D.9-10月龄开始用拇指食指捏取小物体  E.15月龄能几页几页翻书",C.抓物先用手掌的桡侧，然后用尺侧
34,6,8,1,34. 根据大人讲的词汇，指认相应的图片、能以拍手表示"欢迎"，并能有意识的叫"妈妈"，还不会说其他的单词和两个字的词，最可能的发育年龄是： (2.0分),A.10-12个月 B.7-8个月 C.5-6个月 D.18-24个月 E.12-18个月,A.10-12个月
35,6,8,1,35. 穿过锁胸筋膜者：a头静脉 b胸外侧神经 c胸肩峰血管 d胸最上血管 e胸上血管( A )(2.0分),A.abc B.ade C.acd D.bcd E.abd,A.abc
36,6,8,1,36. 下列哪一项属于难养型的气质特点？ (2.0分),A.高的反应强度，适应性较慢 B.生物功能的规律性较强 C.情绪多为积极 D.反应强度低 E.容易接受新事物或陌生人,A.高的反应强度，适应性较慢
37,6,8,1,37. 不符合单纯性热性惊厥的是(2.0分),A.惊厥呈部分性发作 B.只有一次惊厥 C.无异常神经征 D.体温>39℃ E.热程头24小时内发作,A.惊厥呈部分性发作
38,6,8,1,38. 关于神经元的产生，下列错误的说法是(2.0分),A.Notch-1和Numb的分布方式对神经干细胞的子代细胞的命运有重要的决定作用 B.神经干细胞的水平分裂（分裂板为水平方向）产生两个相同子代细胞 C.不对称细胞分裂可以造成细胞的多样性  D.转录因子的按顺序表达使神经母细胞每次分裂后产生不同的神经元 ,B.神经干细胞的水平分裂（分裂板为水平方向）产生两个相同子代细胞
39,6,8,1,39. 下列哪项不属于神经前体细胞的特性：(2.0分),A.具有不对称分裂的潜能 B.分化为小胶质细胞 C.inside-out migration D.存在于成年脑内,B.分化为小胶质细胞
40,6,8,1,40. 关于股鞘，何者是错误的？(2.0分),A.外侧是股动脉 B.中间是股静脉 C.内侧形成股管 D.股管的开口为股环 E.是腹股沟直疝发生的部位,E.是腹股沟直疝发生的部位
41,6,8,1,41. 即刻给予吸氧，此刻止惊的药物应首(2.0分),A.水合氯醛灌肠 B.苯巴比妥肌注 C.地西泮静推 D.地西泮肌注 E.地西泮灌肠,C.地西泮静推
42,6,8,1,42. 以下哪一项不属于活动依赖性的突触重排(2.0分),A.突触分离。 B.突触竞争。 C.突触会聚。 D.轴突生长。,D.轴突生长。
43,6,8,1,43. 关于儿童抽动，错误的观点是(2.0分),A.可以有缓解期 B.抽动的轻重变化可以很大 C.抽动的表现是快速、反复、有目的的 D.可以伴有强迫症状 E.可以伴有发声,C.抽动的表现是快速、反复、有目的的
44,6,8,1,44. 下列哪一点不是小儿单纯型高热惊厥的临床特点(2.0分),A.惊厥呈全身性，持续时间不超过10分钟 B.发作前均有发热，多在发病初期体温骤升时发生 C.惊厥多见于6个月至3岁的小儿 D.多伴有呼吸道、消化道感染，而无中枢神经系统感染 E.发作1周后脑电图异常,E.发作1周后脑电图异常
45,6,8,1,45. 7月小儿语言发育应为：(2.0分),A.能发出"爸爸、妈妈"等复音，但无意识 B.能哭叫 C.笑出声音 D.喃喃地发出单音节 E.能叫出物体的名字,A.能发出"爸爸、妈妈"等复音，但无意识
46,6,8,1,46. 在中枢神经系统发育中，长距离连接或通路形成需经过以下阶段，其正确顺序为①在通路选择中，轴突必须选择正确的路径；②在地址选择中，轴突必须选择正确的细胞，以与靶位进行突触连接；③在靶位选择中，轴突必须选择正确的结构以进行神经支配。(2.0分),A.③①②   B.①②③  C.①③②   D.②③①,C.①③②  
47,6,8,1,"47. 一健康小儿，头围40cm, 两手已张开，非对称性颈紧张性反射偶能引出，马上消失；俯卧位时肘支撑抬胸，竖头较稳，但还不能两手支撑独坐片刻。该小儿最可能的年龄是 (2.0分)",A.5-6月龄 B.3-4月龄 C.1-2 月龄 D.7-8月龄 E.9-10月龄,B.3-4月龄
48,6,8,1,48. 惊厥持续状态是指惊厥持续时间(2.0分),A.>20分钟 B.>10分钟 C.>5分钟 D.>30分钟 E.>60分钟,D.>30分钟
49,6,8,1,49. 活动依赖性短时程突触可塑性主要是由于以下哪种酶激活所致(2.0分),A.PAK B.CaMKII C.CaMKI D.PKC,B.CaMKII
50,6,8,1,50. 位于腋腔内侧壁的神经是 (2.0分),A.胸长神经 B.胸内侧神经 C.胸背神经 D.胸外侧神经 E.肩胛下神经,A.胸长神经
286,7,8,1,1. 穿过三边孔者为：  (2.0分),A.旋肩胛动脉 B.肩胛上动脉 C.肩胛背动脉 D.肩胛下动脉 E.旋肱前动脉,A.旋肩胛动脉
287,7,8,1,2. 关于腋动脉，何者是错误的？(2.0分),A.胸小肌是其分段标志 B.其中第三段最表浅，也是最细的一段 C.较恒定的分支数目有6条 D.最大的分支是胸上动脉 E.臂丛的三束在腋动脉的第二段分别居其内、外和后方,D.最大的分支是胸上动脉
288,7,8,1,3. 支配前锯肌的神经是(2.0分),A.胸内侧神经 B.胸外侧神经 C.胸背神经 D.肩胛下神经 E.胸长神经,E.胸长神经
289,7,8,1,4. 关于腋淋巴结，何者是错误的？(2.0分),A.前群沿胸外侧血管周围排列 B.后群沿肩胛下血管周围排列 C.外侧群沿腋血管的远侧端排列 D.中央群位于腋窝底中 E.尖群沿胸最上血管周围排列,E.尖群沿胸最上血管周围排列
290,7,8,1,5. 与闭孔神经位置关系最密切的肌是(2.0分),A.耻骨肌 B.长收肌 C.短收肌 D.大收肌 E.股薄肌,C.短收肌
291,7,8,1,6. 关于股神经，何者是错误的？(2.0分),A.通过肌腔隙进入股三角 B.进入股三角后立即分为数条肌支和皮支 C.支配部分内收肌 D.分出人体最长的皮神经 E.皮支通过隐静脉裂孔分布于股内侧区和股前区,E.皮支通过隐静脉裂孔分布于股内侧区和股前区
292,7,8,1,7. 关于股鞘，何者是错误的？(2.0分),A.中间是股静脉 B.外侧是股动脉 C.内侧形成股管 D.股管的开口为股环 E.是腹股沟直疝发生的部位,E.是腹股沟直疝发生的部位
293,7,8,1,8. 耻骨肌(2.0分),A.由闭孔神经支配 B.由股神经支配 C.由生殖股神经支配 D.由闭孔神经和股神经支配 E.由闭孔神经、股神经和生殖股神经支配,D.由闭孔神经和股神经支配
294,7,8,1,9. 关于股动脉，何者是错误的？(2.0分),A.是髂外动脉的直接延续 B.是股三角内的中心结构 C.向下穿收肌腱裂孔后移行为腘动脉 D.有四条分支 E.最大的分支是旋股外侧动脉,E.最大的分支是旋股外侧动脉
295,7,8,1,10. 股三角内的结构由外向内依次为(2.0分),A.股管、股动脉、股静脉、股神经 B.股动脉、股神经、股静脉、股管 C.股神经、股管、股动脉、股静脉 D.股神经、股动脉、股静脉、股管 E.股神经、股静脉、股动脉、股管,D.股神经、股动脉、股静脉、股管
296,7,8,1,11. 穿过锁胸筋膜者：a头静脉 b胸外侧神经 c胸肩峰血管 d胸最上血管 e胸上血管 (2.0分),A.abc B.acd C.ade D.bcd E.abd,A.abc
297,7,8,1,12. 腋鞘及其内容在腋腔内的定位（由顶至底）(2.0分),A.在顶部靠近内壁和后壁，在底部靠近外壁和前壁 B.在顶部靠近外壁和后壁，在底部靠近外壁和前壁 C.在顶部靠近内壁和前壁，在底部靠近外壁和后壁 D.在顶部靠近内壁和前壁，在底部靠近外壁和前壁 E.在顶部靠近外壁和前壁，在底部靠近外壁和后壁,C.在顶部靠近内壁和前壁，在底部靠近外壁和后壁
298,7,8,1,13. 下列哪一点不是小儿单纯型高热惊厥的临床特点(2.0分),A.惊厥多见于6个月至3岁的小儿 B.发作前均有发热，多在发病初期体温骤升时发生 C.惊厥呈全身性，持续时间不超过10分钟 D.多伴有呼吸道、消化道感染，而无中枢神经系统感染 E.发作1周后脑电图异常,E.发作1周后脑电图异常
299,7,8,1,14. 男孩，1岁半，夏季，头天流清涕，今晨低热，上午体温升高达39.7℃，突发全身强直－阵挛性惊厥，惊厥中面色青紫，意识丧失，持续数分钟自停。再数分钟后患儿完全清醒，下午体温38.5℃，患儿精神良好。病后不吐无泻。体检无病理征。血常规白细胞及分叶球增高，最可能的诊断应是(2.0分),A.化脓性脑膜炎 B.单纯性热性惊厥 C.复杂性热性惊厥 D.癫痫 E.病毒性脑炎,B.单纯性热性惊厥
300,7,8,1,15. 女孩，3岁。自1岁半后每遇发热38℃余即出现左侧半侧性强直样痫性发作，先后已有类似发作3次，每次持续5～10分钟。发作后左侧肢体短暂乏力，约半小时恢复正常。体格检查无异常，患儿最可能的诊断应是(2.0分),A.脑性瘫痪 B.低钙惊厥 C.复杂性热性惊厥 D.单纯性热性惊厥 E.继发性癫痫,C.复杂性热性惊厥
301,7,8,1,16. 即刻给予吸氧，此刻止惊的药物应首(2.0分),A.地西泮肌注 B.苯巴比妥肌注 C.地西泮静推 D.水合氯醛灌肠 E.地西泮灌肠,C.地西泮静推
302,7,8,1,17. 如患儿此前有一次类似发作史，正确的预防方法(2.0分),A.地西泮口服 B.地西泮肌注 C.苯巴比妥口服 D.苯巴比妥肌注 E.德巴金口服,A.地西泮口服
303,7,8,1,18. 高热惊厥的叙述哪项是错误的(2.0分),A.多见于5岁以下的儿童 B.多有发热惊厥史 C.惊厥多发生在急骤高热的初期 D.预后多差，大多转变为癫痫 E.发作持续一般不超过5～10min,D.预后多差，大多转变为癫痫
304,7,8,1,19. 关于儿童学习困难，正确的描述是(2.0分),A.儿童学习困难与智力发育落后有关 B.改善儿童学习困难需要反复刻苦地学习 C.改善儿童学习困难需要积极控制多动 D.改善儿童学习困难需要加强脑营养 E.纠正儿童学习困难需要专项训练,E.纠正儿童学习困难需要专项训练
305,7,8,1,20. 儿童学习困难的特征是 (2.0分),A.有教育机会被剥夺的病史 B.学科成绩中等偏下 C.技能障碍在入学时已存在 D.智力低于正常1SD以上 E.智力低于正常2SD以上,C.技能障碍在入学时已存在
306,7,8,1,21. 2年级学生，因多动、学习成绩差来诊。家长表述孩子自幼顽皮，但看电视认真，入学后成绩进行性下降，用多动症药无效。检查结果患儿用手点读认真，但合上书后不能回答所读，IQ108。你的临床印象是(2.0分),A.注意缺陷伴多动障碍 B.紧张焦虑状态 C.学习习惯差 D.学习困难 E.顽皮,D.学习困难
307,7,8,1,22. 关于孤独症的表述(2.0分),A.孤独症在孤独症谱系障碍中是最严重的疾病 B.孤独症患儿语言障碍的特征是一成不变的重复 C.孤独症患儿的社交障碍表现在婴儿期就可出现 D.孤独症的成因之一是家庭破裂或家庭关系紧张所致的亲情缺乏 E.人们对孤独症的系统认识已逾百年,C.孤独症患儿的社交障碍表现在婴儿期就可出现
308,7,8,1,23. 关于Asperger's 综合征(2.0分),A.以男孩多见，有类似儿童孤独症的某些特征 B.可在7岁左右出现症状 C.主要表现为人际交往障碍 D.有明显的言语交流障碍 E.常见局限、刻板、重复的兴趣和行为方式,D.有明显的言语交流障碍
309,7,8,1,24. 儿童和少年期抽动症 (2.0分),A.抽动往往是唯一的症状 B.抽动的发作常常有诱因 C.抽动片刻也不能控制 D.抽动是固定的 E.患儿自己不能察觉,B.抽动的发作常常有诱因
310,7,8,1,25. 慢性抽动的特点是(2.0分),A.进行性、不自主的舞蹈样运动 B.肌张力低下 C.能受意志控制一段时间 D.病史达2个月以上 E.脑电图有明显异常,C.能受意志控制一段时间
311,7,8,1,26. 关于儿童抽动，错误的观点是 (2.0分),A.抽动的表现是快速、反复、有目的的 B.抽动的轻重变化可以很大 C.可以有缓解期 D.可以伴有强迫症状 E.可以伴有发声,A.抽动的表现是快速、反复、有目的的
312,7,8,1,27. 已被当地诊所诊断过敏性鼻炎、过敏性结膜炎的13岁男孩，对治疗无反应请求会诊排除抽动症，你可能还想了解的是(2.0分),A.症状的具体描述、持续时间、间隙期、发病时间、有无诱因 B.症状的多变性、可控性、不自主性 C.症状的是否伴有注意力不集中、学习困难、强迫性动作、社交退缩等 D.耳鼻喉科的检查、治疗经过 E.过敏原化验结果,A.症状的具体描述、持续时间、间隙期、发病时间、有无诱因
313,7,8,1,28. 家长对眨眼、耸鼻为主要临床表现的短暂性抽动障碍患儿应该(2.0分),A.一概不予提醒 B.一发作即提醒 C.有机会就提醒 D.个别悄悄提醒 E.大庭广众提醒,A.一概不予提醒
314,7,8,1,"29. 一健康小儿，头围40cm, 两手已张开，非对称性颈紧张性反射偶能引出，马上消失；俯卧位时肘支撑抬胸，竖头较稳，但还不能两手支撑独坐片刻。该小儿最可能的年龄是(2.0分)",A.1-2 月龄 B.3-4月龄 C.5-6月龄 D.  7-8月龄 E.9-10月龄,B.3-4月龄
315,7,8,1,30. 下列小儿运动发育的规律中哪一点是错误的？ (2.0分),A.具有头尾规律，即由头向尾发育 B.从中心向周围发育 C.先有反面的动作发育，再有正面的动作发育 D.由泛化到集中 E.由简单到复杂,C.先有反面的动作发育，再有正面的动作发育
316,7,8,1,31. 小儿精细运动发育里程碑，下列哪项是错误的？(2.0分),"A.3月龄时握持反射消失, 可以有意识的够取物体 B.抓物先用手掌的桡侧，然后用尺侧 C.6-7月龄能玩弄小物体，将物体从一只手转移到另一只手； D.9-10月龄开始用拇指食指捏取小物体  E.15月龄能几页几页翻书",B.抓物先用手掌的桡侧，然后用尺侧
317,7,8,1,32. 一健康女婴前来体检。测量头围42cm，前囟1.5cm×1.2cm，身长65cm，双手支撑独坐一会，出牙1颗，最可能的年龄是  (2.0分),A.3~4个月 B.5~6个月 C.7~8个月 D.8~9个月 E.10~12个月,B.5~6个月
318,7,8,1,33. 下列有关气质的描述，正确的是： (2.0分),"A.气质是个性心理特征之一，相对稳定，不受环境因素和种族的影响。 B.与遗传有关,具有稳定性和不可变性 C.主要表现在心理活动的强度、速度、稳定性、灵活性和指向性方面 D.每种气质类型都有各自的优缺点，气质有好坏之分 E.儿童气质对儿童良好个性的形成以及身心健康发展有着重要的作用，易养型的孩子不会出现行为问题",C.主要表现在心理活动的强度、速度、稳定性、灵活性和指向性方面
319,7,8,1,34. 下列哪一项不属于缓慢发动型的气质特点？ (2.0分),A.对新事物和陌生人的最初反应退缩 B.对新事物适应慢 C.对周围事物的反应强度较高，易出现激烈反应 D.消极情绪较多 E.一旦适应新环境和周围人后，能很好的与同伴相处,C.对周围事物的反应强度较高，易出现激烈反应
320,7,8,1,"35. 一女孩3岁，到了陌生的场所常""怕生""，胆小、退缩, 不愿参加亲子班的任何活动，这种情况让妈妈很没面子，前来咨询医生，以下哪个方法会比较有效？ (2.0分)",A.尽可能多带孩子去人多的地方 B.催促、强迫孩子去和小朋友玩 C.如果孩子在新的环境害怕，大哭，就不理她，"冷处理"，这样她就会适应了 D.责骂孩子 E.允许孩子有一逐步的适应过程，不过度催促、不强迫，避免不必要的适应需求,E.允许孩子有一逐步的适应过程，不过度催促、不强迫，避免不必要的适应需求
321,7,8,1,36. 根据大人讲的词汇，指认相应的图片、能以拍手表示"欢迎"，并能有意识的叫"妈妈"，还不会说其他的单词和两个字的词，最可能的发育年龄是： (2.0分),A.5-6个月 B.7-8个月 C.10-12个月 D.18-24个月 E.12-18个月,C.10-12个月
322,7,8,1,37. 一3岁的孩子，因语言发育迟缓就诊。现在会根据爸爸、妈妈的指令完成简单的任务，会自己大小便，能帮忙做事，如帮助拿鞋、扔垃圾。1周岁时会独走，现在能发"妈妈、爸爸"的音，但口齿不清。过去常有上呼吸道感染史。诊室检查时发现，孩子与检查者有很好的目光和手势交流，对语言指令反应较慢。检查首选： (2.0分),A.进行口腔检查和神经系统检查，排除神经肌肉疾病 B.进行发育筛查 (DDST) C.进行语言发育筛查（ELM） D.听力检查 E.孤独症ABC量表,D.听力检查
323,7,8,1,38. 15月小儿语言感知发育应是：(2.0分),A.头转向声源 B.确定声源 C.听懂自己的名字 D.能指出自己身体的3个部位 E.懂得"不许",D.能指出自己身体的3个部位
324,7,8,1,39. 凯楷，男孩，27月龄。尚不会有意识的叫"爸爸"、"妈妈"，但有时嘴里会说一些别人听不懂的音，喜一人独自玩耍，尤喜欢电视广告；不会用手去指需要的物体或食物，常拉人表示需要，别人叫他名字时常好像听不到，但对其他声音如手机音乐敏感；很少跟人有目光对视，别人叫他，眼睛不看人；喜一个人转圈玩。体格检查未见异常， EEG 未见异常。 最可能的诊断是:  (2.0分),A.听力障碍 B.理解性语言发育障碍 C.儿童孤独症 D.表达性语言发育障碍 E.混合性语言发育障碍,C.儿童孤独症
325,7,8,1,40. 与发育性语言发育障碍比较，儿童孤独症最关键的核心症状是： (2.0分),A.语言理解障碍或落后，不能理解词义 B.交互性的社交障碍，缺乏眼神交流、手势交流和情感共享 C.有刻板性行为，感觉障碍 D.语言表达障碍或缺乏 E.智力发育落后,B.交互性的社交障碍，缺乏眼神交流、手势交流和情感共享
326,7,8,1,41. 下面有关生长锥结构和功能的叙述不正确的是 (2.0分),A.神经元发育或再生时，其突起末端膨大，呈扇形，叫生长锥。 B.神经突起的生长、伸长不仅仅发生在生长锥。     C.生长锥也是个感觉器官，它的膜表面布满不同的感受器和黏接分子，能探知周围环境，决定生长方向。 D.生长锥的运动可能通过肌动蛋白的降解和聚合作用而获得。,B.神经突起的生长、伸长不仅仅发生在生长锥。    
327,7,8,1,42. 下面关于树突和轴突特点叙述不正确的一项是 (2.0分),A.神经元胞体一般先长出轴突，然后再长出树突。 B.轴突的微管排列没有极性，树突的微管排列有极性。 C.树突含有游离核糖体，内质网，高尔基复合体，轴突通常没有。 D.树突一般没有髓鞘包绕，而轴突则可被髓鞘包裹。,B.轴突的微管排列没有极性，树突的微管排列有极性。
328,7,8,1,43. 活动依赖性短时程突触可塑性主要是由于以下哪种酶激活所致 (2.0分),A.PAK     B.CaMKI    C.CaMKII     D.PKC,C.CaMKII    
329,7,8,1,44. 以下哪一项不属于活动依赖性的突触重排 (2.0分),A.突触分离。 B.突触会聚。 C.突触竞争。 D.轴突生长。,D.轴突生长。
330,7,8,1,45. 神经系统的发育以下几个方面是按照什么次序进行的？① 神经元的发生② 突起长成③ 神经元的迁移④ 突触形成(2.0分),A. ①②③④      B. ①④③②      C. ①③②④     D. ③①④②,C. ①③②④    
331,7,8,1,46. 神经系统发育过程中，最后出现的结构是： (2.0分),A.神经板    B.神经管   C.神经沟   D.神经褶,B.神经管  
332,7,8,1,47. 外周神经系统来源于(2.0分),A.神经管  B.神经脊细胞 C. 前脑泡 D.后脑泡,B.神经脊细胞
