,grade,module,week,question_stem,choice,answer
268,6,7,8,13. 关于肺结核的诊断，下述说法不正确的是： (3.0分),A.渗出增生性病灶属于活动性肺结核 B.出现可疑情况时，需进行针对性的检查 C.病史和临床表现是诊断的基础 D.菌阳肺结核必需是培养阳性者,D.菌阳肺结核必需是培养阳性者
269,6,7,8,14. 胸腺瘤好发部位是(3.0分),A.后上纵隔 B.后下纵隔 C.前下纵隔 D.前上纵隔 E.中纵隔(内脏器官纵隔),D.前上纵隔
270,6,7,8,15. 宿主获得性抗结核保护作用最主要的机制是： (3.0分),A.T细胞介导的细胞免疫 B.巨噬细胞对结核菌的识别、吞噬 C.B细胞介导的体液免疫 D.NK细胞介导的杀伤作用,A.T细胞介导的细胞免疫
271,6,7,8,16. 下述关于结核菌素皮肤试验正确的说法是(3.0分),A.对于儿童，可用于监测阳转者 B.阴性反应可以排除结核病 C.阳性说明是活动性结核病 D.硬结直径在9－19mm为中度阳性,A.对于儿童，可用于监测阳转者
272,6,7,8,17. 关于Light标准，下列哪项是错误的：(3.0分),A.胸腔积液/血清白蛋白比例 0.5  B.胸腔积液/血清总蛋白比例 0.5  C.胸腔积液/血清LDH比例 0.6  D.胸腔积液LDH水平高于血清正常值高限的2/3或绝对值 200U   E. ,A.胸腔积液/血清白蛋白比例 0.5 
273,6,7,8,18. 关于纵隔肿瘤症状，下述哪项是错误的(3.0分),A.大部分患者在体检时偶然发现 B.其症状的程度及发生时间与肿瘤的部位，生长速度相关 C.每一类肿瘤都有相应的症状 D.一部分患者有胸闷，胸痛症状 E.一部分患者有压迫相应器官的症状,C.每一类肿瘤都有相应的症状
274,6,7,8,19. 急性脓胸的治疗原则(3.0分),A.消除致病原因和脓腔 B.胸膜纤维板剥除手术 C.彻底排净脓液，使肺早日复张 D.应用广谱抗生素 E.胸膜腔闭式引流,C.彻底排净脓液，使肺早日复张
275,6,7,8,20. 女性，20岁。发热，咳嗽，咳脓痰及痰中带豆腐渣样物1天。胸片显示心包底左前侧直径长7cm肿块，密度不均，内有钙化。最可能的诊断是(3.0分),A.淋巴源性肿瘤 B.畸胎瘤 C.肺脓肿 D.胸腺瘤并感染 E.神经源性肿瘤,B.畸胎瘤
276,6,7,8,21. 新的胸液转运机制中一般情况下不起作用的是：(3.0分),A.淋巴管 B.壁层胸膜 C.脏层胸膜 D.肺间质,C.脏层胸膜
277,6,7,8,22. 纵隔内畸胎类肿瘤好发的部位是(3.0分),A.前纵隔中下部，心脏与升主动脉交界处 B.前纵隔下部心包附近 C.前纵隔最上部  D.中纵隔肺门区  E.中纵隔上部气管周围,A.前纵隔中下部，心脏与升主动脉交界处
278,6,7,8,23. 成人肺结核最常见的类型是： (3.0分),A.原发型肺结核 B.慢性纤维空洞型肺结核 C.继发型肺结核 D.血行播散型肺结核,C.继发型肺结核
279,6,7,8,24. 合并有重症肌无力的纵隔肿瘤，是(3.0分),A.心包囊肿 B.畸胎瘤 C.胸腺瘤 D.神经源性肿瘤 E.淋巴源性肿瘤,C.胸腺瘤
280,6,7,8,25. VTE 的原发危险因素，以下哪项不是(3.0分),A.蛋白S 缺乏 B.高同型半胱氨酸血症 C.蛋白C 缺乏 D.各种原因制动及长期卧床,D.各种原因制动及长期卧床
281,6,7,8,26. 结核病化疗的原则是： (3.0分),A.早期、联合、规则、适量、全程 B.早期、联合、适量、全程 C.早期、联合、规则、足量、全程 D.早期、联合、规则、全程,A.早期、联合、规则、适量、全程
282,6,7,8,27. 病理上区别霍奇金病和非霍奇金淋巴瘤特征性的表现是(3.0分),A.霍奇金病易发生坏死 B.非霍奇金淋巴瘤可见R-S细胞 C.霍奇金病可见R-S细胞  D.均可见淋巴细胞 E.非霍奇金淋巴瘤可见H-S细胞,C.霍奇金病可见R-S细胞 
283,6,7,8,28. PTE 的临床表现，以下哪项最常见 (3.0分),A.呼吸困难及气促 B.晕厥 C.胸痛 D.咯血,A.呼吸困难及气促
284,6,7,8,29. 静脉血栓形成的基本原因，以下哪项不是(3.0分),A.血管壁损伤 B.血液高凝状态 C.红细胞增多 D.血流停滞,C.红细胞增多
285,6,7,8,30. 慢性脓胸的治疗原则(3.0分),A.胸膜纤维板剥除手术 B.胸膜腔闭式引流 C.彻底排净脓液，使肺早日复张 D.消除致病原因和脓腔 E.应用广谱抗生素,D.消除致病原因和脓腔
286,6,7,8,31. 肺结核最快速、简便的确诊方法是： (3.0分),A.痰涂片找抗酸杆菌 B.结核菌培养 C.检测LAM D.PPD试验,A.痰涂片找抗酸杆菌
287,6,7,8,32. DVT 的典型症状，不包括以下哪项(3.0分),A.浅静脉扩张  B.肢体红肿 C.肢体疼痛 D.间歇性跛行,D.间歇性跛行
288,6,7,8,33. 下列关于结核菌特性中错误的描述是： (3.0分),A.结核菌培养对营养要求高，但生长较快 B.结核菌经品红加热染色后不能被酸性乙醇脱色 C.结核菌细胞壁富含脂质 D.结核菌菌体主要成分是蛋白质,A.结核菌培养对营养要求高，但生长较快
560,7,7,8,1. 诊断渗出性胸膜炎下列哪项检查最有价值 (2.5分),A.临床症状和体征 B.胸部X线检查 C.超声波检查 D.胸部CT E.胸腔穿刺液检查,E.胸腔穿刺液检查
561,7,7,8,2. 关于胸膜渗出液的叙述，下列哪项不正确(2.5分),A.胸液李凡他试验（-） B.细胞数>500×106／L C.蛋白含量≥30g／L，胸液／血清比值＞0.5 D.胸液LDH>200U／L，胸液LDH／血液LDH比值>0.6 E.胸液中葡萄糖含量降低,A.胸液李凡他试验（-）
562,7,7,8,3. 结核性渗出性胸膜炎与癌性胸膜炎最主要的鉴别点是(2.5分),A.年龄和临床表现 B.草黄色渗出液 C.血性胸腔积液 D.胸部CT检查 E.胸腔积液细胞学和细菌学检查   ,E.胸腔积液细胞学和细菌学检查   
563,7,7,8,4. 有关糖皮质激素在结核性胸膜炎治疗中的描述，错误的是(2.5分),A.可减轻机体的变态反应 B.可改善结核中毒症状  C.可作为常规治疗 D.可导致结核播散 E.需逐渐减量,C.可作为常规治疗
564,7,7,8,5. 对人类致病的结核菌主要为：(2.5分),A.人型结核菌 B.牛型结核菌 C.非洲型结核菌 D.鼠型结核菌    ,A.人型结核菌
565,7,7,8,6. 下列关于结核菌特性中错误的描述是： (2.5分),A.结核菌经品红加热染色后不能被酸性乙醇脱色 B.结核菌培养对营养要求高，但生长较快 C.结核菌细胞壁富含脂质 D.结核菌菌体主要成分是蛋白质,B.结核菌培养对营养要求高，但生长较快
566,7,7,8,7. 肺结核最主要的传播途径是： (2.5分),A.飞沫传播 B.接触传播 C.饮食传播 D.母婴传播,A.飞沫传播
567,7,7,8,8. 下述人群中最易感染结核菌的是：(2.5分),A.AIDS患者人群 B.COPD患者人群 C.肺癌患者人群 D.支气管扩张患者人群,A.AIDS患者人群
568,7,7,8,9. 成人肺结核最常见的类型是： (2.5分),A.原发型肺结核 B.继发型肺结核 C.慢性纤维空洞型肺结核 D.血行播散型肺结核,B.继发型肺结核
569,7,7,8,10. 肺结核最常见的全身毒性症状是： (2.5分),A.乏力 B.体重减轻 C.发热 D.咯血,C.发热
570,7,7,8,11. 肺结核最快速、简便的确诊方法是： (2.5分),A.结核菌培养 B.痰涂片找抗酸杆菌 C.检测LAM D.PPD试验,B.痰涂片找抗酸杆菌
571,7,7,8,12. 下述关于结核菌素皮肤试验正确的说法是： (2.5分),A.阳性说明是活动性结核病 B.阴性反应可以排除结核病 C.对于儿童，可用于监测阳转者 D.硬结直径在9－19mm为中度阳性,C.对于儿童，可用于监测阳转者
572,7,7,8,13. 结核病化疗的原则是： (2.5分),A.早期、联合、规则、适量、全程 B.早期、联合、规则、足量、全程 C.早期、联合、适量、全程 D.早期、联合、规则、全程,A.早期、联合、规则、适量、全程
573,7,7,8,14. 适用于初治涂阴肺结核的化疗方案是： (2.5分),A.2HRZE（S）/4HR B.2HRZE（S）/4H3R3 C.2HRE/4HR D.2HRZ/4HR,D.2HRZ/4HR
574,7,7,8,15. 关于BCG接种，正确的说法是： (2.5分),A.BCG接种能预防感染 B.BCG接种能降低儿童发病及其严重性 C.BCG是一种无毒鼠型结核菌活菌疫苗 D.BCG只需在出生时接种一次即可,B.BCG接种能降低儿童发病及其严重性
575,7,7,8,16. 下列哪项检查对气胸诊断最有价值 (2.5分),A.临床症状和体征 B.胸部X线检查 C.超声波检查 D.磁共振 E.胸腔诊断性穿刺,B.胸部X线检查
576,7,7,8,17. 以下哪类气胸属于内科急症？(2.5分),A.闭合性气胸 B.交通性气胸 C.张力性气胸 D.原发性气胸 E.人工气胸,C.张力性气胸
577,7,7,8,18. 气胸患者行胸腔穿刺首选部位是(2.5分),A.腋中线第5、6肋间 B.肩胛下线第7、8肋间 C.锁骨中线第二肋间 D.肺尖部 E.超声定位下穿刺  ,C.锁骨中线第二肋间
578,7,7,8,19. 气胸诊断应与那些疾病鉴别？ (2.5分),A.支气管哮喘 B.慢性阻塞性肺并  C.冠心病 D.肺栓塞 E.以上全部,E.以上全部
579,7,7,8,20. 某年轻患者外伤，就诊时出现四肢发冷、血压下降，胸片提示右侧大量气胸，首先要考虑哪种类型的气胸 (2.5分),A.交通性气胸  B.张力性气胸 C.闭合性气胸  D.复发性气胸 ,B.张力性气胸
580,7,7,8,21. 有关弥漫性间质性肺炎的概述哪一个是错误的(2.5分),A.以肺泡壁及肺泡周围组织及其周围支撑结构病变的一组疾病 B.是非肿瘤性的疾病 C.是感染性疾病 D.病变可以波及支气管和肺实质,C.是感染性疾病
581,7,7,8,22. 有关特发性肺间质纤维化IPF的临床表现哪一个是错误的？(2.5分),A.进行性加重的呼吸困难 B.刺激性咳嗽， C.大量脓痰 D.查体可听到Velcro音,C.大量脓痰
582,7,7,8,23. 下列哪个不是弥漫性间质性肺炎的特点(2.5分),A.影像学早期表现为磨玻璃影，后出现结节样或网状阴影，晚期出现蜂窝样改变 B.肺功能提示限制性通气功能障碍，残气量下降，CO弥散量下降 C.血气分析提示：pH：7.40，PaO2：58mmHg，PaCO2：68mmHg D.支气管肺泡灌洗液：中性粒细胞比例增高,C.血气分析提示：pH：7.40，PaO2：58mmHg，PaCO2：68mmHg
583,7,7,8,24. IPF影像学检查一般不会出现以下哪种表现？(2.5分),A.毛玻璃影 B.细小网格状影 C.牵引性支气管扩展 D.肺大疱,D.肺大疱
584,7,7,8,25. 有关结节病的描述哪个是错误的？(2.5分),A.结节病是一种原因不明的以非干酪性肉芽肿疾病 B.可以出现肺外结节病表现 C.可以无症状，也可以出现严重的呼吸困难 D.抗生素治疗无效，糖皮质激素治疗有效，症状好转即可停药，以避免激素不良反应。,D.抗生素治疗无效，糖皮质激素治疗有效，症状好转即可停药，以避免激素不良反应。
585,7,7,8,26. 有关结节病活动期的辅助检查哪个不正确？(2.5分),A.ESR ：80 B.WBC：12 000 C.SACE：90 D.Hb：9.0g/L,B.WBC：12 000
586,7,7,8,27. 下列哪个病人需要糖皮质激素治疗？(2.5分),A.体检发现，无咳嗽咳痰症状，胸部CT显示双侧肺门淋巴结肿大，余肺野清晰 B.少量咳嗽，活动时感轻度胸闷，胸部CT显示双侧肺门淋巴结肿大，余肺野清晰 C.咳嗽，活动时感胸闷半年，胸部CT显示两肺散在斑片状阴影 D.明显胸闷气促进行性加重1年，胸部CT显示两肺广泛蜂窝样病变,C.咳嗽，活动时感胸闷半年，胸部CT显示两肺散在斑片状阴影
587,7,7,8,28. 外源性过敏性肺泡炎，下列哪个不对？(2.5分),A.吸入外界有机粉尘所引起 B.病理特征为肺泡炎 C.反复吸入不会引起慢性间质性肺炎，一般不影响肺功能 D.临床表现为吸入有机粉尘后出现发热、咳嗽、呼吸困难,C.反复吸入不会引起慢性间质性肺炎，一般不影响肺功能
588,7,7,8,29. 前上纵隔肿瘤，最常见的是(2.5分),A.胸骨后甲状腺肿 B.畸胎瘤 C.淋巴类肿瘤 D.皮样囊肿 E.心包囊肿,A.胸骨后甲状腺肿
589,7,7,8,30. 关于纵隔肿瘤症状，下述哪项是错误的(2.5分),A.其症状的程度及发生时间与肿瘤的部位，生长速度相关 B.大部分患者在体检时偶然发现 C.每一类肿瘤都有相应的症状 D.一部分患者有胸闷，胸痛症状 E.一部分患者有压迫相应器官的症状,C.每一类肿瘤都有相应的症状
590,7,7,8,31. 关于胸腺瘤，哪项是错误的(2.5分),A.多位于前上纵隔 B.分为上皮细胞型，淋巴细胞型，混合型 C.潜在恶性 D.约15%合并重症肌无力 E.重症肌无力都合并有胸腺瘤,E.重症肌无力都合并有胸腺瘤
591,7,7,8,32. 女性，20岁。发热，咳嗽，咳脓痰及痰中带豆腐渣样物1天。胸片显示心包底左前侧直径长7cm肿块，密度不均，内有钙化。最可能的诊断是(2.5分),A.肺脓肿 B.畸胎瘤 C.淋巴源性肿瘤 D.胸腺瘤并感染 E.神经源性肿瘤,B.畸胎瘤
592,7,7,8,33. 男性，18岁。入学查体胸透，发现左侧胸腔第6胸椎旁有直径6cm圆形肿大影。最可能的诊断是(2.5分),A.畸胎瘤 B.胸腺瘤 C.中央型肺癌 D.神经源性肿瘤 E.淋巴源性肿瘤,D.神经源性肿瘤
593,7,7,8,34. 下列原发性纵隔内肿瘤以哪种相对最常见(2.5分),A.胸腺瘤  B.畸胎类肿瘤 C.恶性淋巴瘤  D.胸内甲状腺肿 E.神经源肿瘤,E.神经源肿瘤
594,7,7,8,35. 纵隔内神经源性肿瘤最好发生的部位是(2.5分),A.前纵隔上部  B.后纵隔脊柱旁 C.前纵隔下部  D.中纵隔肺门区 E.后纵隔与中纵隔交界区,B.后纵隔脊柱旁
595,7,7,8,36. 下列哪项不支持纵隔内肿瘤的诊断(2.5分),A.肿块较大压迫气管和食管  B.肿块上下最大径位于纵隔内 C.透视下可见肿块随呼吸变形  D.肿块外缘与纵隔相交成钝角 E.透视下可见肿块随呼吸而上下移动,E.透视下可见肿块随呼吸而上下移动
596,7,7,8,37. 静脉血栓形成的基本原因，以下哪项不是 (2.5分),A.血液高凝状态  B.血管壁损伤  C.红细胞增多  D.血流停滞,C.红细胞增多 
597,7,7,8,38. PTE 的临床表现，以下哪项最常见 (2.5分),A.呼吸困难及气促 B. 胸痛 C.晕厥  D.咯血,A.呼吸困难及气促
598,7,7,8,39. 病人在进行化疗过程中出现右下肢肿胀、疼痛，符合深静脉炎表现，次日突感气急、胸闷和心前区痛，成进行性加重，明显发绀，不能平卧，心率120次／分钟，心界向右下扩大，左下呼吸音低，心电图示：窦性心动过速，电轴明显右偏，不完全性右束支传导阻滞，目前最有可能的并发症是：(2.5分),A.急性左心衰 B. 急性心机梗死 C.肺栓塞 D.窒息 E. 肺癌恶化，压迫大气道,C.肺栓塞
599,7,7,8,40. DVT 的典型症状，不包括以下哪项 (2.5分),A.肢体疼痛  B.肢体红肿 C.浅静脉扩张  D. 间歇性跛行,D. 间歇性跛行
869,8,7,8,1. 诊断渗出性胸膜炎下列哪项检查最有价值 (2.0分),A.临床症状和体征 B.胸部X线检查 C.超声波检查 D.胸部CT E.胸腔穿刺液检查,E.胸腔穿刺液检查
870,8,7,8,2. 关于胸膜渗出液的叙述，下列哪项不正确(2.0分),A.胸液李凡他试验（-） B.细胞数>500×106／L C.蛋白含量≥30g／L，胸液／血清比值＞0.5 D.胸液LDH>200U／L，胸液LDH／血液LDH比值>0.6 E.胸液中葡萄糖含量降低,A.胸液李凡他试验（-）
871,8,7,8,3. 结核性渗出性胸膜炎与癌性胸膜炎最主要的鉴别点是(2.0分),A.年龄和临床表现 B.草黄色渗出液 C.血性胸腔积液 D.胸部CT检查 E.胸腔积液细胞学和细菌学检查   ,E.胸腔积液细胞学和细菌学检查   
872,8,7,8,4. 有关糖皮质激素在结核性胸膜炎治疗中的描述，错误的是(2.0分),A.可减轻机体的变态反应 B.可改善结核中毒症状  C.可作为常规治疗 D.可导致结核播散 E.需逐渐减量,C.可作为常规治疗
873,8,7,8,5. 对人类致病的结核菌主要为(2.0分),A.人型结核菌 B.型结核菌 C.非洲型结核菌 D.鼠型结核菌    ,A.人型结核菌
874,8,7,8,6. 下列关于结核菌特性中错误的描述是(2.0分),A.结核菌经品红加热染色后不能被酸性乙醇脱色 B.结核菌培养对营养要求高，但生长较快 C.结核菌细胞壁富含脂质 D.结核菌菌体主要成分是蛋白质,B.结核菌培养对营养要求高，但生长较快
875,8,7,8,7. 肺结核最主要的传播途径是(2.0分),A.飞沫传播 B.接触传播 C.饮食传播 D.母婴传播,A.飞沫传播
876,8,7,8,8. 下述人群中最易感染结核菌的是(2.0分),A.AIDS患者人群 B.COPD患者人群 C.肺癌患者人群 D.支气管扩张患者人群,A.AIDS患者人群
877,8,7,8,9. 成人肺结核最常见的类型是(2.0分),A.原发型肺结核 B.继发型肺结核 C.慢性纤维空洞型肺结核 D.血行播散型肺结核,B.继发型肺结核
878,8,7,8,10. 肺结核最常见的全身毒性症状是(2.0分),A.乏力 B.体重减轻 C.发热 D.咯血,C.发热
879,8,7,8,11. 肺结核最快速、简便的确诊方法是(2.0分),A.结核菌培养 B.痰涂片找抗酸杆菌 C.检测LAM D.PPD试验,B.痰涂片找抗酸杆菌
880,8,7,8,12. 下述关于结核菌素皮肤试验正确的说法是： (2.0分),A.阳性说明是活动性结核病 B.阴性反应可以排除结核病 C.对于儿童，可用于监测阳转者 D.硬结直径在9－19mm为中度阳性,C.对于儿童，可用于监测阳转者
881,8,7,8,13. 结核病化疗的原则是： (2.0分),A.早期、联合、规则、适量、全程 B.早期、联合、规则、足量、全程 C.早期、联合、适量、全程 D.早期、联合、规则、全程,A.早期、联合、规则、适量、全程
882,8,7,8,14. 适用于初治涂阴肺结核的化疗方案是(2.0分),A.2HRZE（S）/4HR B.2HRZE（S）/4H3R3 C.2HRE/4HR D.2HRZ/4HR,D.2HRZ/4HR
883,8,7,8,15. 关于BCG接种，正确的说法是： (2.0分),A.BCG接种能预防感染 B.BCG接种能降低儿童发病及其严重性 C.BCG是一种无毒鼠型结核菌活菌疫苗 D.BCG只需在出生时接种一次即可,B.BCG接种能降低儿童发病及其严重性
884,8,7,8,16. 下列哪项检查对气胸诊断最有价值 (2.0分),A.临床症状和体征 B.胸部X线检查 C.超声波检查 D.磁共振 E.胸腔诊断性穿刺,B.胸部X线检查
885,8,7,8,17. 以下哪类气胸属于内科急症？ (2.0分),A.闭合性气胸 B.交通性气胸 C.张力性气胸 D.原发性气胸 E.人工气胸,C.张力性气胸
886,8,7,8,18. 气胸患者行胸腔穿刺首选部位是(2.0分),A.腋中线第5、6肋间 B.肩胛下线第7、8肋间 C.锁骨中线第二肋间 D.肺尖部 E.超声定位下穿刺  ,C.锁骨中线第二肋间
887,8,7,8,19. 气胸诊断应与那些疾病鉴别？ (2.0分),A.支气管哮喘 B.慢性阻塞性肺并  C.冠心病 D.肺栓塞 E.以上全部,E.以上全部
888,8,7,8,20. 某年轻患者外伤，就诊时出现四肢发冷、血压下降，胸片提示右侧大量气胸，首先要考虑哪种类型的气胸 (2.0分),A.交通性气胸  B.张力性气胸 C.闭合性气胸  D.复发性气胸 ,B.张力性气胸
889,8,7,8,21. 有关弥漫性间质性肺炎的概述哪一个是错误的？ (2.0分),A.以肺泡壁及肺泡周围组织及其周围支撑结构病变的一组疾病 B.是非肿瘤性的疾病 C.是感染性疾病 D.病变可以波及支气管和肺实质,C.是感染性疾病
890,8,7,8,22. 有关特发性肺间质纤维化IPF的临床表现哪一个是错误的？(2.0分),A.进行性加重的呼吸困难 B.刺激性咳嗽， C.大量脓痰 D.查体可听到Velcro音,C.大量脓痰
891,8,7,8,23. 下列哪个不是弥漫性间质性肺炎的特点  (2.0分),A.影像学早期表现为磨玻璃影，后出现结节样或网状阴影，晚期出现蜂窝样改变 B.肺功能提示限制性通气功能障碍，残气量下降，CO弥散量下降 C.血气分析提示：pH：7.40，PaO2：58mmHg，PaCO2：68mmHg D.支气管肺泡灌洗液：中性粒细胞比例增高,C.血气分析提示：pH：7.40，PaO2：58mmHg，PaCO2：68mmHg
892,8,7,8,24. IPF影像学检查一般不会出现以下哪种表现？  (2.0分),A.毛玻璃影 B.细小网格状影 C.牵引性支气管扩展 D.肺大疱,D.肺大疱
893,8,7,8,25. 有关结节病的描述哪个是错误的？(2.0分),A.结节病是一种原因不明的以非干酪性肉芽肿疾病 B.可以出现肺外结节病表现 C.可以无症状，也可以出现严重的呼吸困难 D.抗生素治疗无效，糖皮质激素治疗有效，症状好转即可停药，以避免激素不良反应。,D.抗生素治疗无效，糖皮质激素治疗有效，症状好转即可停药，以避免激素不良反应。
894,8,7,8,26. 有关结节病活动期的辅助检查哪个不正确？(2.0分),A.ESR ：80 B.WBC：12 000 C.SACE：90 D.Hb：9.0g/L,B.WBC：12 000
895,8,7,8,27. 下列哪个病人需要糖皮质激素治疗？   (2.0分),A.体检发现，无咳嗽咳痰症状，胸部CT显示双侧肺门淋巴结肿大，余肺野清晰 B.少量咳嗽，活动时感轻度胸闷，胸部CT显示双侧肺门淋巴结肿大，余肺野清晰 C.咳嗽，活动时感胸闷半年，胸部CT显示两肺散在斑片状阴影 D.明显胸闷气促进行性加重1年，胸部CT显示两肺广泛蜂窝样病变,C.咳嗽，活动时感胸闷半年，胸部CT显示两肺散在斑片状阴影
896,8,7,8,28. 外源性过敏性肺泡炎，下列哪个不对？   (2.0分),A.吸入外界有机粉尘所引起 B.病理特征为肺泡炎 C.反复吸入不会引起慢性间质性肺炎，一般不影响肺功能 D.临床表现为吸入有机粉尘后出现发热、咳嗽、呼吸困难,C.反复吸入不会引起慢性间质性肺炎，一般不影响肺功能
897,8,7,8,29. 前上纵隔肿瘤，最常见的是(2.0分),A.胸骨后甲状腺肿 B.畸胎瘤 C.淋巴类肿瘤 D.皮样囊肿 E.心包囊肿,A.胸骨后甲状腺肿
898,8,7,8,30. 关于纵隔肿瘤症状，下述哪项是错误的(2.0分),A.其症状的程度及发生时间与肿瘤的部位，生长速度相关 B.大部分患者在体检时偶然发现 C.每一类肿瘤都有相应的症状 D.一部分患者有胸闷，胸痛症状 E.一部分患者有压迫相应器官的症状,C.每一类肿瘤都有相应的症状
899,8,7,8,31. 关于胸腺瘤，哪项是错误的(2.0分),A.多位于前上纵隔 B.分为上皮细胞型，淋巴细胞型，混合型 C.潜在恶性 D.约15%合并重症肌无力 E.重症肌无力都合并有胸腺瘤,B.分为上皮细胞型，淋巴细胞型，混合型
900,8,7,8,32. 女性，20岁。发热，咳嗽，咳脓痰及痰中带豆腐渣样物1天。胸片显示心包底左前侧直径长7cm肿块，密度不均，内有钙化。最可能的诊断是(2.0分),A.肺脓肿 B.畸胎瘤 C.淋巴源性肿瘤 D.胸腺瘤并感染 E.神经源性肿瘤,B.畸胎瘤
901,8,7,8,33. 男性，18岁。入学查体胸透，发现左侧胸腔第6胸椎旁有直径6cm圆形肿大影。最可能的诊断是(2.0分),A.畸胎瘤 B.胸腺瘤 C.中央型肺癌 D.神经源性肿瘤 E.淋巴源性肿瘤,D.神经源性肿瘤
902,8,7,8,34. 下列原发性纵隔内肿瘤以哪种相对最常见(2.0分),A.胸腺瘤  B.畸胎类肿瘤 C.恶性淋巴瘤  D.胸内甲状腺肿 E.神经源肿瘤,E.神经源肿瘤
903,8,7,8,35. 纵隔内神经源性肿瘤最好发生的部位是(2.0分),A.前纵隔上部  B.后纵隔脊柱旁 C.前纵隔下部  D.中纵隔肺门区 E.后纵隔与中纵隔交界区,B.后纵隔脊柱旁
904,8,7,8,36. 下列哪项不支持纵隔内肿瘤的诊断(2.0分),A.肿块较大压迫气管和食管  B.肿块上下最大径位于纵隔内 C.透视下可见肿块随呼吸变形  D.肿块外缘与纵隔相交成钝角 E.透视下可见肿块随呼吸而上下移动,E.透视下可见肿块随呼吸而上下移动
905,8,7,8,37. 静脉血栓形成的基本原因，以下哪项不是 (2.0分),A.血液高凝状态  B.血管壁损伤 C.红细胞增多  D.血流停滞,C.红细胞增多 
906,8,7,8,38. PTE 的临床表现，以下哪项最常见 (2.0分),A.呼吸困难及气促  B.胸痛 C.晕厥  D.咯血,A.呼吸困难及气促 
