number,grade,module,week,question_stem,choice,correct_answer
11,6,3,1,11. 去甲肾上腺素使窦房结细胞自律性增高是通过(3.0分),A.If 电流增强 B.阈电位水平下降 C.最大复极电位降低 D.膜对K+ 通透性降低 E.L型钙电流增大,A.If 电流增强
12,6,3,1,12. 关冠心病的介入治疗，以下不正确的是：(3.0分),A.冠脉支架分金属裸支架和涂药支架 B.常用的涂药支架有雷帕霉素和紫杉醇涂药支架 C.术前及术后都需服用抗血小板药 D.与金属裸支架相比，涂药支架能减低再狭窄的发生率 E.植入支架后即不需抗血小板治疗,E.植入支架后即不需抗血小板治疗
13,6,3,1,13. 心室肌细胞动作电位超射值主要决定于(3.0分),A.Na+ 平衡电位水平 B.静息电位水平 C.阈电位水平 D.K+ 平衡电位水平 E.0期去极速度和幅度,A.Na+ 平衡电位水平
14,6,3,1,14. 乙酰胆碱通过增加心肌钾通道开放，影响心肌细胞的电活动，以下哪项是不存在的(3.0分),A.阈电位绝对值增大 B.静息电位绝对值增大 C.窦房结最大复极电位增大 D.窦房结4期自动去极化速度减慢 E.动作电位时程缩短,A.阈电位绝对值增大
15,6,3,1,15. 在相对不应期内刺激心肌，所引发的动作电位的特点是(4.0分),A.阈强度大 B.时程长 C.0期除极快 D.传导快 E.复极慢,A.阈强度大
16,6,3,1,16. 窦房结能成为心脏正常起搏点的原因是(3.0分),A.自律性高 B.阈电位与最大复极电位差距大 C.0期除极速度低 D.4期自动除极速度慢 E.动作电位无明显平台期,A.自律性高
17,6,3,1,17. 在心动周期中，占时间最长的时期是(3.0分),A.等容收缩期 B.心房收缩期 C.等容舒张期 D.射血期 E.充盈期,E.充盈期
18,6,3,1,18. 关于儿茶酚胺对心肌的正性变力作用机制，正确的描述是(3.0分),A.细胞膜上Ca2+ 通道蛋白去磷酸化 B.由心肌细胞膜上的β2受体介导 C.胞质内Ca2+ 来自细胞外和肌质网 D.以IP3和DG为第二信使 E.肌丝滑行时起作用的横桥数目增多,C.胞质内Ca2+ 来自细胞外和肌质网
19,6,3,1,19. 心脏正常起搏点位于(4.0分),A.心房 B.房室交界区 C.浦肯野纤维网 D.窦房结 E.心室,D.窦房结
20,6,3,1,20. 高血压患者与正常人相比，下列哪一项指标明显增高？(3.0分),A.心输出量 B.每搏输出量 C.心脏做功量 D.心指数 E.射血分数,C.心脏做功量
21,6,3,1,21. 心室肌细胞具有兴奋性的前提是Na+ 通道处于下列哪种状态(3.0分),A.失活 B.备用 C.激活 D.启动 E.开放,B.备用
22,6,3,1,22. 心肌收缩能力的增强可通过下列哪一途径实现？(3.0分),A.增加肌小节的初长度 B.增加参与收缩的肌纤维数目 C.增加兴奋时肌质内Ca2+ 浓度 D.心肌发生完全强直收缩 E.降低主动脉的血压水平,C.增加兴奋时肌质内Ca2+ 浓度
23,6,3,1,23. 离体心脏灌流实验，下列不影响心脏收缩张力大小的因素为(3.0分),A.心脏的兴奋性 B.心脏与换能器间连线的张力 C.灌流液多少 D.心脏与换能器间连线的角度 E.仪器的灵敏度,E.仪器的灵敏度
24,6,3,1,24. 正常心室功能曲线不出现明显下降支的原因是(3.0分),A.心交感紧张性支配 B.心肌主动张力大 C.心肌延展性小 D.心肌被动张力小 E.心腔内始终有血液充盈,C.心肌延展性小
25,6,3,1,25. 兴奋传导速度最慢的心肌细胞是(3.0分),A.心房肌 B.房室交界 C.浦肯野纤维 D.左右束支 E.心室肌,B.房室交界
26,6,3,1,26. 心室肌细胞不具有下列哪一生理特性(3.0分),A.收缩性 B.兴奋性 C.自律性 D.传导性 E.有效不应期长,C.自律性
27,6,3,1,27. Starling机制在生理状态下的主要功能在于调节(3.0分),A.搏出量和回心血量的平衡 B.射血分数 C.心指数 D.心输出量 E.每搏功,A.搏出量和回心血量的平衡
28,6,3,1,28. 房室交界处传导速度较慢的生理意义在于(3.0分),A.有利于增强心肌收缩能力 B.有效避免出现完全强直收缩 C.有利于心室充盈和射血的交替 D.有利于心房或心室同步收缩 E.有效防止出现期前收缩,C.有利于心室充盈和射血的交替
29,6,3,1,29. 心率减慢时，心脏可通过下列哪种方式实现充盈和射血的平衡？(3.0分),A.改变细胞内Ca2+ 浓度 B.改变后负荷 C.改变心肌收缩能力 D.Starling机制 E.改变细胞内cAMP浓度,D.Starling机制
30,6,3,1,30. 期前收缩起点至下次正常心室收缩起点的时间相当于。(3.0分),A.心脏的有效不应期 B.心脏的绝对不应期 C.心脏的期前收缩的代偿间歇时间 D.心脏的相对不应期,C.心脏的期前收缩的代偿间歇时间
31,6,3,1,31. 有关心力储备，以下哪项说法是错误的(3.0分),A.心力储备也称泵功能储备 B.收缩期大于舒张期储备 C.若甲、乙二人在静息时心输出量相同，则他们的心力储备也应一致 D.心力储备取决于心率储备及搏出量储备 E.心力储备是指心输出量随机体代谢需要而增加的能力,C.若甲、乙二人在静息时心输出量相同，则他们的心力储备也应一致
32,6,3,1,32. 离体蟾蜍心脏灌流实验，下列表述准确的为(3.0分),A.蛙心夹应在心脏收缩期夹住心尖部 B.蛙心插管应在心脏舒张期插入心室 C.蟾蜍心脏无营养血管 D.蟾蜍心脏为一房一室结构 E.蟾蜍心脏的起搏点位于心房,D.蟾蜍心脏为一房一室结构
353,7,3,1,33. 三尖瓣复合体不包括哪个结构？ (3.0分),A.腱索 B.纤维环 C.肉柱 D.乳头肌  E.三尖瓣,C.肉柱
633,8,3,1,1. 心室收缩起点与期前收缩起点的最短时间相当于(2.5分),A.心脏的低常期 B.心脏的绝对不应期 C.心脏的有效不应期 D.心脏的相对不应期,C.心脏的有效不应期
636,8,3,1,4. 制备良好的离体蟾蜍心脏标本，可连续搏动(2.5分),A.1小时 B.10小时 C.20小时 D.30小时 E.40小时以上,E.40小时以上
637,8,3,1,5. 离体蟾蜍心脏灌流实验，下列对心脏舒张末期张力无影响的因素为(2.5分),A.心脏的收缩力 B.胞浆钙浓度 C.M受体阻断剂 D. 受体激动剂 E.插管内灌流液的高度,C.M受体阻断剂
638,8,3,1,6. 心前壁主要由哪几部分心腔构成？ (2.5分),A.左心室 B.右心室 C.左心房 D.右心房  E.腔静脉窦,B.右心室
639,8,3,1,7. 关于室间隔膜部正确的说法是(2.5分),A.缺损可导致左心室纤右心房分流 B.分割右心室流出道和左心室流出道 C.后上部分隔右心室与左心房 D.占室间隔的1/2 E.借二尖瓣前瓣分为两部,A.缺损可导致左心室纤右心房分流
640,8,3,1,8. 右冠状动脉不分布于(2.5分),A.右心房 B.室间隔后1/3 C.右心室 D.部分左心室后壁 E.室间隔前2/3 ,E.室间隔前2/3 
641,8,3,1,9. 下列哪一结构不参与构成心包斜窦？ (2.5分),A.下腔静脉 B.左右肺静脉 C.左心房 后壁 D.心包后壁 E.左心室后壁,E.左心室后壁
642,8,3,1,10. 将右心房分为固有心房和腔静脉窦两部分的结构是： (2.5分),A.二尖瓣前瓣 B.乳头肌 C.室上嵴 D.界沟和界嵴 E.梳状肌,D.界沟和界嵴
643,8,3,1,11. 下列心血管疾病中，咯血最多见于(2.5分),A.动脉导管未闭 B.房间隔缺损 C.风湿性二尖瓣狭窄 D.高血压性心脏病 E.冠心病,C.风湿性二尖瓣狭窄
644,8,3,1,12. 下列哪种诊断技术诊断心包积液既安全又准确(2.5分),A.心包穿刺术 B.心脏听诊 C.心电图 D.超声心动图 E.胸部X线摄片,D.超声心动图
645,8,3,1,13. 某心脏病患者，参加轻微活动时即感心悸、气促、肝肿大，下肢水肿，其心功能为(2.5分),A.I级 B.II级 C.III级 D.IV E.以上均不是,C.III级
646,8,3,1,14. 冠脉内去斑块技术包括(2.5分),A.Directional coronary artherectomy；          B.Coronary rotational ablasio； C.Transluminal extraction catheter；   D.以上均是,D.以上均是
647,8,3,1,15. 以下关于冠脉影像诊断技术的表述，错误的是(2.5分),A.OCT需要阻断血流 B.IVUS的图像分辨率低于OCT； C.IVUS利用近红外光，探查生物组织微米级结构；    D.较之OCT，IVUS图像识别较困难,C.IVUS利用近红外光，探查生物组织微米级结构；   
648,8,3,1,16. 冠脉支架植入术后效果理想时，所对应的冠脉血流储备FFR应为）(2.5分),A.< 0.75； B.≥ 0.94； C.0.75-0.89. D.以上均不对,B.≥ 0.94；
650,8,3,1,18. 在心动周期中，下列哪一时期的心室内压最高？(2.5分),A.等容收缩期末 B.快速射血期末 C.减慢射血期末 D.快速充盈期末 E.减慢充盈期末,B.快速射血期末
652,8,3,1,20. 下列关于心率的描述，错误的是(2.5分),A.正常人安静时为60～100次/分钟 B.新生儿心率较成年人慢 C.女性心率比男性稍快 D.运动员平时心率较慢 E.甲亢、妊娠病人心率较快,B.新生儿心率较成年人慢
653,8,3,1,21. 用于分析比较不同身材个体心功能的常用指标是(2.5分),A.每分输出量 B.心指数 C.射血分数 D.心脏作功量 E.心力贮备,C.射血分数
655,8,3,1,23. 射血分数是指(2.5分),A.每搏输出量/心室舒张末期容积 B.心输出量/体表面积 C.心室收缩末期容积/心室舒张末期容积 D.心输出量/心室舒张末期容积 E.心室舒张末期容积/体表面积,A.每搏输出量/心室舒张末期容积
656,8,3,1,24. 健康成年人在强体力劳动时，心输出量约可达到(2.5分),A.5～6L/min B.30L/min C.60L/min D.120L/min E.150L/min,B.30L/min
660,8,3,1,28. 下列哪种物质可使心功能曲线左上移？(2.5分),A.肾上腺素 B.H+ 浓度升高 C.乙酰胆碱 D.血管升压素 E.腺苷 ,A.肾上腺素
661,8,3,1,29. 后负荷突然增加会引起(2.5分),A.心室肌缩短程度增加 B.心室肌缩短速度加快 C.搏功减少 D.射血速度加快 E.心室内剩余血量增加,E.心室内剩余血量增加
662,8,3,1,30. 心功能不全的病人与正常人相比(2.5分),A.心率明显加快 B.每搏输出量明显降低 C.搏功明显增大 D.静息心指数明显降低 E.心力储备明显降低,E.心力储备明显降低
663,8,3,1,31. 室性期前收缩之后出现代偿间歇的原因是(2.5分),A.窦房结的节律性兴奋延迟发放 B.窦房结的节律性兴奋少发放一次 C.窦房结的节律性兴奋传出速度大大减慢 D.室性期前收缩的有效不应期特别长 E.窦房结的一次节律性兴奋落在室性期前收缩的有效不应期内,D.室性期前收缩的有效不应期特别长
664,8,3,1,32. 轻度高血钾引起心肌兴奋性升高的原因是(2.5分),A.静息电位绝对值减小，距阈电位水平的差距缩小 B.静息电位绝对值增大，距阈电位水平的差距增大 C.阈电位水平下移 D.细胞膜对钾的通透性减小 E.细胞膜对钠的通透性增大,A.静息电位绝对值减小，距阈电位水平的差距缩小
666,8,3,1,34. 心内兴奋传导最易发生阻滞的部位是(2.5分),A.心房肌 B.房室交界 C.左、右束支 D.浦肯野纤维 E.心室肌,B.房室交界
668,8,3,1,36. 心肌细胞分为快反应细胞和慢反应细胞的主要依据是(2.5分),A.静息电位的水平 B.0期去极化的速率 C.平台期的长短 D.超射值的大小 E.动作电位时程长短,B.0期去极化的速率
670,8,3,1,38. 下列关于超速压抑的叙述，哪一项是不正确的(2.5分),A.频率差别越大，抑制效应愈强 B.高频起搏点驱使低频起搏点进行低频搏动 C.窦房结停搏的后，首先由受压抑程度较小的房室交界起搏 D.窦房结对心室的控制中断后，可出一段时间的心室停搏 E.需暂时中断人工起搏器时应逐步减慢其驱动频率,B.高频起搏点驱使低频起搏点进行低频搏动
672,8,3,1,40. 房室交界区传导减慢可致(2.5分),A.P波增宽 B.QRS波群增宽 C.T波增宽 D.P-R间期延长 E.ST段延长,D.P-R间期延长
954,9,3,1,2. 下列说法哪一个是错的? (2.5分),A.室间隔膜部分为房室部和室间部 B.窦房结位于上腔静脉与右心房交界处的界沟上1/3的心内膜下 C.左心房侧壁由旋支供应。 D.房室束通过右纤维三角。 E.窦房结是心脏的起搏点,B.窦房结位于上腔静脉与右心房交界处的界沟上1/3的心内膜下
955,9,3,1,3. 关于冠状窦的说法，下列哪一条是错的？ (2.5分),A.接受心大静脉 B.经过冠状窦囗注入右心房 C.接受心最小静脉 D.接受心中静脉 E.接受心小静脉,C.接受心最小静脉
956,9,3,1,4. 心尖的体表投影位于(2.5分),A.左侧第四肋间隙，锁骨中线内侧1~2cm处 B.左侧第三肋间隙，锁骨中线内侧1~2cm处 C.左侧第二肋间隙，锁骨中线内侧1~2cm处 D.左侧第五肋间隙，锁骨中线内侧1~2cm处 E.左侧第六肋间隙，锁骨中线内侧1~2cm处,D.左侧第五肋间隙，锁骨中线内侧1~2cm处
957,9,3,1,5. 属于右心房的结构为(2.5分),A.肉柱 B.乳头肌 C.二尖瓣 D.腱索 E.梳状肌,E.梳状肌
965,9,3,1,13. 乙酰胆碱使窦房结细胞自律性降低是通过(2.5分),A.最大复极电位降低 B.阈电位水平下降 C.If 电流增强 D.膜对K+ 通透性降低 E.钙内流增强,A.最大复极电位降低
967,9,3,1,15. 下列有关于心电图波形与心肌动作电位关系的描述，正确的是(2.5分),A.P波反映心房肌动作电位的全过程 B.QRS波群反映心室肌动作电位的全过程 C.T段反映静息期膜内外离子分布恢复的过程 D.心电图一个周期等于心房. 心室肌细胞动作电位时程之和 E.心电图反映无数心肌细胞动作电位效应的总和,E.心电图反映无数心肌细胞动作电位效应的总和
968,9,3,1,16. 心动周期是指(2.5分),A.心脏机械活动周期 B.心脏生物电活动周期 C.心音活动周期 D.心率变化周期 E.室内压变化周期,A.心脏机械活动周期
970,9,3,1,18. 在心动周期中，房室瓣开放始于(2.5分),A.等容舒张期末 B.快速充盈期末 C.减慢充盈期末 D.心房收缩期初 E.心房收缩期末,A.等容舒张期末
971,9,3,1,19. 从主动脉瓣关闭开始到下次动脉瓣开放的时间相当于心动周期的(2.5分),A.等容收缩期 B.心室收缩期 C.心室舒张期 D.等容收缩期＋心室射血期 E.心室舒张期＋等容收缩期,E.心室舒张期＋等容收缩期
972,9,3,1,20. 心房收缩挤入心室的血量约占心室总充盈量的(2.5分),A.41654 B.41649 C.41643 D.41641 E.41702,C.41643
973,9,3,1,21. 健康成年男性在安静状态下的心输出量约为(2.5分),A.2～3 L/min B.5～6 L/min C.10～15 L/min D.20～25 L/min E.30～35 L/min,B.5～6 L/min
974,9,3,1,22. 用于分析比较动脉血压值不相同的个体之间心功能的常用指标是(2.5分),A.每分输出量 B.心指数 C.射血分数 D.心脏作功量 E.心力贮备,D.心脏作功量
977,9,3,1,25. 蟾蜍ECG的S波至心室收缩起点的时间为(2.5分),A.心脏的等容收缩期 B.心脏兴奋-收缩耦联时间 C.心脏的兴奋期 D.心脏的收缩期 E.心脏的舒张期,B.心脏兴奋-收缩耦联时间
980,9,3,1,28. 关于哺乳类动物心脏，下列哪项描述是错误的的？ (2.5分),A.细胞外高钾，引起细胞膜钾电导增加 B.细胞外高钾，心室肌动作电位时程延长 C.细胞外低钾，心室肌动作电位时程缩短 D.细胞外高钙可对抗高血钾,C.细胞外低钾，心室肌动作电位时程缩短
984,9,3,1,32. 诊断右心衰竭，最可靠的体征是： (2.5分),A.肝颈静脉回流征阳性  B.肝肿大           C.下肢水肿 D.腹水                 ,A.肝颈静脉回流征阳性 
986,9,3,1,34. 在我国，引起二尖瓣关闭不全最常见的原因是(2.5分),A.二尖瓣脱垂 B.二尖瓣环和环下部钙化  C.冠心病 D.风心病                   E.感染性心内膜炎,D.风心病                  
987,9,3,1,35. 以下属于心血管危险因素的是(2.5分),A.吸烟  B.过量饮酒  C.糖尿病 D.高脂血症 E.以上都是,E.以上都是
989,9,3,1,37. 胸部X线哪项表现提示早期心衰(2.5分),A.两肺野静脉淤血而扩张 B.两肺门阴影变淡 C.一侧肺野斑片状阴影  D.两下肺门成云絮状阴影 E.两上肺野静脉淤血而扩张,E.两上肺野静脉淤血而扩张
990,9,3,1,38. 下列关于心导管术的历史，表述错误的是(2.5分),A.1929年25岁的Hales首次在人体施行导管术； B.1941年，Cournand及Richards使用心导管测量心输出量，成为首次使用心导管进行诊断的医生； C.1958年，Dr.  Mason Sones发明了冠状动脉造影术，开创了诊断冠脉疾病的先河； D.1967年，Dr.  Melvin P. Judkins开发出多种特制的导管，使冠脉造影日趋成熟,A.1929年25岁的Hales首次在人体施行导管术；
992,9,3,1,40. 以下哪项不是冠状动脉造影的主要适应症(2.5分),A.已确诊为冠心病，药物治疗效果不佳，拟行介入性治疗或旁路移植手术； B.心梗后再发心绞痛或运动试验阳性者； C.中老年患者心脏增大. 心力衰竭. 心律失常. 疑有冠心病而无创性检查未能确诊者； D.以上均不是,D.以上均不是
1256,10,3,1,1. 关于房室瓣正确的描述是(3.0分),A.瓣膜突入心房腔内  B.腱索连于瓣膜的心房面  C. 右房室口为二尖瓣  D.房室瓣基部附于心肌上 E.防止血液返流回心房,E.防止血液返流回心房
1257,10,3,1,2. 室间隔前2／3的滋养动脉是(3.0分),A.动脉圆锥支 B.前室间支 C.对角支 D.右旋支 E.左旋支,B.前室间支
1258,10,3,1,3. 关于房间隔错误的说法是(3.0分),A.位于左、右心房之间的中隔 B.房间隔的肌层肥厚 C.胚胎时期房间隔上有卵圆孔 D.由两层心内膜和之间的心房肌等构成 E.由右后斜向左前,B.房间隔的肌层肥厚
1259,10,3,1,4. 心收缩射血期瓣膜的状态是(3.0分),A.主动脉瓣、肺动脉瓣开放 B.二尖瓣、三尖瓣开放 C.主动脉瓣开放，肺动脉瓣关闭 D.二尖瓣关闭，三尖瓣开放 E.二尖瓣开放，主动脉关闭,A.主动脉瓣、肺动脉瓣开放
1275,10,3,1,20. 在期前收缩之后，出现代偿间歇的机制是(3.0分),A.心脏正常起搏点没有兴奋 B.心脏正常起搏点兴奋落在前期收缩的有效不应期内 C.心脏正常起搏点兴奋落在前期收缩的相对不应期内 D.心脏的舒张期延长,B.心脏正常起搏点兴奋落在前期收缩的有效不应期内
1280,10,3,1,25. 急性心肌梗死需鉴别的包括(3.0分),A.消化性溃疡                   B.主动脉夹层 C.气胸                         D.肺栓塞 E.以上都是,E.以上都是
1282,10,3,1,27. 下列哪种诊断技术无创诊断心肌病类型安全又准确(3.0分),A.血液检查                     B.心超 C.心电图                       D.MRI E.胸部X线摄片,D.MRI
1283,10,3,1,28. Mitraclip可用于(3.0分),A.二尖瓣脱垂               B.二尖瓣环和环下部钙化  C.冠心病                   D.风心病                   E.感染性心内膜炎,A.二尖瓣脱垂              
1285,10,3,1,30. 以下不属于心脏电学诊疗技术的是(3.0分),A.CARTO          B.起搏器植入术 C.射频消融术 D.IABP,D.IABP
1286,10,3,1,31. 下列关于漂浮导管，表述错误的是(3.0分),A.漂浮导管主要评价右心功能 B.漂浮导管可以测量肺血管阻力 C.漂浮导管可以接近测量左房压力 D.漂浮导管可以通过体表各个大静脉进入,A.漂浮导管主要评价右心功能
1287,10,3,1,32. 以下哪种病情有行冠状动脉造影的适应症(3.0分),A.33岁女性，严重的肺动脉高压，需要排除PDA B.55岁男性，平板运动试验阴性； C.65岁男性，心超表现为左心室节段性运动异常； D.22岁女性，反复心悸发作，发作时为规律的窄QRS，心率170次/分 ,C.65岁男性，心超表现为左心室节段性运动异常；
1288,10,3,1,33. 冠状动脉血运功能评价应选择以下哪项介入技术(3.0分),A.血栓抽吸              B.IVUS C.MitraClip          D.FFR,D.FFR
1539,11,3,1,1. 房室交点是(3.0分),A.前、后室间沟的交点 B.前室间沟与冠状沟的交点 C.后室间沟与冠状沟的交点 D.右冠状动脉与冠状沟的交点 E.一个十字交叉点,C.后室间沟与冠状沟的交点
1540,11,3,1,2. 关于心表面标志正确的说法是(3.0分),A.冠状沟分隔左、右心房 B.界沟分界心房、心室 C.室间沟深部为室间隔 D.心尖左侧有心尖切迹 E.冠状沟位于人体的冠状面上,C.室间沟深部为室间隔
1541,11,3,1,3. 右冠状动脉的后室间支梗塞时，心肌梗死部位主要在 (3.0分),A.左心室后壁的右侧部分 B.后乳头肌 C.右心室后壁 D.室间隔后1／3 E.右心房后壁,D.室间隔后1／3
1542,11,3,1,4. 心包积液时行心包穿刺术比较安全的部位是(3.0分),A.心包横窦 B.心包斜窦 C.心包前下窦 D.冠状窦 E.心包隐窝,C.心包前下窦
1544,11,3,1,6. 有关窦房结细胞4期自动去极化的离子基础，正确的描述是(3.0分),A.Ik 通道进行性失活是自动除极最重要的原因 B.Ik 电流进行性减弱，这种电流可被铯阻断 C.Na+ 内流进行性增强，这种电流可被河豚毒阻断 D.L型Ca2+ 通道激活，这种通道受儿茶酚胺调控 E.T型Ca2+ 通道激活，这种通道可维拉帕米阻断,A.Ik 通道进行性失活是自动除极最重要的原因
1546,11,3,1,8. 下列哪项不影响心肌细胞的自律性(3.0分),A.最大复极电位 B.阈电位 C.有效不应期 D.4期自动除极速度 E.最大复极电位与阈电位差距,C.有效不应期
1553,11,3,1,15. 心率过快时心输出量减少的原因是(3.0分),A.心房收缩期缩短 B.等容收缩期缩短 C.心室射血期缩短 D.等容舒张期缩短 E.心室充盈期缩短,E.心室充盈期缩短
1555,11,3,1,17. 离体心脏灌流实验时，关于前负荷调节正确的是(3.0分),A.前负荷统一为5g B.各组前负荷可以在1至5g自定 C.按最适前负荷确定 D.每项处理前，前负荷小于1g，需要重新调整前负荷,D.每项处理前，前负荷小于1g，需要重新调整前负荷
1556,11,3,1,18. 心脏Straub灌流，按本实验的高钾浓度的任氏液灌流心脏后，引起心脏心脏收缩末期张力变化的主要机制是 (3.0分),A.细胞外高钾导致心肌细胞AP平台期延长、钙离子内流增加 B.细胞外高钾导致心肌细胞AP平台期缩短、钙离子内流减少 C.细胞外高钾导致心肌细胞AP 0期幅度减小、钙离子内流减小 D.细胞外高钾导致心肌细胞膜钠离子通道失活、钙离子内流减小,B.细胞外高钾导致心肌细胞AP平台期缩短、钙离子内流减少
1557,11,3,1,19. 心肌的等长自身调节，通过改变下列哪个因素来调节心脏的泵血功能(3.0分),A.心肌初长度 B.肌小节的初长度 C.横桥联结的数目 D.心脏的收缩力,D.心脏的收缩力
1558,11,3,1,20. 心室肌细胞动作电位3期复极化主要由于(3.0分),A.钾离子的快速内流 B.钙离子的快速内流 C.钾离子的快速外流 D.氯离子的快速内流,C.钾离子的快速外流
1559,11,3,1,21. 用正常任氏液离体灌流蟾蜍心脏，其收缩力强弱与下列因素无关(3.0分),A.实验室温度 B.插管内灌流液高度 C.心脏与张力换能器的张力 D.RM6240多道生理信号采集处理系统的灵敏度,D.RM6240多道生理信号采集处理系统的灵敏度
1560,11,3,1,22. 本实验采用蟾蜍作为实验对象的依据是(3.0分),A.该动物适宜作离体心脏实验 B.该动物可用于药物对心脏作用实验 C.该动物离体心脏实验无需恒温供氧 D.该动物适价格便宜,B.该动物可用于药物对心脏作用实验
1561,11,3,1,23. Straub法离体蟾蜍心脏制备，一个可以用于实验的离体心脏标本应(3.0分),A.离体心脏的心房、心室舒缩节律一致 B.离体心脏的心房、心室舒缩、插管内液面波动节律一致 C.离体心脏的起搏点搏动、心房、心室舒缩、插管内液面波动节律一致 D.离体心脏的起搏点、心房搏动节律一致,C.离体心脏的起搏点搏动、心房、心室舒缩、插管内液面波动节律一致
1562,11,3,1,24. 离体蟾蜍心脏Straub灌流，由心房起搏的心脏比正常起搏点起搏的心脏的(3.0分),A.收缩力大、心率高 B.收缩力小、心率高 C.收缩力大、心率低 D.收缩力小、心率低,C.收缩力大、心率低
1565,11,3,1,27. 以下不属于冠心病等危症的是(3.0分),A.缺血性脑卒中             B.腹主动脉瘤  C.糖尿病                   D.高脂血症 E.慢性肾脏病,A.缺血性脑卒中            
1567,11,3,1,29. 下列哪些检查可用于功能性评价冠状动脉病变情况(3.0分),A.OCT              B.FFR C.CTA              D.CAG E.以上都是,B.FFR
1569,11,3,1,31. 以下哪项不是TAVI术的主要并发症(3.0分),A.瓣周漏               B.冠状动脉穿孔 C.房室传导阻滞        D.脑卒中,B.冠状动脉穿孔
1570,11,3,1,32. 冠状动脉造影时，"造影剂完全、迅速充盈远端血管并迅速清除"属于TIMI血流（     ）级(3.0分),A.0                    B.I C.II                    D.III,D.III
1571,11,3,1,33. 以下哪项可用于心脏瓣膜病的介入治疗(3.0分),A.IVUS         B.MitraClip C.OCT          D.主动脉内球囊反搏,B.MitraClip
1827,12,3,1,1. 关于心各腔的位置正确的是(3.0分),A.左心室构成心前壁大部 B.右心室构成心的右缘 C.右心房构成心后壁大部 D.左心房构成心的左缘 E.心尖由左心室构成,E.心尖由左心室构成
1828,12,3,1,2. 室间隔膜部的房室部发生缺损，心室收缩时左心室内的血液会逆流到(3.0分),A.左心房 B.右心房 C.右心室     D.肺静脉   E.肺动脉,B.右心房
1829,12,3,1,3. 心包横窦位于(3.0分),A.心包腔前下部 B.升主动脉与肺动脉后方 C.下腔静脉与心包后壁之间 D.上腔静脉与右肺血管之间 E.主动脉与左心房后壁之间,B.升主动脉与肺动脉后方
1830,12,3,1,4. 在心内直视手术时用于指示房室结位置所在以防术中损伤的标志是(3.0分),A.界嵴 B.Torado腱 C.Koch三角 D.隔缘肉柱 E.室上嵴,C.Koch三角
1832,12,3,1,6. 主动脉隆凸深面的主动脉窦瘤破裂或手术误伤时，血液可流人(3.0分),A.左心房 B.右心房 C.左心室 D.右心室 E.心包腔,B.右心房
1835,12,3,1,9. 心肌细胞在超常期内产生的动作电位，其(3.0分),A.0期去极化幅度大于正常 B.0期去极化速度大于正常 C.兴奋传导速度小于正常 D.时程延长 E.不应期延长,C.兴奋传导速度小于正常
1840,12,3,1,14. 在心动周期中，下列哪一时期的心室容积最大？ (3.0分),A.快速充盈期末 B.减慢充盈期末 C.心房收缩期末 D.快速射血期末 E.减慢射血期末,C.心房收缩期末
