,grade,module,week,question_stem,choice,answer
338,7,8,3,3. 腘窝 (3.0分),A.腘静脉走在胫神经浅面  B.腘动脉走在胫神经浅面  C.腘静脉界于胫神经和腘动脉之间  D.腘动脉走在腘静脉浅面  E.腘静脉位于腓总神经深面 ,C.腘静脉界于胫神经和腘动脉之间 
339,7,8,3,4. 何者不参与肌腱袖的形成？ (3.0分),A.小圆肌肌腱 B.大圆肌肌腱 C.冈上肌肌腱 D.冈下肌肌腱 E.肩胛下肌肌腱,B.大圆肌肌腱
340,7,8,3,5. 与肱骨外科颈关系最密切的是 (3.0分),A.腋神经和旋肱后血管 B.腋神经和旋肱前血管 C.桡神经和肱深血管 D.肩胛下神经和旋肩胛血管 E.臂后皮神经和肱深血管,A.腋神经和旋肱后血管
341,7,8,3,6. 坐骨神经在臀部的体表投影是(3.0分),A.髂后上棘与股骨大转子之间的连线 B.髂后上棘至股骨大转子连线的上、中1/3交点 C.坐骨结节与股骨大转子连线中、外1/3交点至股骨内、外侧髁之间中点的连线 D.坐骨结节与股骨大转子连线中、内1/3交点至股骨内、外侧髁之间中点的连线 E.髂后下棘至股骨大转子连线的上、中1/3交点,D.坐骨结节与股骨大转子连线中、内1/3交点至股骨内、外侧髁之间中点的连线
342,7,8,3,7. 与坐骨神经关系最密切的肌是 (3.0分),A.大收肌 B.半膜肌 C.半腱肌 D.股二头肌 E.阔筋膜张肌,D.股二头肌
343,7,8,3,8. 关于胫后动脉的说法，下列哪一项正确 (3.0分),A.下行于小腿后区浅、深肌肉之间 B.有一同名静脉伴行 C.有一同名神经伴行 D.发出一腓深动脉 E.发腓动脉分支至腓骨及小腿外侧部诸肌,A.下行于小腿后区浅、深肌肉之间
344,7,8,3,9. what compounds is NOT involved in the symptoms of depression? (3.0分),A.CRH B.cortisol C.acetyl-choline esterase inhibitor D.5HT E.Dopamine,C.acetyl-choline esterase inhibitor
345,7,8,3,10. what brain structure is not involved in depression (4.0分),A.amygdala B.HPA-axis C.ventral tegmental area D.PFC E.cerebellum,E.cerebellum
346,7,8,3,11. Below are symptoms of depression except for(3.0分),A.psychomotor disturbances B.loss of energy C.feelings of guilt D.obsessions E.suicidal thoughts.,D.obsessions
347,7,8,3,12. Bipolar disorder is typically diagnosed at (3.0分),A.birth B.neonatal period C.puberty D.adulthood E.in old people,D.adulthood
348,7,8,3,13. Chlorpromazine的抗精神病作用主要是通过 (3.0分),A.激动D2受体     B.阻断D2受体     C.激动M受体     D.阻断M受体 E.激动α受体,B.阻断D2受体    
349,7,8,3,14. Chlorpromazine引起的锥体外系反应不包括下列哪一项？ (3.0分),A.体位性低血压     B.肌强直及运动增加     C.急性肌张力障碍 D.静坐不能     E.帕金森样综合征,A.体位性低血压    
350,7,8,3,15. 碳酸锂的药理作用包括(3.0分),A.增强磷酸肌醇代谢      B.减轻躁狂症状     C.减轻精神分裂症的幻觉症状 D.治疗焦虑症     E.包括以上各项,B.减轻躁狂症状    
351,7,8,3,16. 抗抑郁药有(3.0分),A.Phenobarbital     B.Phenytoin sodium     C.Coffeine     D.Imipramine E.Propranolol,D.Imipramine
352,7,8,3,17. 药物依赖性不包括 (3.0分),A.反复使用糖皮质激素后，发生的生理功能紊乱 B.长期饮酒，为感受它的精神效应或避免停酒引起的不舒适而再次饮酒 C.反复使用吗啡，为感受它的精神效应或避免停药引起的不舒适而再次用药 D.反复使用精神兴奋剂，为感受它的精神效应而再次用药 E.以上各项表现,A.反复使用糖皮质激素后，发生的生理功能紊乱
353,7,8,3,18. 药物成瘾的定义是(3.0分),A.生理依赖性     B.精神依赖性     C.强迫性、失去控制的用药行为 D.与医疗目的无关的反复使用药物     E.包括以上各项特征,C.强迫性、失去控制的用药行为
354,7,8,3,19. 吗啡（海洛因）依赖的治疗方法包括(3.0分),A.心理干预     B.D2受体激动药     C.美沙酮替代疗法     D.可乐定疗法 E.纳曲酮治疗,B.D2受体激动药    
355,7,8,3,20. 患者因"闷闷不乐，呆滞伴乏力1月"来诊。精神检查发现患者情绪低落，自责并坚持认为自己犯了严重错误，连累家人和同事，造成无法弥补的错误。该患者目前可能存在(3.0分),A.疑病妄想 B.罪恶妄想 C.被害妄想 D.虚无妄想 E.以上都不对,B.罪恶妄想
356,7,8,3,21. 下列哪些不是躁狂发作的临床症状(3.0分),A.心境高涨或易激惹 B.思维联想困难或自觉思考能力下降 C.意志活动增强，精力旺盛，兴趣广泛 D.自我评价过高或夸大 E.睡眠需求减少,B.思维联想困难或自觉思考能力下降
357,7,8,3,22. 心境障碍的病因学研究表明那个因素对疾病发生没有明显影响 (3.0分),A.遗传因素 B.生物学因素 C.社会心理因素 D.年龄因素,D.年龄因素
358,7,8,3,23. 对谵妄性躁狂的描述，下列哪项不正确 (3.0分),A.是发作严重的躁狂表现 B.在疾病早期患者常可以存在自知力 C.临床症状中可以出现片段幻觉和冲动行为 D.可以出现意识障碍 E.患者存在思维不连贯的现象,B.在疾病早期患者常可以存在自知力
359,7,8,3,24. 精神障碍是指一类具有诊断意义的精神方面的问题，特征为（    ）等方面的改变，可伴有痛苦体验和/或功能损害。(3.0分),A.认知、思维、行为                      B.知觉、情绪、意志 C.认知、情绪、行为                      D.知觉、思维、意志 E.以上都不对,C.认知、情绪、行为                     
360,7,8,3,25. 下列对自知力的说法，哪一种是不正确的？ (3.0分),A.是指患者对自己精神疾病认识的判断能力 B.临床上患者的精神症状消失即可以表示患者的自知力恢复 C.临床上精神病患者一般均有不同程度的自知力缺失情况 D.自知力缺乏是精神病特有的表现 E.神经症患者有自知力，能够主动就医,B.临床上患者的精神症状消失即可以表示患者的自知力恢复
361,7,8,3,26. 患者坚信隔壁邻居在自己家里安装了微型尖端科技仪器，利用仪器发射的红外线对他进行身体上的迫害，因此患者感觉自己被仪器所操控，此种症状可能为(3.0分),A.物理影响妄想                                 B.被害妄想 C.关系妄想                                     D.疑病妄想 E.被洞悉感,A.物理影响妄想                                
362,7,8,3,27. 患者安静卧床，不语，四肢能够活动，但对医生的检查均不能配合完成，医生让其伸舌检查时，患者不开口，医生协助患者张口时，患者反而紧闭双唇回避，该患者的症状可能是 (3.0分),A.缄默症                                B.主动违拗  C.被动违拗                              D.木僵  E.作态,B.主动违拗 
363,7,8,3,28. （  ）表现为无明显外界刺激下患者的情感反应极易变化，显得喜怒无常变化莫测，常从一个极端波动至另一极端。(3.0分),A.情感高涨                              B.情感脆弱 C.情感幼稚                              D.情感倒错 E.情感不稳,E.情感不稳
364,7,8,3,29. 关于谵妄状态的描述，正确的是(3.0分),A.谵妄时幻视的内容多为单调的画面 B.谵妄时患者通常表现为协调性精神运动性兴奋 C.谵妄的症状具有昼重夜轻的特点 D.谵妄一般与原发躯体病情变化有关，恢复后可表现为部分遗忘 E.谵妄时定向力基本完整，因此患者对周围环境定向常保存,D.谵妄一般与原发躯体病情变化有关，恢复后可表现为部分遗忘
365,7,8,3,30. 下列不属于阿片类物质的是 (3.0分),A.海洛因  B.吗啡 C.苯丙胺  D.美沙酮 E.丁丙诺啡,C.苯丙胺 
366,7,8,3,31. 消化科收治了一位酒精性肝硬化的患者，入院当天下午患者出现手抖、心慌。考虑可能的原因及采取的对策是(3.0分),A.患者对住院紧张不安，应给予安慰，必要时给予安定类药物 B.告知家属患者反应正常，不必过分担心 C.向患者本人询问饮酒情况，共同寻找病因 D.向家属了解患者最近饮酒情况，注意戒断反应的发生 E.对症处理，给予β受体阻滞剂，必要时请心内科会诊,D.向家属了解患者最近饮酒情况，注意戒断反应的发生
367,7,8,3,32. 以下哪一项不是酒依赖者的特征  (3.0分),A.强烈的饮酒欲望  B.酒精耐受性增加  C.难以控制自己的饮酒行为 D.戒断症状不明显  E.明知饮酒会导致各种不良后果，仍坚持饮用 ,D.戒断症状不明显 
368,7,8,3,33. 关于镇静催眠药错误的是  (3.0分),A.大致可分为巴比妥类和苯二氮卓类  B.巴比妥类由于缩短快动眼睡眠，停药后恶梦增加 C.巴比妥类对中枢神经系统的抑制作用为：抗焦虑→镇静→催眠→麻醉→昏迷→死亡  D.苯二氮卓类一般不产生耐受性 E.巴比妥类和苯二氮卓类药物还有明显的抗癫痫作用,D.苯二氮卓类一般不产生耐受性
685,8,8,3,1. Chlorpromazine可治疗(3.0分),A.抑郁症     B.晕动病呕吐     C.癫痫大发作     D.焦虑症     E.精神分裂症,E.精神分裂症
686,8,8,3,2. 碳酸锂的药理作用包括(3.0分),A.增强GABA功能     B.减轻躁狂症状     C.减轻精神分裂症的幻觉症状 D.治疗焦虑症     E.包括以上各项,B.减轻躁狂症状    
687,8,8,3,3. 抗抑郁药有(3.0分),A.Phenobarbital     B.Phenytoin sodium     C.Coffeine     D.Imipramine E.Propranolol,D.Imipramine
688,8,8,3,4. 药物依赖性不包括(3.0分),A.反复使用糖皮质激素后，发生的生理功能紊乱 B.长期饮酒，为感受它的精神效应或避免停酒引起的不舒适而再次饮酒 C.反复使用吗啡，为感受它的精神效应或避免停药引起的不舒适而再次用药 D.反复使用精神兴奋剂，为感受它的精神效应而再次用药 E.以上各项表现,A.反复使用糖皮质激素后，发生的生理功能紊乱
689,8,8,3,5. 药物成瘾的定义是(3.0分),A.生理依赖     B.精神依赖     C.强迫性、失去控制的用药行为 D.与医疗目的无关的反复使用药物     E.包括以上各项特征,C.强迫性、失去控制的用药行为
690,8,8,3,6. 吗啡（海洛因）依赖的治疗方法不包括(3.0分),A.心理干预     B.D2受体激动药     C.美沙酮替代疗法     D.可乐定疗法 E.纳曲酮治疗,B.D2受体激动药    
691,8,8,3,7. 以下哪些结构穿四边孔(3.0分),A.旋肩胛动脉、腋神经  B.胸长神经、旋肱后动脉  C.肩胛下动脉、腋神经  D.腋动脉、旋肱后动脉 E.以上都不是 ,D.腋动脉、旋肱后动脉
692,8,8,3,8. 穿三边孔的结构是(3.0分),A.腋神经 B.旋肱前动脉  C.旋肱后动脉  D.胸背神经  E.旋肩胛动脉,E.旋肩胛动脉
693,8,8,3,9. 腘窝内结构由浅入深依次是 (3.0分),A.坐骨神经、腘静脉、腘动脉 B.胫神经、腘动脉、腘静脉、腓总神经 C.胫神经、腘静脉、腘动脉  D.胫神经、腘静脉、腘动脉、腓总神经 E.胫神经、小隐静脉、腘动脉,C.胫神经、腘静脉、腘动脉 
694,8,8,3,10. 患者肱骨中段错位性骨折，并出现垂腕症状，何结构受损伤？ (3.0分),A.腋神经 B.正中神经 C.尺神经 D.肩胛下神经 E.桡神经,E.桡神经
695,8,8,3,11. 穿经梨状肌下孔的神经由外向内依次为(3.0分),A.坐骨神经、股后皮神经、臀下神经、臀下动静脉、阴部内动静脉、阴部神经 B.臀下神经、臀下动静脉、阴部内动静脉、阴部神经、坐骨神经、股后皮神经 C.股后皮神经、坐骨神经、臀下神经、臀下动静脉、阴部内动静脉、阴部神经、 D.臀上神经、坐骨神经、股后皮神经、臀上动静脉、阴部内动静脉、阴部神经 E.臀下神经、坐骨神经、股后皮神经、臀下动静脉、阴部内动静脉、阴部神经,A.坐骨神经、股后皮神经、臀下神经、臀下动静脉、阴部内动静脉、阴部神经
696,8,8,3,12. 患者因梨状肌肿胀压迫坐骨神经，出现梨状肌综合症症状，哪个区域皮肤会出现感觉障碍 (4.0分),A.股后区 B.小腿前外侧区 C.股前区 D.臀区 E.足背,B.小腿前外侧区
697,8,8,3,13. what compounds is NOT involved in the symptoms of depression?(3.0分),A.CRH B.cortisol C.acetyl-choline esterase inhibitor D.5HT E.dopamine,C.acetyl-choline esterase inhibitor
698,8,8,3,14. what brain structure is not involved in depression(3.0分),A.amygdala B.HPA-axis C.ventral tegmental area D.PFC E.cerebellum,E.cerebellum
699,8,8,3,15. Below are symptoms of depression except for (3.0分),A.psychomotor disturbances B.loss of energy C.feelings of guilt D.obsessions E.suicidal thoughts.,D.obsessions
700,8,8,3,16. Anhedonia is (3.0分),A.symptom of mania  B.therapy for depression C.symptom of depression D.limbic system structure E.the same as bipolar disorder,C.symptom of depression
701,8,8,3,17. The suprachiasmatic nucleus is NOT (3.0分),A.the biological clock B.responsible for day/night rhythms C.responsible for long-term memory  D.responsible for seasonal rhythms E.functionally disordered in depression,C.responsible for long-term memory 
702,8,8,3,18. 精神检查时发现一名精神分裂症患者诉"自己听到汽车喇叭声就同时在耳边能听到别人的议论声"，该患者的精神症状是。(3.0分),A.假性幻觉  B.内脏性幻觉 C.心因性幻觉  D.功能性幻觉 E.反射性幻觉,D.功能性幻觉
703,8,8,3,19. 下列对自知力的说法，哪一种是不正确的？ (3.0分),A.是指患者对自己精神疾病认识的判断能力 B.临床上患者的精神症状消失即可以表示患者的自知力恢复 C.临床上精神病患者一般均有不同程度的自知力缺失情况 D.自知力缺乏是精神病特有的表现 E.神经症患者有自知力，能够主动就医,B.临床上患者的精神症状消失即可以表示患者的自知力恢复
704,8,8,3,20. 患者坚信隔壁邻居在自己家里安装了微型尖端科技仪器，利用仪器发射的红外线对他进行身体上的迫害，因此患者感觉自己被仪器所操控，此种症状可能为 (3.0分),A.物理影响妄想 B.被害妄想 C.关系妄想 D.疑病妄想 E.被洞悉感,A.物理影响妄想
705,8,8,3,21. 感染是精神病的原因之一吗？  (3.0分),A.是  B.不是,A.是 
706,8,8,3,22. 未来精神病学发展中，神经递质是主要的领域吗？(3.0分),A.是   B.不是,A.是  
707,8,8,3,23. 社会变迁会导致精神病症状变化吗？(3.0分),A.是 B.不是,A.是
708,8,8,3,24. 出现在大脑内的幻听是真性幻听吗？(3.0分),A.是   B.不是,B.不是
709,8,8,3,25. 自知力缺乏是判断精神病严重程度的一个指标吗？(3.0分),A.是   B.不是,A.是  
710,8,8,3,26. 下列物质均为毒品，除外     (3.0分),A.海洛因  B.大麻 C.可卡因  D.咖啡因 E.鸦片,D.咖啡因
711,8,8,3,27. 消化科收治了一位酒精性肝硬化的患者，入院当天下午患者出现手抖、心慌。考虑可能的原因及采取的对策是(3.0分),A.患者对住院紧张不安，应给予安慰，必要时给予安定类药物 B.告知家属患者反应正常，不必过分担心 C.向患者本人询问饮酒情况，共同寻找病因 D.向家属了解患者最近饮酒情况，注意戒断反应的发生 E.对症处理，给予β受体阻滞剂，必要时请心内科会诊,D.向家属了解患者最近饮酒情况，注意戒断反应的发生
712,8,8,3,28. 以下哪一项不是酒依赖者的特征     (3.0分),A.强烈的饮酒欲望  B.酒精耐受性增加  C.难以控制自己的饮酒行为 D.戒断症状不明显 E.明知饮酒会导致各种不良后果，仍坚持饮用 ,D.戒断症状不明显
713,8,8,3,29. 关于镇静催眠药错误的是  (3.0分),A.大致可分为巴比妥类和苯二氮卓类  B.巴比妥类由于缩短快动眼睡眠，停药后恶梦增加 C.巴比妥类对中枢神经系统的抑制作用为：抗焦虑→镇静→催眠→麻醉→昏迷→死亡  D.苯二氮卓类一般不产生耐受性 E.巴比妥类和苯二氮卓类药物还有明显的抗癫痫作用 ,D.苯二氮卓类一般不产生耐受性
714,8,8,3,30. 患者男性，23岁，学生。近半月来自觉聪明过人，精力旺盛，逢人打招呼，整天喜气洋洋。每天早起出门，很晚回家。乱买东西送人，喜欢唱歌、跳舞，喜欢结交朋友，尤其喜欢接近异性。交谈时，滔滔不绝。情绪不稳，常为小事而勃然大怒。看见警车就认为是来保护他的，该患者最可能的诊断为 (3.0分),A.精神分裂症 B.反应性精神障碍 C.人格障碍 D.无病  E.躁狂发作 ,E.躁狂发作 
715,8,8,3,31. 患者女性、 36岁。因情绪欠佳、自杀未遂而入院。问其自杀原因，认为自己对不起单位 领导，工作以来没有一点成绩，要求处分，每天感到自责。觉得周围的人都看不起她。走到马路上，认为别人朝她吐痰，是在唾弃她。既往5年前曾有段时间自我感觉好，入院后每天劳动，否则感到罪孽深重。此患者最可能诊断 (3.0分),A.强迫症   B.精神分型症   C.抑郁症   D.双相情感障碍  E.神经衰弱,C.抑郁症  
716,8,8,3,32. 抑郁发作的生物学特征一般不包括 (3.0分),A.情绪呈晨重夜轻的节律改变 B.早醒  C.便秘  D.食欲和性欲减退  E.焦虑不安,E.焦虑不安
717,8,8,3,33. SSRI类抗抑郁药不包括 (3.0分),A.麦普替林  B.氟西汀 C.帕罗西汀 D.伏氟沙明  E.舍曲林,A.麦普替林 
1000,9,8,3,1. what compounds is NOT involved in the symptoms of depression? (3.0分),A.CRH B.cortisol C.acetyl-choline esterase inhibitor D.5HT E.dopamine,C.acetyl-choline esterase inhibitor
1001,9,8,3,2. what therapy can not normalize the HPA-axis in depression (3.0分),A.light B.SSRIs C.TCMS D.placebo E.CRH,E.CRH
1002,9,8,3,3. Bipolar disorder is typically diagnosed at(3.0分),A.birth B.neonatal period C.puberty D.adulthood E.in old people,D.adulthood
1003,9,8,3,4. The suprachiasmatic nucleus is NOT(3.0分),A.the biological clock B.responsible for day/night rhythms C.responsible for long-term memory  D.responsible for seasonal rhythms E.functionally disordered in depression,C.responsible for long-term memory 
1004,9,8,3,5. Chlorpromazine可治疗(3.0分),A.抑郁症     B.晕动病呕吐     C.癫痫大发作     D.焦虑症     E.精神分裂症,E.精神分裂症
1005,9,8,3,6. Chlorpromazine引起的锥体外系反应不包括下列哪一项？ (4.0分),A.体位性低血压     B.肌强直及运动增加     C.急性肌张力障碍 D.静坐不能     E.帕金森样综合征,A.体位性低血压    
1006,9,8,3,7. 碳酸锂的药理作用包括(3.0分),A.增强GABA功能     B.减轻躁狂症状     C.减轻精神分裂症的幻觉症状 D.治疗焦虑症     E.包括以上各项,B.减轻躁狂症状    
1007,9,8,3,8. The most common adverse effect associated with the tricyclic antidepressants is (3.0分),A.Anticholinergic effects B.Seizures C.Arrhythmias D.Hepatotoxicity E.Nephrotoxicity,A.Anticholinergic effects
1008,9,8,3,9. 生理依赖区别于精神依赖的特征是(3.0分),A.药物与机体相互作用所造成的一种精神状态 B.强迫要连续或定期使用该药的行为和其他反应 C.对药物欣快感的渴求，驱使用药者周期性或连续地用药 D.用药者一旦停药，将发生一系列生理功能紊乱（称戒断综合征） E.为感受药物的生理或精神效应，而反复用药,D.用药者一旦停药，将发生一系列生理功能紊乱（称戒断综合征）
1009,9,8,3,10. 吗啡和海洛因依赖的治疗方法不包括(3.0分),A.心理干预     B.D2受体激动药     C.美沙酮替代疗法     D.可乐定疗法 E.纳曲酮治疗,B.D2受体激动药    
1010,9,8,3,11. 关于精神病学的学科地位，以下哪种说法正确(3.0分),A.精神病学是生物医学的分枝学科 B.精神病学是行为医学的分枝学科  C.精神病学是社会科学的分枝学科 D.精神病学是临床医学的分枝学科  E.精神病学是心理学的分枝学科 ,D.精神病学是临床医学的分枝学科 
1011,9,8,3,12. 有关心身疾病的描述，哪项不对(3.0分),A.也称为心理生理疾病  B.是一组与心理紧张有关的躯体疾病  C.有器质性病变或确定的病理、生理过程  D.冠心病和消化性溃疡不属于心身疾病  E.心理社会因素在疾病的发生、发展、治疗和预后中有相对重要的作用 ,D.冠心病和消化性溃疡不属于心身疾病 
1012,9,8,3,13. 关于心理、社会因素与疾病的关系，下列说法不正确的是 (3.0分),A.可以作为相关因素影响精神障碍的发生、发展  B.可以作为原因因素在精神障碍的发病中起重要作用  C.可以在躯体疾病的发生、发展中起重要作用  D.可以引起心身疾病  E.与躯体疾病毫无关系 ,E.与躯体疾病毫无关系 
1013,9,8,3,14. 精神检查时发现一名精神分裂症患者诉"自己听到汽车喇叭声就同时在耳边能听到别人的议论声"，该患者的精神症状是(3.0分),A.假性幻觉 B.内脏性幻觉 C.心因性幻觉  D.功能性幻觉 E.反射性幻觉,D.功能性幻觉
1014,9,8,3,15. 精神检查时发现患者的思维活动联想松弛，缺乏主题和一定的逻辑性，以致使人感到交谈困难。这种症状可能是（ ），常见于（ ）。(3.0分),A.思维迟缓  抑郁症 B.思维贫乏  精神分裂症 C.思维破裂  躁狂症  D.思维散漫  精神分裂症 E.思维奔逸  躁狂症,D.思维散漫  精神分裂症
1015,9,8,3,16. 患者主诉思考问题时脑内突然涌现与问题无关的大量杂乱无章的思想，对此患者很苦恼但不受患者的意志支配，此症状为(3.0分),A.强迫思维  B.思维云集 C.思维中断 D.思维奔逸 E.思维破裂,B.思维云集
1016,9,8,3,17. 患者安静卧床，不语，四肢能够活动，但对医生的检查均不能配合完成，医生让其伸舌检查时，患者不开口，医生协助患者张口时，患者反而紧闭双唇回避，该患者的症状可能是  (3.0分),A.缄默症   B.主动违拗  C.被动违拗  D.木僵  E.作态,B.主动违拗 
1017,9,8,3,18. （   ）表现为无明显外界刺激下患者的情感反应极易变化，显得喜怒无常变化莫测，常从一个极端波动至另一极端。(3.0分),A.情感高涨   B.情感脆弱 C.情感幼稚 D.情感倒错 E.情感不稳,E.情感不稳
1018,9,8,3,19. 关于谵妄状态的描述，正确的是(3.0分),A.谵妄时幻视的内容多为单调的画面 B.谵妄时患者通常表现为协调性精神运动性兴奋 C.谵妄的症状具有昼重夜轻的特点 D.谵妄一般与原发躯体病情变化有关，恢复后可表现为部分遗忘 E.谵妄时定向力基本完整，因此患者对周围环境定向常保存,D.谵妄一般与原发躯体病情变化有关，恢复后可表现为部分遗忘
1019,9,8,3,20. 精神疾病中自杀最多的是(3.0分),A.神经衰弱 B.抑郁症 C.精神分裂症 D.癔症 E.强迫症,B.抑郁症
1020,9,8,3,21. 双相障碍躁狂发作的可选择药物： (3.0分),A.碳酸锂  B.维思通 C.喹硫平 D.阿立哌唑 E.以上全部,E.以上全部
1021,9,8,3,22. 躯体疾病所致精神障碍的治疗原则下列不正确的是(3.0分),A.对原发疾病的治疗 B.以抗精神病药物治疗为主 C.针对精神症状的表现，对症处理 D.全身支持性治疗 E.对躯体疾病及精神症状的护理，特别是安全护理,B.以抗精神病药物治疗为主
1022,9,8,3,23. 哪个症状是糖尿病患者自杀的主要症状(3.0分),A.幻觉 B.抑郁症状 C.焦虑症状 D.意识障碍 E.偏执状态,C.焦虑症状
1023,9,8,3,24. 甲减的精神症状很少表现为(3.0分),A.精神运动性不安 B.情绪低落 C.精神运动性抑制 D.情感平淡 E.幻觉妄想,A.精神运动性不安
1024,9,8,3,25. 一个原本正常的人，醉酒后意识障碍时出现犯罪行为，应评定为(3.0分),A.部分责任能力                 B.无责任能力  C.视具体情况判定为无责任能力或部分责任能力 D.完全责任能力  E.视具体情况判定为部分责任能力或完全责任能力,D.完全责任能力 
1025,9,8,3,26. 甲患抑郁症欲自杀，但无自杀勇气。某晚，甲用事前准备的刀猛刺路人乙胸部，致乙当场死亡。随后，甲向司法机关自首，要求司法机关判处其死刑立即执行。对于甲责任能力的认定，下列哪一选项是正确的？ (3.0分),A.抑郁症属于严重精神病，甲没有责任能力，不承担故意杀人罪的责任 B.抑郁症不是严重精神病，但甲的想法表明其没有责任能力，不承担故意杀人罪的责任 C.甲虽患有抑郁症，但具有责任能力，应当承担故意杀人罪的责任 D.甲具有责任能力，但患有抑郁症，应当对其从轻或者减轻处罚,C.甲虽患有抑郁症，但具有责任能力，应当承担故意杀人罪的责任
