,grade,module,week,question_stem,choice,answer
132,6,8,4,12. 紧张综合征主要见于(3.0分),A.精神分裂症青春型 B.精神分裂症紧张型 C.癔症 D.抑郁症 E.躁狂症,B.精神分裂症紧张型
133,6,8,4,13. 在锁骨下动、静脉之间，由颈部经胸廓上口进入胸腔的结构是(3.0分),A.膈神经 B.迷走神经 C.胸廓内动脉 D.颈交感干 E.心包膈动脉,A.膈神经
134,6,8,4,14. 一个原本正常的人，醉酒后意识障碍时出现犯罪行为，应评定为(3.0分),A.无责任能力  B.部分责任能力                 C.视具体情况判定为无责任能力或部分责任能力 D.完全责任能力 E.视具体情况判定为部分责任能力或完全责任能力,D.完全责任能力 E.视具体情况判定为部分责任能力或完全责任能力
135,6,8,4,15. 边缘叶不包括： (3.0分),A.围绕胼胝体的皮层 B.海马 C.新皮层,C.新皮层
136,6,8,4,16. 关于膈神经的描述，错误的是(3.0分),A.在胸部与心包膈动脉伴行 B.为运动性神经，支配膈肌的运动 C.在颈部位于前斜角肌前面下行 D.由第3~5颈神经前支组成，是颈丛的分支 E.经锁骨下动、静脉之间下行入胸腔,B.为运动性神经，支配膈肌的运动
137,6,8,4,17. 单纯型精神分裂症与神经衰弱最主要的鉴别点在于(3.0分),A.起病缓慢 B.有幻觉妄想 C.病程迁延不 愈 D.自知力 E.头痛失眠较轻,D.自知力
138,6,8,4,18. 位于颈动脉鞘内的结构是(3.0分),A.颈内静脉 B.颈外静脉 C.颈外动脉 D.颈交感干 E.膈神经,A.颈内静脉
139,6,8,4,19. 22岁男性，大学二年级学生，近一年来听课发愣，不作笔记，时有自语自笑，动作迟缓，吃一顿饭要一个多小时，病人5天前开始终日卧床，不吃饭，不知上厕所。精神检查：意识清晰，卧床不动不语，针刺其身体无反应，肌张力增高，令病人张嘴，反把嘴闭得更紧，把病人肢体摆成不舒服的姿势，可以保持很久不变，躯体及神经系统检查无异常。病人不具备下列哪一项症状(3.0分),A.蜡样屈曲 B.木僵 C.情绪低落 D.违拗 E.情感淡漠,C.情绪低落
140,6,8,4,20. 单纯型精神分裂症与神经衰弱最主要的鉴别点在于(3.0分),A.病程迁延 B.无自知力 C.有幻觉妄想 D.起病缓慢 E.头痛失眠较轻,B.无自知力
141,6,8,4,21. 精神分裂症的特征性症状(3.0分),A.失眠 B.注意力不集中 C.被洞悉感 D.意识范围缩小 E.遗忘,C.被洞悉感
142,6,8,4,22. 胸导管的前方有(3.0分),A.臂丛 B.前斜角肌 C.颈动脉鞘 D.中斜角肌 E.后斜角肌,C.颈动脉鞘
143,6,8,4,23. 23岁，男性，三月前起病，说话语无伦次，常自言自语，说自己是神仙，是伟人，对异性有非分之想，攻击亲人。查：意识清晰，兴奋躁动，思维破碎，内容离奇，难以理解，认为门外有人要杀他，有一台电脑在影响他的大脑，使大脑在不停地转。躯体及神经系统检查未见著征，该患诊(3.0分),A.抑郁症 B.躁狂症 C.精神分裂症 D.心因性精神障碍 E.神经症,C.精神分裂症
144,6,8,4,24. 关于精神分裂症的临床表现，下列不正确的是(3.0分),A.急性阶段以思维贫乏、情感淡漠，意志缺乏为主 B.可有人格解体 C.原发性妄想是精神分裂症的特征性症状 D.精神分裂症的自知力一般都受损 E.妄想内容以关系妄想、被害和影响妄想最常见,A.急性阶段以思维贫乏、情感淡漠，意志缺乏为主
145,6,8,4,25. 精神分裂症的幻想以（ ）最多见 (3.0分),A.视幻觉 B.听幻觉 C.嗅幻觉 D.触幻觉,B.听幻觉
146,6,8,4,26. 下列对颈动脉三角内容描述中，错误的是(3.0分),A.颈总动脉位于颈内静脉的内侧 B.颈外动脉位于颈内动脉的前外侧 C.迷走神经位于颈总动脉和颈内静脉之间的后方 D.舌下神经呈弓形跨过颈内、外动脉的浅面 E.角淋巴结位于二腹肌后腹与颈内静脉之间的交角内,B.颈外动脉位于颈内动脉的前外侧
147,6,8,4,27. 在精神分裂症的病因学研究中，目前认为最重要的因素是(3.0分),A.生化因素 B.环境因素 C.遗传因素 D.脑萎缩 E.精神因素,C.遗传因素
148,6,8,4,28. 反社会性人格障碍者出现犯罪行为时应如何评定责任能力(3.0分),A.其辨认能力削弱，应为部分责任能力 B.其辨认能力充分，应评为完全责任能力 C.其辨认能力存在，但从人道主义出发，应评为部分责任能力 D.尽管其辨认能力削弱，但由于这类人格障碍治疗效果差，且危害大，应评为完全责任能力 E.由于其控制能力削弱，应为部分责任能力,B.其辨认能力充分，应评为完全责任能力
149,6,8,4,29. 参与构成颈袢的是(3.0分),A.舌下神经降支和舌咽神经降支 B.舌下神经降支和迷走神经降支 C.舌下神经降支和舌神经降支 D.舌神经降支和第1、2颈神经降支 E.舌下神经降支和第2、3颈神经降支,E.舌下神经降支和第2、3颈神经降支
150,6,8,4,30. 杏仁核主要与哪种情绪有关(3.0分),A.高兴 B.恨 C.爱 D.恐惧,D.恐惧
151,6,8,4,31. 与攻击首要相关的脑区是(3.0分),A.杏仁核 B.海马 C.下丘脑 D.新皮层,C.下丘脑
152,6,8,4,32. 参与攻击的主要神经递质是(3.0分),A.5-羟色胺  B.GABA  C.谷氨酸 D.乙酰胆碱,A.5-羟色胺 
153,6,8,4,1. 精神分裂症病人的结局大致有以下哪几种形式(4.0分),A.维持在慢性状态 B.病情多次复发，间歇期正常或基本正常 C.社会性缓解伴人格缺损，可自我照顾或需督促 D.完全持久的恢复正常 E.衰退至终末期,A.维持在慢性状态 B.病情多次复发，间歇期正常或基本正常 C.社会性缓解伴人格缺损，可自我照顾或需督促 D.完全持久的恢复正常 E.衰退至终末期
369,7,8,4,1. 额顶枕区的血管和神经位于 (3.0分),A.额、枕肌的深面  B.帽状腱膜的深面  C.腱膜下疏松结缔组织内  D.皮下组织内  E.颅骨外膜表面 ,D.皮下组织内 
370,7,8,4,2. 头皮  (3.0分),A.由4层组成  B.头皮外伤出血容易止血  C.由皮肤、皮下组织和帽状腱膜构成  D.皮下组织结构疏松  E.无上述情况 ,C.由皮肤、皮下组织和帽状腱膜构成 
371,7,8,4,3. 额区血管、神经 (3.0分),A.只有眶上血管和眶上神经  B.眶上神经、血管位于内侧  C.动脉分支来自颞浅动脉  D.动脉分支来自颞浅动脉和颈外动脉  E.眶上神经是眼神经的分支 ,E.眶上神经是眼神经的分支 
372,7,8,4,4. 颞区的血管(3.0分),A.动脉来自面动脉  B.动脉来自颈外动脉的颞浅动脉和枕动脉  C.与耳颞神经伴行  D.静脉血回流入面静脉  E.包括颞浅血管、耳后血管和枕血管 ,C.与耳颞神经伴行 
373,7,8,4,5. 颞区的神经(3.0分),A.耳颞神经分布于皮肤，并与颞浅血管伴行  B.面神经颞支支配颞肌  C.上颌神经分支支配颞肌  D.颞区皮肤仅有耳颞神经支配  E.无上述情况,A.耳颞神经分布于皮肤，并与颞浅血管伴行 
374,7,8,4,6. 与枕动脉伴行并分布于枕区头皮的神经是 (3.0分),A.枕小神经  B.枕大神经  C.第3颈神经 D.枕下神经 E.无上述情况 ,B.枕大神经 
375,7,8,4,7. 脑膜中动脉起自(3.0分),A.颈外动脉，穿棘孔入颅中窝  B.面动脉，穿圆孔入颅中窝  C.颈内动脉，穿卵圆孔入颅中窝  D.上颌动脉，穿棘孔入颅中窝  E.颞浅动脉，穿棘孔入颅中窝 ,D.上颌动脉，穿棘孔入颅中窝 
376,7,8,4,8. 面部浅静脉(3.0分),A.全部注入颈外静脉  B.不注入面总静脉  C.借面深静脉与翼丛相交通  D.有静脉瓣，一般血液不会逆流至颅内  E.无上述情况 ,C.借面深静脉与翼丛相交通 
377,7,8,4,9. 面神经运动支 (4.0分),A.颞支与颞浅血管伴行  B.颧支与腮腺管伴行  C.颊支与腮腺管伴行  D.下颌缘支与面血管伴行  E.颈支与面动脉伴行 ,C.颊支与腮腺管伴行 
378,7,8,4,10. 耳颞神经 (3.0分),A.穿腮腺上缘，是面神经的分支  B.与颞浅血管伴行，分布与颞区，是颈丛的分支  C.支配枕肌、额肌与颞肌  D.是上颌神经的分支  E.以两根起自下颌神经，围绕脑膜中动脉,E.以两根起自下颌神经，围绕脑膜中动脉
379,7,8,4,11. 眶下神经 (3.0分),A.在眶下缘中点下方1cm处至面部并支配表情肌  B.经眶达面部  C.分布于下颌牙齿和牙龈  D.分支支配翼内肌  E.分支分布于上颌牙齿 ,E.分支分布于上颌牙齿 
380,7,8,4,12. 面神经在腮腺内从后向前经过(3.0分),A.下颌后静脉与颈外动脉的浅面  B.下颌后静脉与颈外动脉之间  C.下颌后静脉与颈外动脉的深面  D.下颌后静脉与颈内动脉之间  E.下颌后静脉与颈内动脉的深面 ,A.下颌后静脉与颈外动脉的浅面 
381,7,8,4,13. 一个原本正常的人，醉酒后意识障碍时出现犯罪行为，应评定为(3.0分),A.部分责任能力                 B.无责任能力  C.视具体情况判定为无责任能力或部分责任能力 D.完全责任能力 E.视具体情况判定为部分责任能力或完全责任能力,D.完全责任能力 E.视具体情况判定为部分责任能力或完全责任能力
382,7,8,4,14. 反社会性人格障碍者出现犯罪行为时应如何评定责任能力  (3.0分),A.其辨认能力削弱，应为部分责任能力 B.尽管其辨认能力削弱，但由于这类人格障碍治疗效果差，且危害大，应评为完全责任能力 C.其辨认能力存在，但从人道主义出发，应评为部分责任能力 D.其辨认能力充分，应评为完全责任能力 E.由于其控制能力削弱，应为部分责任能力,D.其辨认能力充分，应评为完全责任能力
383,7,8,4,15. 甲患抑郁症欲自杀，但无自杀勇气。某晚，甲用事前准备的刀猛刺路人乙胸部，致乙当场死亡。随后，甲向司法机关自首，要求司法机关判处其死刑立即执行。对于甲责任能力的认定，下列哪一选项是正确的？(3.0分),A.抑郁症属于严重精神病，甲没有责任能力，不承担故意杀人罪的责任 B.抑郁症不是严重精神病，但甲的想法表明其没有责任能力，不承担故意杀人罪的责任 C.甲虽患有抑郁症，但具有责任能力，应当承担故意杀人罪的责任 D.甲具有责任能力，但患有抑郁症，应当对其从轻或者减轻处罚,C.甲虽患有抑郁症，但具有责任能力，应当承担故意杀人罪的责任
384,7,8,4,16. 以下有关自杀的危险信号哪一条是正确的 (3.0分),A.表明想自杀的人通常不会自杀 B.由于想自杀的人大多有精神异常，故应及早接受系统的抗精神病药物治疗 C.自杀危机过后，情况转好，自杀的危险性依然存在  D.不能与有自杀可能性的人谈自杀  E.有自杀行为的人都是想死的,C.自杀危机过后，情况转好，自杀的危险性依然存在 
385,7,8,4,17. 单纯型精神分裂症与神经衰弱最主要的鉴别点在于(3.0分),A.自知力 B.病程迁延不愈 C.起病缓慢 D.有幻觉妄想 E.头痛失眠较轻,A.自知力
386,7,8,4,18. 紧张综合征主要见于(3.0分),A.精神分裂症紧张型 B.精神分裂症青春型 C.癔症 D.抑郁症 E.躁狂症,A.精神分裂症紧张型
387,7,8,4,19. 22岁男性，大学二年级学生，近一年来听课发愣，不作笔记，时有自语自笑，动作迟缓，吃一顿饭要一个多小时，病人5天前开始终日卧床，不吃饭，不知上厕所。精神检查：意识清晰，卧床不动不语，针刺其身体无反应，肌张力增高，令病人张嘴，反把嘴闭得更紧，把病人肢体摆成不舒服的姿势，可以保持很久不变，躯体及神经系统检查无异常。病人不具备下列哪一项症状  (3.0分),A.情绪低落 B.木僵 C.蜡样屈曲 D.违拗 E.情感淡漠,A.情绪低落
388,7,8,4,20. 关于精神分裂症的临床表现，下列不正确的是(3.0分),A.原发性妄想是精神分裂症的特征性症状 B.精神分裂症的自知力一般都受损 C.可有人格解体 D.急性阶段以思维贫乏、情感淡漠，意志缺乏为主 E.妄想内容以关系妄想、被害和影响妄想最常见,D.急性阶段以思维贫乏、情感淡漠，意志缺乏为主
389,7,8,4,21. 精神分裂症的特征性症状 (3.0分),A.失眠 B.注意力不集中 C.意识范围缩小 D.被洞悉感 E.遗忘,D.被洞悉感
390,7,8,4,22. 单纯型精神分裂症与神经衰弱最主要的鉴别点在于(3.0分),A.病程迁延 B.无自知力 C.起病缓慢 D.有幻觉妄想 E.头痛失眠较轻,B.无自知力
391,7,8,4,23. 23岁，男性，三月前起病，说话语无伦次，常自言自语，说自己是神仙，是伟人，对异性有非分之想，攻击亲人。查：意识清晰，兴奋躁动，思维破碎，内容离奇，难以理解，认为门外有人要杀他，有一台电脑在影响他的大脑，使大脑在不停地转。躯体及神经系统检查未见著征，该患诊断  (3.0分),A.躁狂症 B.抑郁症 C.精神分裂症 D.心因性精神障碍 E.神经症,C.精神分裂症
392,7,8,4,24. 24岁，女性，病程6年，说有人要害她，常自笑，好追求异性，有时打人摔东西，话多内容凌乱。精神检查：意识清晰，兴奋多语，思维松弛，欣快，主动接触异性，有被害妄想及非系统性妄想，活动增多而无目的性，躯体及神经系统检查未见著征，该患者诊断为(3.0分),A.精神分裂症 B.情感障碍（躁狂型） C.脑器质性精神障碍 D.人格障碍 E.躯体疾病所致精神障碍 ,A.精神分裂症
393,7,8,4,25. 精神分裂症的幻想以（ ）最多见 (3.0分),A.听幻觉 B.视幻觉 C.嗅幻觉 D.触幻觉,A.听幻觉
394,7,8,4,26. 关于精神分裂症的临床表现，下列不正确的是(3.0分),A.原发性妄想是精神分裂症的特征性症状 B.精神分裂症的自知力一般都受损 C.可有人格解体 D.急性阶段以思维贫乏、情感淡漠，意志缺乏为主 E.妄想内容以关系妄想、被害和影响妄想最常见,D.急性阶段以思维贫乏、情感淡漠，意志缺乏为主
395,7,8,4,27. 在精神分裂症的病因学研究中，目前认为最重要的因素是(3.0分),A.遗传因素  B.环境因素  C.生化因素  D.脑萎缩  E.精神因素,A.遗传因素 
396,7,8,4,28. 情绪不包括： (3.0分),A.爱 B.恨 C.恐惧 D.知觉,D.知觉
397,7,8,4,29. 下列人物的情绪中，属于积极情绪的有 ①当听到申奥成功的消息后，小李激动地跳了起来 ②在小刚最困难的时候得到帮助，小刚感动得哭了 ③家庭的突然变故使小康整天沉浸在悲痛之中 ④观众的掌声使演员备受鼓舞，演出取得圆满成功(3.0分),A.②③④     B.①②③      C.①③④     D.①②④,D.①②④
398,7,8,4,30. 边缘叶不包括 (3.0分),A.海马 B.围绕胼胝体的皮层 C.新皮层,C.新皮层
399,7,8,4,31. 杏仁核主要与哪种情绪有关(3.0分),A.高兴 B. 爱 C. 恨  D. 恐惧,D. 恐惧
400,7,8,4,32. 与攻击首要相关的脑区是(3.0分),A.下丘脑 B.海马 C. 杏仁核  D.新皮层,A.下丘脑
401,7,8,4,33. 参与攻击的主要神经递质是 (3.0分),A.GABA  B.5-羟色胺  C.谷氨酸 D. 乙酰胆碱,B.5-羟色胺 
718,8,8,4,1. 与枕动脉伴行并分布于枕区头皮的神经是 (3.0分),A.枕小神经  B.枕下神经  C.枕大神经 D.第3颈神经 E.耳颞神经 ,C.枕大神经
719,8,8,4,2. 以下关于面部浅静脉血引流，正确的是(3.0分),A.引流形成面静脉注入颈外静脉  B.面部静脉血不与颅内想交通  C.面静脉借面深静脉与翼丛相交通  D.面静脉有静脉瓣，一般血液不会逆流至颅内  E.无上述情况 ,C.面静脉借面深静脉与翼丛相交通 
720,8,8,4,3. 关于面神经的描述，错误的是 (3.0分),A.由茎乳孔出颅，穿过腮腺  B.呈扇型分为5组分支  C.颊支与腮腺管伴行  D.下颌缘支与面血管伴行  E.颞支在耳屏前、腮腺上缘穿出,D.下颌缘支与面血管伴行 
721,8,8,4,4. 耳颞神经 (3.0分),A.是面神经的分支，从腮腺上缘穿出  B.是颈丛的分支，分布于颞区  C.支配枕肌、额肌与颞肌  D.是下颌神经的分支，分布于颞区皮肤  E.以两根起自上颌神经，围绕脑膜中动脉 ,D.是下颌神经的分支，分布于颞区皮肤 
722,8,8,4,5. 面神经在腮腺内从后向前经过 (3.0分),A.下颌后静脉与颈外动脉的浅面  B.下颌后静脉与颈外动脉之间  C.下颌后静脉与颈外动脉的深面  D.下颌后静脉与颈内动脉之间  E.下颌后静脉与颈内动脉的深面 ,A.下颌后静脉与颈外动脉的浅面 
723,8,8,4,6. 从后向前横行穿过腮腺的结构是(3.0分),A.颈外动脉  B.耳颞神经  C.腮腺管  D.下牙槽神经  E.面神经 ,E.面神经 
724,8,8,4,7. 以下关于面神经运动支的描述，正确的是 (3.0分),A.颊支支配颊肌和颏肌  B.颈支支配颈阔肌  C.颞支支配枕额肌和全部眼轮匝肌  D.下颌缘支沿下颌骨上缘前行  E.颧支支配颧肌和颊肌 ,B.颈支支配颈阔肌 
725,8,8,4,8. 不参与"腮腺床"的结构有 (3.0分),A.面后静脉和颈外动脉  B.茎突诸肌  C.IX、X、XI、XII对脑神经  D.颈内动脉  E.颈内静脉 ,A.面后静脉和颈外动脉 
726,8,8,4,9. 腮腺管(3.0分),A.由腮腺深部的前缘发出  B.穿颊肌，开口于上颌第二磨牙相对处的颊粘膜  C.穿咬肌，开口于上颌第三磨牙相对处的颊粘膜 D.用力咬合时，在咬肌后缘可以触及腮腺管  E.与颧弓的位置关系是位于颧弓上一横指 ,B.穿颊肌，开口于上颌第二磨牙相对处的颊粘膜 
727,8,8,4,10. 腮腺鞘（腮腺囊）(3.0分),A.为颈深筋膜向上的延续  B.浅层致密，深层薄弱 C.深入腮腺实质，将其分隔成许多小叶  D.向前续于咬肌筋膜  E.以上都对,E.以上都对
728,8,8,4,11. 一个原本正常的人，醉酒后意识障碍时出现犯罪行为，应评定为(3.0分),A.部分责任能力                 B.无责任能力  C.视具体情况判定为无责任能力或部分责任能力 D.完全责任能力 E.视具体情况判定为部分责任能力或完全责任能力,D.完全责任能力
729,8,8,4,12. 反社会性人格障碍者出现犯罪行为时应如何评定责任能力(3.0分),A.其辨认能力削弱，应为部分责任能力 B.尽管其辨认能力削弱，但由于这类人格障碍治疗效果差，且危害大，应评为完全责任能力 C.其辨认能力存在，但从人道主义出发，应评为部分责任能力 D.其辨认能力充分，应评为完全责任能力 E.由于其控制能力削弱，应为部分责任能力,D.其辨认能力充分，应评为完全责任能力
730,8,8,4,13. 以下有关自杀的危险信号哪一条是正确的(3.0分),A.表明想自杀的人通常不会自杀 B.由于想自杀的人大多有精神异常，故应及早接受系统的抗精神病药物治疗 C.自杀危机过后，情况转好，自杀的危险性依然存在  D.不能与有自杀可能性的人谈自杀  E.有自杀行为的人都是想死的,C.自杀危机过后，情况转好，自杀的危险性依然存在 
731,8,8,4,14. 自杀意念是指(3.0分),"A.有寻死的愿望, 但没有采取任何实际行动 B.有意毁灭自我的行动, 但并未导致死亡 C.采取有意毁灭自我的行为, 并导致了死亡 D.有意或故意伤害自己生命的行为 E.反映死亡愿望并不强烈的一种行为","A.有寻死的愿望, 但没有采取任何实际行动"
732,8,8,4,15. 辨认能力缺乏表现有(3.0分),A.行为的动机、目的荒谬离奇 B.曲解行为的违法性质 C.对行为的后果缺乏认识 D.现实检验能力缺乏 E.以上都是,E.以上都是
733,8,8,4,16. 精神分裂症的特征性症状(3.0分),A.失眠  B.注意力不集中 C.意识范围缩小 D.被洞悉感 E.遗忘,D.被洞悉感
734,8,8,4,17. 单纯型精神分裂症与神经衰弱最主要的鉴别点在于 (3.0分),A.自知力 B.病程迁延不 愈 C.起病缓慢 D.有幻觉妄想 E.头痛失眠较轻,A.自知力
735,8,8,4,18. 22岁男性，大学二年级学生，近一年来听课发愣，不作笔记，时有自语自笑，动作迟缓，吃一顿饭要一个多小时，病人5天前开始终日卧床，不吃饭，不知上厕所。精神检查：意识清晰，卧床不动不语，针刺其身体无反应，肌张力增高，令病人张嘴，反把嘴闭得更紧，把病人肢体摆成不舒服的姿势，可以保持很久不变，躯体及神经系统检查无异常。病人不具备下列哪一项症状(3.0分),A.情绪低落 B.木僵 C.蜡样屈曲 D.违拗 E.情感淡漠,A.情绪低落
736,8,8,4,19. 关于精神分裂症的临床表现，下列不正确的是(3.0分),A.原发性妄想是精神分裂症的特征性症状 B.精神分裂症的自知力一般都受损 C.可有人格解体 D.急性阶段以思维贫乏、情感淡漠，意志缺乏为主 E.妄想内容以关系妄想、被害和影响妄想最常见,D.急性阶段以思维贫乏、情感淡漠，意志缺乏为主
737,8,8,4,20. 精神分裂症急性期患者认为同事要害自己而将同事砍伤，该患者的刑事责任作何判定 (3.0分),A.完全刑事责任能力 B.部分刑事责任能力 C.无刑事责任能力,C.无刑事责任能力
738,8,8,4,21. 情绪不包括(3.0分),A.爱 B.恨 C.恐惧 D.知觉,D.知觉
739,8,8,4,22. 下列人物的情绪中，属于积极情绪的有 ①当听到申奥成功的消息后，小李激动地跳了起来 ②在小刚最困难的时候得到帮助，小刚感动得哭了 ③家庭的突然变故使小康整天沉浸在悲痛之中 ④观众的掌声使演员备受鼓舞，演出取得圆满成功(3.0分),A.②③④     B.①②③      C.①③④     D.①②④,D.①②④
740,8,8,4,23. 杏仁核主要与哪种情绪有关(3.0分),A.高兴 B.爱 C.恨  D.恐惧,D.恐惧
741,8,8,4,24. 与攻击首要相关的脑区是(3.0分),A.下丘脑 B.海马 C.杏仁核  D.新皮层,A.下丘脑
742,8,8,4,25. 参与攻击的主要神经递质是(3.0分),A.GABA  B.5-羟色胺  C.谷氨酸 D. 乙酰胆碱,B.5-羟色胺 
743,8,8,4,26. 精神分裂症的发病属于：(3.0分),A.常染色体显性遗传病 B.常染色体隐性遗传病 C.染色体病 D.多基因遗传病 E.体细胞遗传病,D.多基因遗传病
744,8,8,4,27. 精神分裂症的特征性症状(3.0分),A.失眠 B.注意力不集中 C.意识范围缩小 D.被洞悉感 E.遗忘,D.被洞悉感
745,8,8,4,28. 单纯型精神分裂症与神经衰弱最主要的鉴别点在于(3.0分),A.病程迁延 B.无自知力 C.起病缓慢 D.有幻觉妄想 E.头痛失眠较轻,B.无自知力
746,8,8,4,29. 23岁，男性，三月前起病，说话语无伦次，常自言自语，说自己是神仙，是伟人，对异性有非分之想，攻击亲人。查：意识清晰，兴奋躁动，思维破碎，内容离奇，难以理解，认为门外有人要杀他，有一台电脑在影响他的大脑，使大脑在不停地转。躯体及神经系统检查未见著征，该患诊断(3.0分),A.躁狂症 B.抑郁症 C.精神分裂症 D.心因性精神障碍 E.神经症,C.精神分裂症
747,8,8,4,30. 24岁，女性，病程6年，说有人要害她，常自笑，好追求异性，有时打人摔东西，话多内容凌乱。精神检查：意识清晰，兴奋多语，思维松弛，欣快，主动接触异性，有被害妄想及非系统性妄想，活动增多而无目的性，躯体及神经系统检查未见著征，该患者诊断为(3.0分),A.精神分裂症 B.情感障碍（躁狂型） C.脑器质性精神障碍 D.人格障碍 E.躯体疾病所致精神障碍 ,A.精神分裂症
748,8,8,4,31. 精神分裂症的幻想以（）最多见 (3.0分),A.听幻觉 B.视幻觉 C.嗅幻觉 D.触幻觉,A.听幻觉
749,8,8,4,32. 在精神分裂症的病因学研究中，目前认为最重要的因素是(3.0分),A.遗传因素 B.环境因素  C.生化因素  D.脑萎缩  E.精神因素,A.遗传因素
750,8,8,4,33. 主要的情绪学说有(多选)(4.0分),A.James-Lange  B.Cannon-Bard C.Cats-Nether,A.James-Lange  B.Cannon-Bard
1033,9,8,4,1. 精神分裂症的特征性症状(3.0分),A.失眠  B.注意力不集中  C.意识范围缩小 D.被洞悉感 E.遗忘,D.被洞悉感
1034,9,8,4,2. 单纯型精神分裂症与神经衰弱最主要的鉴别点在于(3.0分),A.自知力 B.病程迁延不 愈 C.起病缓慢 D.有幻觉妄想 E.头痛失眠较轻,A.自知力
1035,9,8,4,3. 紧张综合征主要见于(3.0分),A.精神分裂症紧张型 B.精神分裂症青春型 C.癔症 D.抑郁症 E.躁狂症,A.精神分裂症紧张型
1036,9,8,4,4. 关于精神分裂症的临床表现，下列不正确的是(4.0分),A.原发性妄想是精神分裂症的特征性症状 B.精神分裂症的自知力一般都受损 C.可有人格解体 D.急性阶段以思维贫乏、情感淡漠，意志缺乏为主 E.妄想内容以关系妄想、被害和影响妄想最常见,D.急性阶段以思维贫乏、情感淡漠，意志缺乏为主
1037,9,8,4,5. 精神分裂症急性期患者认为同事要害自己而将同事砍伤，该患者的刑事责任作何判定(3.0分),A.完全刑事责任能力 B.部分刑事责任能力 C.无刑事责任能力,C.无刑事责任能力
1038,9,8,4,6. James-Lange理论认为生理反应先于情绪体验。例如:当我们遭遇危险，看到一只熊。首先的反应是跑，然后当人开始意识到自己的肌体反应时，才感到了害怕。而Cannon-Bard理论认为情绪体验和生理变化是(3.0分),A.情绪体验先于生理反应  B. 两者同时发生 C.视不同情况，AB都有,B. 两者同时发生
