,grade,module,week,question_stem,choice,answer
49,6,7,2,16. ABI是指(3.0分),A.踝动脉收缩压/肱动脉收缩压   B.踝动脉舒张压/肱动脉舒张压 C.上肢动脉收缩压/下肢动脉收缩压 D.上肢动脉舒张压/下肢动脉舒张压,A.踝动脉收缩压/肱动脉收缩压  
50,6,7,2,17. 单纯性下肢浅静脉曲张最适宜的手术方法:(3.0分),A.大隐静脉高位结扎术 B.大隐静脉高位结扎+交通静脉结扎术     C.大隐静脉抽剥术 D.大隐静脉高位结扎抽剥术 E.大隐静脉高位结扎抽剥+股浅静脉瓣膜修复术,D.大隐静脉高位结扎抽剥术
51,6,7,2,18. Prazosin的特点之一是 (3.0分),A.阻断去甲肾上腺素能神经突触前α2受体，减少去甲肾上腺素释放 B.首次给药后部分病人可出现体位性低血压（首剂效应） C.降压时明显增快心率 D.可明显减少血中的高密度脂蛋白（HDL） E.口服后生物利用度很低，应当注射给药,B.首次给药后部分病人可出现体位性低血压（首剂效应）
52,6,7,2,19. 深静脉血栓形成后预防肺栓塞的最好方法：(3.0分),A.积极抗凝治疗   B.积极手术取栓治疗 C.积极溶栓治疗 D.放置下腔静脉滤器 E.抬高患肢穿弹力袜,D.放置下腔静脉滤器
53,6,7,2,20. 18.下肢静脉曲张溃疡好发的部位：(3.0分),A.内踝区  B.小腿内侧 C.外踝区 D.足背区 E.小腿外侧 ,A.内踝区 
54,6,7,2,21. 缓进型高血压，大动脉常合并下列哪种病变？(3.0分),A.增生性动脉内膜炎 B.血管壁的纤维蛋白样坏死 C.管壁透明变性  D.内膜粥样斑块形成 E.管壁粘液样变性,D.内膜粥样斑块形成
55,6,7,2,22. 下列哪项是不正确的：(3.0分),A.Trendelenburg试验检查浅静脉瓣膜功能    B.逆行性静脉造影大于2级提示深静脉瓣膜功能不全 C.原发性深静脉瓣膜功能不全应行瓣膜成形手术 D.急性深静脉血栓形成时D二聚体浓度应正常 E.鼓励足下肢活动有助于预防深静脉血栓形成,D.急性深静脉血栓形成时D二聚体浓度应正常
56,6,7,2,23. 高血压性心脏病代偿期的主要特征是(3.0分),A.左心室向心性肥大  B.弥漫性心肌纤维化  C.左心房扩张 D.左心室扩张  E.右心室肥大,A.左心室向心性肥大 
57,6,7,2,24. 下肢动脉硬化闭塞症（ASO）和血栓闭塞性脉管炎(TAO)的鉴别不正确的是：(3.0分),A.TAO常见40岁以下吸烟男性  B.TAO主要累及四肢的中小动脉  C.ASO患者常合并高血压、高血脂 D.TAO患者Buerger试验阳性而ASO患者阴性  ,D.TAO患者Buerger试验阳性而ASO患者阴性  
58,6,7,2,25. 长期使用利尿药的降压机制是(3.0分),A.减少血管平滑肌细胞内Na+  B.降低血浆肾素活性  C.增加血浆肾素活性  D.排Na+、利尿，血容量减少  E.抑制醛固酮的分泌 ,A.减少血管平滑肌细胞内Na+ 
59,6,7,2,26. 对高肾素型高血压病疗效较好的是 (3.0分),A.Captopril B.Hydralazine（肼屈嗪） C.Reserpine（利血平） D.Nitrendipine（尼群地平） E.Diazoxide（二氮嗪）,A.Captopril
60,6,7,2,27. 下列疾病中，不伴有血压升高的疾病是(3.0分),A.肾盂肾炎 B.慢性肾小球肾炎 C.肥厚性心肌病 D.嗜铬细胞瘤 E.原发性醛固酮增多症,C.肥厚性心肌病
61,6,7,2,28. The most frequently affected valve in rheumatic endocarditis is: (3.0分),A.tricuspid valve B.pulmonic valve alone C.aortic valve alone D.mitral and aortic valves together E.mitral valve alone ,A.tricuspid valve
62,6,7,2,29. Foamy cells in atherosclerosis are derived from: (3.0分),A.endothelial cells B.smooth muscle cells C.lipid cells D.neutrophil  E.fibroblasts,B.smooth muscle cells
63,6,7,2,30. 某人嗜酒如命，不料在一次体检中发现自己患了高血压，还有左心室肥厚，他惊恐万分，到处找大夫开药，请问他最好应服用哪类药(3.0分),A.神经节阻断药  B.中枢性降压药  C.利尿药  D.钙拮抗剂  E.血管紧张素转换酶抑制剂 ,E.血管紧张素转换酶抑制剂 
64,6,7,2,31. The most obvious change of fatty streak in atherosclerosis is:(3.0分),A.mural thrombosis B.crystal of cholesterol C.endothelial proliferation D.foamy cell aggregation E.focal calcification,D.foamy cell aggregation
65,6,7,2,32. 对于血栓闭塞性脉管炎的患者，在生活方式上应(3.0分),A.低盐饮食  B.低脂饮食  C.戒烟 D.减轻体重,C.戒烟
66,6,7,2,33. 在长期用药过程中，突然停药易引起严重高血压，这种药是(3.0分),A.Hydralazine（肼屈嗪）  B.Prazosin(哌唑嗪)  C.Amlodipine (氨氯地平)  D.Propranolol  E.Indapamide (吲达帕胺),D.Propranolol 
329,7,7,2,1. 高血压病脑出血最常见的部位是(2.5分),A.小脑 B.延脑 C.丘脑 D.桥脑 E.基底核,E.基底核
330,7,7,2,"2. 关于风湿小体的描述, 下列哪项不正确? (2.5分)",A.小体多呈梭形 B.主要由阿少夫细胞组成 C.中央常有干酪样坏死 D.有淋巴细胞浸润 E.最后纤维化,C.中央常有干酪样坏死
331,7,7,2,3. 动脉粥样硬化主要累及：(2.5分),A.细动脉 B.中动脉和细动脉 C.小动脉 D.大动脉和中动脉 E.微动脉,D.大动脉和中动脉
332,7,7,2,4. 双侧肾脏体积缩小，表面细颗粒状，见于：(2.5分),A.高血压病第三期 B.肾动脉粥样硬化 C.多发性肾梗死 D.慢性肾盂肾炎 E.肾结核,A.高血压病第三期
333,7,7,2,5. The most obvious change of fatty streak in atherosclerosis is:(2.5分),A.mural thrombosis B.endothelial proliferation C.crystal of cholesterol D.foamy cell aggregation E.focal calcification,D.foamy cell aggregation
334,7,7,2,6. 动脉导管形成解剖上关闭的年龄，约80%婴儿于生后 (2.5分),A.3个月 B.6个月 C.9个月 D.12个月 E.18个月,A.3个月
335,7,7,2,7. 先天性心脏畸形形成的主要时期是在心脏胚胎发育的(2.5分),A.第1～2周 B.第2～4周 C.第2～8周 D.第4～8周 E.第8～16周,C.第2～8周
336,7,7,2,8. 女孩，3个月。体检发现胸骨左缘第2～3肋间有Ⅱ～Ⅲ级收缩期杂音。经超声心动图证实为房间隔缺损。下列哪项描述不正确(2.5分),A.右心房压力大于左心房 B.右心血流量多 C.肺循环血流量增多 D.体循环血流量减少 E.右心室压力增高,A.右心房压力大于左心房
337,7,7,2,9. 患儿1个月，出生后体检发现左侧心前区有Ⅲ～Ⅳ级收缩期粗糙杂音，后经检查确诊为室间隔缺损。该缺损可能自然闭合的时间最迟发生于(2.5分),A.生后4个月内 B.生后6个月内 C.生后8个月内 D.生后10个月内 E.5岁以下,E.5岁以下
338,7,7,2,10. 肺动脉瓣区第2音减弱，下列最可能的诊断为(2.5分),A.房间隔缺损 B.室间隔缺损 C.动脉导管未闭 D.法洛四联症 E.风湿性心脏病,D.法洛四联症
339,7,7,2,11. 存活的紫绀型先天性心脏病中最为常见的是哪种(2.5分),A.房间隔缺损 B.室间隔缺损 C.动脉导管未闭 D.肺动脉瓣狭窄 E.法洛四联症,E.法洛四联症
340,7,7,2,12. 下列哪一种先心病会形成代偿性支气管动脉侧支循环(2.5分),A.Roger病 B.法洛四联症 C.房间隔缺损 D.室间隔缺损 E.动脉导管未闭,B.法洛四联症
341,7,7,2,13. 下列哪一项表现不符合动脉导管未闭(2.5分),A.胸骨左缘上方连续性"机器"样杂音 B.X线正位片检查示主动脉结缩小 C.右心导管检查示肺动脉血氧含量高于右心室 D.水冲脉、指甲床毛细血管搏动 E.合并肺高压时可出现下半身青紫,B.X线正位片检查示主动脉结缩小
342,7,7,2,14. 关于房间隔缺损，下述哪项是错误的(2.5分),A.胸骨左缘下部可听到舒张期杂音 B.肺动脉第二音亢进，固定分裂 C.胸部X线见主动脉影增大 D.小儿时期出现肺动脉高压者少见 E.心电图多见不完全性右束支传导阻滞,C.胸部X线见主动脉影增大
343,7,7,2,15. 关于室间隔缺损下列项是不正确的(2.5分),A.大型缺损伴有明显肺动脉高压，出现青紫，此时心脏杂音较轻但肺动脉第2音亢进 B.可形成梗阻型肺动脉高压 C.有时因扩张的肺动脉压迫喉返神经，可引起声音嘶哑 D.分流量大，易导致充血性心力衰竭 E.不管缺损大小均有症状,E.不管缺损大小均有症状
344,7,7,2,16. Perthes试验检查的目的是：(2.5分),A.检查隐股静脉瓣膜功能 B.检查深静脉瓣膜功能 C.检查穿通静脉瓣膜功能 D.检查浅静脉通畅 E.检查深静脉通畅 ,E.检查深静脉通畅 
345,7,7,2,17. 深静脉血栓形成后预防肺栓塞的最好方法：(2.5分),A.放置下腔静脉滤器 B.积极溶栓治疗 C.积极抗凝治疗   D.积极手术取栓治疗 E.抬高患肢穿弹力袜,A.放置下腔静脉滤器
346,7,7,2,18. 下列哪项是急性深静脉血栓形成手术取栓指证：(2.5分),A.患肢明显肿胀 B.患肢股三角明显压痛 C.患肢出现散在小水泡      D.患肢出现青紫皮温冷 E.患者出现肺栓塞,D.患肢出现青紫皮温冷
347,7,7,2,19. 诊断下肢原发性深静脉瓣膜功能不全最重要的依据：(2.5分),A.容积描记 B.多普勒超声检测 C.静脉压测定 D.顺行性静脉造影 E.逆行性静脉造影 ,E.逆行性静脉造影 
348,7,7,2,20. 下肢动脉闭塞性疾病，最常见的病因是：(2.5分),A.动脉硬化 B.大动脉炎 C.肌纤维发育不良 D.血栓闭塞性脉管炎 ,A.动脉硬化
349,7,7,2,21. 下肢动脉硬化闭塞症的外科治疗指征不包括：(2.5分),A.轻度间歇性跛行 B.静息痛    C.肢体溃疡或坏疽 D.严重影响生活质量的跛行            E.                                            ,A.轻度间歇性跛行
350,7,7,2,22. Buerger试验是：(2.5分),"A.患者平卧位，下肢抬高45度持续3分钟，足部苍白，麻木疼痛为阳性 B.患者平卧位，下肢抬高45度持续5分钟，足部苍白，麻木疼痛为阳性 C.患者坐位，下肢下垂3分钟，足部苍白，麻木疼痛为阳性 D.患者坐位，下肢下垂5分钟，足部苍白,足背动脉波动消失为阳性",A.患者平卧位，下肢抬高45度持续3分钟，足部苍白，麻木疼痛为阳性
351,7,7,2,23. 下肢动脉硬化性闭塞症的易患因素不包括(2.5分),A.糖尿病 B.高血压 C.高血脂 D.自身免疫因素,D.自身免疫因素
352,7,7,2,24. 下肢动脉硬化性闭塞症首选的检查方法是：(2.5分),A.血管彩超  B.MRA C.DSA D.ABI,B.MRA
353,7,7,2,25. 对于血栓闭塞性脉管炎的患者，在生活方式上应(2.5分),A.低盐饮食 B.戒烟 C.低脂饮食 D.减轻体重,B.戒烟
354,7,7,2,26. Prazosin的特点之一是 (2.5分),A.阻断去甲肾上腺素能神经突触前α2受体，减少去甲肾上腺素释放 B.降压时明显增快心率 C.首次给药后部分病人可出现体位性低血压（首剂效应） D.可明显减少血中的高密度脂蛋白（HDL） E.口服后生物利用度很低，应当注射给药,C.首次给药后部分病人可出现体位性低血压（首剂效应）
355,7,7,2,27. 降压时出现心率加快、心输出量增加和肾素活性增高的药物是(2.5分),A.Enalapril (依那普利)  B.Clonidine  C.Prazosin(哌唑嗪)   D.Nifedipine E.Propranolol ,D.Nifedipine
356,7,7,2,28. 下列有关nitroprusside sodium（硝普钠）的叙述中，哪一项是错误的？ (2.5分),A.具有快速而持久的降压作用 B.可用于难治性心衰的治疗 C.无快速耐受性 D.对于小动脉和小静脉有同样的舒张作用 E.能抑制血管平滑肌细胞外的钙离子向细胞内转运,A.具有快速而持久的降压作用
357,7,7,2,29. 有关AT1受体拮抗剂losartan不良反应的叙述，错误的是 (2.5分),A.避免与补钾药合用 B.对血中脂质及葡萄糖含量无影响   C.不引起直立性低血压 D.刺激性干咳 E.禁用于肾动脉狭窄者,D.刺激性干咳
358,7,7,2,30. 高血压合并窦性心动过速的年轻患者宜首选何种抗高血压药(2.5分),A.Nitroprusside sodium（硝普钠） B.Methyldopra(甲基多巴)  C.Propranolol  D.Clonidine (可乐定) E. Losartan,C.Propranolol 
359,7,7,2,31. 抗高血压药物中易引起踝关节水肿的是？(2.5分),A.Hydrochlorothiazide  B.Nifedipine  C.Guanethidine（胍乙啶）  D.Clonidine (可乐定) E.Nitroprusside sodium（硝普钠）,B.Nifedipine 
360,7,7,2,32. 某人嗜酒如命，不料在一次体检中发现自己患了高血压，还有左心室肥厚，他惊恐万分，到处找大夫开药，请问他最好应服用哪类药(2.5分),A.钙拮抗剂  B.利尿药  C.神经节阻断药  D.中枢性降压药  E.血管紧张素转换酶抑制剂 ,E.血管紧张素转换酶抑制剂 
361,7,7,2,33. Captopril 的抗高血压作用机制是 (2.5分),A.抑制肾素活性 B.抑制血管紧张素转化酶的活性 C.抑制β-羟化酶的活性 D.抑制血管紧张素I的生成  E.阻断血管紧张素Ⅱ受体,B.抑制血管紧张素转化酶的活性
362,7,7,2,34. 氢氯噻嗪长期应用的降压机制是(2.5分),A.排Na+、利尿，血容量减少  B.降低血浆肾素活性  C.增加血浆肾素活性  D.减少血管平滑肌细胞内Na+  E.抑制醛固酮的分泌 ,D.减少血管平滑肌细胞内Na+ 
363,7,7,2,35. 缓进型高血压，大动脉常合并下列哪种病变？(2.5分),A.管壁透明变性  B.血管壁的纤维蛋白样坏死 C.增生性动脉内膜炎 D.内膜粥样斑块形成 E.管壁粘液样变性,D.内膜粥样斑块形成
364,7,7,2,36. 关于高血压的记述中，下列哪一项是错误的？(2.5分),A.常引起下肢坏疽  B.恶性高血压可见到细动脉纤维蛋白样坏死 C.晚期引起颗粒性固缩肾 D.脑出血是本病的主要致死原因 E.常引起左心室肥大,A.常引起下肢坏疽 
365,7,7,2,37. 高血压时左心室壁肌肥厚是属于下列哪一种？(2.5分),A.再生 B.化生 C.代偿 D.增生 E.肉芽组织,D.增生
366,7,7,2,38. 下列对原发性高血压肾脏病变描写错误的是(2.5分),A.部分肾小球肥大，所属肾小管扩张 B.部分肾小球纤维化，所属肾小管萎缩 C.入球细动脉玻璃样变性 D.间质结缔组织增生，淋巴细胞浸润 E.肾小球囊内形成大量新月体,E.肾小球囊内形成大量新月体
367,7,7,2,39. 二尖瓣关闭不全与单纯二尖瓣狭窄的主要区别是：(2.5分),A.左心室肥大扩张 B.左心房肥大扩张 C.右心室肥大扩张 D.右心房肥大扩张 E.二者无区别,A.左心室肥大扩张
368,7,7,2,40. 双侧肾脏体积缩小，表面细颗粒状，见于：(2.5分),A.高血压病第三期  B.肾动脉粥样硬化 C.多发性肾梗死 D.慢性肾盂肾炎 E.肾结核,A.高血压病第三期 
640,8,7,2,1. 下列哪两种降压药物的联合不合适？ (3.0分),A.ARB+噻嗪类利尿剂 B.β受体阻滞剂+钙拮抗剂 C.钙拮抗剂+ACEI D.钙拮抗剂+噻嗪类利尿剂 E.β受体阻滞剂+噻嗪类利尿剂,E.β受体阻滞剂+噻嗪类利尿剂
641,8,7,2,2. 在考虑高血压患者心血管危险分层时，下列哪种情况属于靶器官损害？ (3.0分),A.糖尿病 B.高脂血症 C.微量白蛋白尿 D.  腹型肥胖 E.抽烟,C.微量白蛋白尿
642,8,7,2,3. 高血压合并窦性心动过速的年轻患者宜首选何种抗高血压药 (3.0分),A.Nitroprusside sodium（硝普钠） B.Methyldopra(甲基多巴)  C.Propranolol  D.Clonidine (可乐定) E.Losartan,C.Propranolol 
643,8,7,2,4. 长期使用利尿药的降压机制是 (3.0分),A.排Na+、利尿，血容量减少  B.降低血浆肾素活性  C.增加血浆肾素活性  D.减少血管平滑肌细胞内Na+  E.抑制醛固酮的分泌 ,D.减少血管平滑肌细胞内Na+ 
644,8,7,2,5. 抗高血压药物中易引起踝关节水肿的是？(3.0分),A.Hydrochlorothiazide  B.Nifedipine  C.Guanethidine（胍乙啶）  D.Clonidine (可乐定) E.Nitroprusside sodium（硝普钠） ,B.Nifedipine 
645,8,7,2,6. 某人嗜酒如命，不料在一次体检中发现自己患了高血压，还有左心室肥厚，他惊恐万分，到处找大夫开药，请问他最好应服用哪类药(3.0分),A.钙拮抗剂  B.利尿药  C.神经节阻断药  D.中枢性降压药  E.血管紧张素转换酶抑制剂 ,E.血管紧张素转换酶抑制剂 
646,8,7,2,7. Captopril 的抗高血压作用机制是 (3.0分),A.抑制肾素活性 B.抑制血管紧张素I转化酶Ⅰ的活性 C.抑制β-羟化酶的活性 D.抑制血管紧张素I的生成  E.阻断血管紧张素Ⅱ受体,B.抑制血管紧张素I转化酶Ⅰ的活性
647,8,7,2,8. 对高肾素型高血压病疗效较好的是 (3.0分),A.Captopril B.Reserpine（利血平） C.Hydralazine（肼屈嗪） D.Nitrendipine（尼群地平） E.Diazoxide（二氮嗪）,A.Captopril
648,8,7,2,9. Prazosin的特点之一是 (3.0分),A.阻断去甲肾上腺素能神经突触前α2受体，减少去甲肾上腺素释放 B.降压时明显增快心率 C.首次给药后部分病人可出现体位性低血压（首剂效应） D.可明显减少血中的高密度脂蛋白（HDL） E.口服后生物利用度很低，应当注射给药,C.首次给药后部分病人可出现体位性低血压（首剂效应）
649,8,7,2,10. 降压时出现心率加快、心输出量增加和肾素活性增高的药物是(3.0分),A.Enalapril (依那普利)  B.Clonidine  C.Prazosin(哌唑嗪)   D.Nifedipine E.Propranolol ,D.Nifedipine
650,8,7,2,11. Nitroprusside sodium（硝普钠）主要用于 (3.0分),A.高血压危象 B.中度高血压伴肾功能不全 C.重度高血压 D.轻、中度高血压 E.中、重度高血压,A.高血压危象
651,8,7,2,12. 高血压并发肾功能不全者宜选用 (3.0分),A.Mecamylamine（美卡拉明） B.Reserpine（利血平）  C.Captopril  D.Guanethidine（胍乙啶） E.Hydrochlorothiazide ,C.Captopril 
652,8,7,2,13. 下肢动脉闭塞性疾病，最常见的病因是：(3.0分),A.动脉硬化  B.大动脉炎 C.肌纤维发育不良  D.血栓闭塞性脉管炎 ,A.动脉硬化 
653,8,7,2,14. 下肢动脉硬化病塞症的诊断金标准是：(3.0分),A.CTA    B.MRA   C.数字减影动脉造影（DSA）  D.多普勒超声     ,C.数字减影动脉造影（DSA） 
654,8,7,2,15. 下肢动脉硬化闭塞症（ASO）和血栓闭塞性脉管炎(TAO)的鉴别不正确的是：(4.0分),A.ASO患者常合并高血压、高血脂  B.TAO主要累及四肢的中小动脉  C.TAO常见40岁以下吸烟男性  D.TAO患者Buerger试验阳性而ASO患者阴性  ,D.TAO患者Buerger试验阳性而ASO患者阴性  
655,8,7,2,16. ABI是指(3.0分),A.踝动脉收缩压/肱动脉收缩压 B.上肢动脉收缩压/下肢动脉收缩压 C.踝动脉舒张压/肱动脉舒张压 D.上肢动脉舒张压/下肢动脉舒张压,A.踝动脉收缩压/肱动脉收缩压
656,8,7,2,17. 对于血栓闭塞性脉管炎的患者，在生活方式上应(3.0分),A.低盐饮食       B.戒烟      C.低脂饮食      D.减轻体重,B.戒烟     
657,8,7,2,18. 下肢静脉曲张溃疡好发的部位：(3.0分),A.足背区      B.外踝区     C.内踝区    D. 小腿内侧  E.小腿外侧 ,C.内踝区   
658,8,7,2,19. 单纯性下肢浅静脉曲张最适宜的手术方法:(3.0分),A.大隐静脉高位结扎术    B.大隐静脉高位结扎抽剥术   C.大隐静脉抽剥术 D.大隐静脉高位结扎+交通静脉结扎术     E.大隐静脉高位结扎抽剥+股浅静脉瓣膜修复术  ,B.大隐静脉高位结扎抽剥术  
659,8,7,2,20. 关于深静脉血栓形成下列哪项是不正确的：(3.0分),A.盆腔手术是引起的常见原因     B.患肢肿胀疼痛是常见的临床表现    C.肺栓塞是最严重的并发症   D. 治疗应首选手术取栓   E.慢性期以物理疗法为主 ,D. 治疗应首选手术取栓  
660,8,7,2,21. 深静脉血栓形成后预防肺栓塞的最好方法：(3.0分),A.放置下腔静脉滤器    B.积极溶栓治疗  C.积极抗凝治疗   D.积极手术取栓治疗    E.抬高患肢穿弹力袜,A.放置下腔静脉滤器   
661,8,7,2,22. 下列哪项是不正确的：(3.0分),A.Trendelenburg试验检查浅静脉瓣膜功能    B.逆行性静脉造影大于2级提示深静脉瓣膜功能不全 C.急性深静脉血栓形成时D二聚体浓度应正常 D.原发性深静脉瓣膜功能不全应行瓣膜成形手术 E.鼓励足下肢活动有助于预防深静脉血栓形成  ,C.急性深静脉血栓形成时D二聚体浓度应正常
662,8,7,2,23. 与动脉粥样硬化有关的疾病是(3.0分),A.高血压   B.风湿性心脏病  C.扩张性心肌病 D.肥厚性心肌病   E.限制性心肌病,A.高血压  
663,8,7,2,24. 良性高血压时造成血压升高的主要病变是  (3.0分),A.脑细动脉纤维蛋白样坏死     B.颗粒性固缩肾    C.全身细动脉硬化 D.左心室肥大  E.重要器官肌型动脉中膜及内膜增厚,B.颗粒性固缩肾   
664,8,7,2,25. 恶性高血压患者发生尿毒症的主要原因是(3.0分),A.肾小球纤维化 B.肾间质出血 C.肾小动脉增生性动脉内膜炎   D.肾细动脉纤维蛋白样坏死 E.肾小管坏死,D.肾细动脉纤维蛋白样坏死
665,8,7,2,26. 下列疾病中，不伴有血压升高的疾病是(3.0分),A.肥厚性心肌病    B.慢性肾小球肾炎  C.肾盂肾炎 D.嗜铬细胞瘤  E.原发性醛固酮增多症,A.肥厚性心肌病   
666,8,7,2,27. The most obvious change of fatty streak in atherosclerosis is:(3.0分),A.mural thrombosis B.endothelial proliferation C.crystal of cholesterol D.foamy cell aggregation E.focal calcification,D.foamy cell aggregation
667,8,7,2,28. The most frequently affected valve in rheumatic endocarditis is: (3.0分),A.mitral and aortic valves together B.pulmonic valve alone C.aortic valve alone D.tricuspid valve E.mitral valve alone ,E.mitral valve alone 
668,8,7,2,29. Foamy cells in atherosclerosis are derived from: (3.0分),A.endothelial cells B.lipid cells C.smooth muscle cells D. neutrophil  E.fibroblasts,C.smooth muscle cells
669,8,7,2,30. .双侧肾脏体积缩小，表面细颗粒状，见于：(3.0分),A.高血压病第三期  B.肾动脉粥样硬化 C.多发性肾梗死 D.慢性肾盂肾炎 E.肾结核,A.高血压病第三期 
670,8,7,2,31. 在长期用药过程中，突然停药易引起严重高血压，这种药是 (3.0分),A.Propranolol  B.Hydralazine（肼屈嗪）  C.Prazosin(哌唑嗪)  D.Amlodipine (氨氯地平)  E.Indapamide (吲达帕胺) ,A.Propranolol 
671,8,7,2,32. 高血压病脑出血最常见的部位是(3.0分),A.小脑 B.延脑 C.丘脑 D.桥脑 E.基底核,E.基底核
672,8,7,2,"33. 关于风湿小体的描述, 下列哪项不正确? (3.0分)",A.小体多呈梭形 B.主要由阿少夫细胞组成 C..中央常有干酪样坏死   D.有淋巴细胞浸润 E.最后纤维化,C..中央常有干酪样坏死  
959,9,7,2,1. 下列动脉粥样硬化常见病因中不包括(3.0分),A.高脂血症 B.高血压  C.高胆固醇血症  D.吸烟  E.高密度脂蛋白增高,E.高密度脂蛋白增高
960,9,7,2,2. 原发性高血压肾脏病变特点是(3.0分),A.部分肾小球肥大，所属肾小管扩张  B.部分肾小球纤维化，所属肾小管萎缩 C.入球细动脉玻璃样变性     D.间质结缔组织增生，淋巴细胞浸润 E.肾小球囊内形成大量新月体 F.  ,C.入球细动脉玻璃样变性    
961,9,7,2,3. 良性高血压的主要病变特点是 (3.0分),A.脑细动脉纤维蛋白样坏死     B.颗粒性固缩肾     C.全身细小动脉玻璃样变性 D.左心室肥大     E.重要器官肌型动脉中膜及内膜增厚,C.全身细小动脉玻璃样变性
962,9,7,2,4. 恶性高血压患者发生尿毒症的主要原因是 (3.0分),A.肾小球纤维化     B.肾间质出血 C.肾小动脉增生性动脉内膜炎    D.肾细动脉纤维蛋白样坏死 E.肾小管坏死,D.肾细动脉纤维蛋白样坏死
963,9,7,2,5. 高血压脑出血最常见的部位是 (3.0分),A.大脑     B.小脑     C.丘脑     D.桥脑     E.基底节,E.基底节
964,9,7,2,6. 下列哪两种降压药物的联合不被推荐？ (3.0分),A.ARB+噻嗪类利尿剂 B.β受体阻滞剂+钙拮抗剂 C.钙拮抗剂+ACEI D.ARB+ACEI E.β受体阻滞剂+噻嗪类利尿剂,D.ARB+ACEI
965,9,7,2,7. 在考虑高血压患者心血管危险分层时，下列哪种情况属于靶器官损害？ (3.0分),A.糖尿病 B.高脂血症 C.微量白蛋白尿 D.腹型肥胖 E.抽烟,C.微量白蛋白尿
966,9,7,2,8. 如果此患者有支气管哮喘病史，下列哪种降压药物不宜使用？ (3.0分),A.ARB B.β受体阻滞剂 C.噻嗪类利尿剂 D.钙拮抗剂 E.ACEI,B.β受体阻滞剂
