number,grade,module,week,question_stem,choice,correct_answer
51,6,3,2,19. 下列关于一氧化氮对心血管活动调节作用的描述，错误的是(2.5分),A.降低延髓交感缩血管紧张性 B.介导冠脉舒血管效应 C.介导ACh的舒血管效应 D.抑制外周交感末梢释放NA E.阻断NA的缩血管效应,E.阻断NA的缩血管效应
52,6,3,2,20. 副交感舒血管纤维末梢释放的神经递质是(2.5分),A.肾上腺素 B.去甲肾上腺素 C.乙酰胆碱 D.P物质 E.血管活性肠肽,C.乙酰胆碱
53,6,3,2,21. 压力感受性反射的生理意义是(2.5分),A.增加冠脉流量 B.减慢心率 C.降低平均动脉压 D.重新分配各器官血流量 E.稳定快速波动的血压,E.稳定快速波动的血压
54,6,3,2,22. 主动脉和大动脉的弹性贮器作用降低时，动脉血压的变化为(2.5分),A.收缩压升高，舒张压降低 B.收缩压升高，舒张压不变 C.舒张压升高比收缩压升高更明显 D.收缩压升高比舒张压升高更明显 E.收缩压降低，舒张压不变,A.收缩压升高，舒张压降低
55,6,3,2,23. 患者，男性，40岁，反复排小便时晕厥2年，首先考虑为(2.5分),A.体位性低血压晕厥 B.心源性晕厥 C.神经反射性晕厥 D.短暂脑供血不足 E.其他,C.神经反射性晕厥
56,6,3,2,24. 循环系统平均充盈压可反映(2.5分),A.体循环血流量与肺循环血流量之间的关系 B.回心血量与心肌收缩力之间的关系 C.血流量与血流阻力之间的关系 D.血管容积与循环血量之间的关系 E.动脉血压与静脉血压之间的关系,D.血管容积与循环血量之间的关系
57,6,3,2,25. 家兔动脉血压曲线的一级波形成是。(2.5分),A.心室舒缩引起的血压波动 B.迷走神经活动引起的血压波动 C.呼吸运动引起的血压波动 D.心血管中枢活动引起的血压波动 E.减压反射引起的血压波动,A.心室舒缩引起的血压波动
58,6,3,2,26. 在下列各物质中，主要通过神经分泌作用的是(2.5分),A.心房钠尿肽 B.内皮素 C.血管升压素 D.血管紧张素Ⅱ E.醛固酮,E.醛固酮
59,6,3,2,27. 关于弹性贮器血管的描述，正确的是(2.5分),A.心缩期约1/3搏出量留在管腔内 B.管壁富含平滑肌纤维 C.有明显可扩张性和弹性 D.管壁硬化时可使脉压减小 E.起血液储存库的作用,C.有明显可扩张性和弹性
60,6,3,2,28. 整体条件下，引起冠脉舒张的主要原因是(2.5分),A.心肌代谢产生的H+、CO2、乳酸等对冠脉的刺激 B.心交感兴奋，末梢释放NA作用于冠脉平滑肌β受体 C.心迷走兴奋，末梢释放ACh作用于冠脉平滑肌M受体 D.心交感兴奋，末梢释放ACh作用于冠脉平滑肌M受体 E.心肌代谢产生的腺苷对冠脉的刺激,A.心肌代谢产生的H+、CO2、乳酸等对冠脉的刺激
61,6,3,2,29. 下列物质中，哪一项能够阻断迷走神经对心肌的效应？(2.5分),A.异搏定 B.普萘洛尔 C.阿托品 D.河豚毒 E.维拉帕米,C.阿托品
62,6,3,2,30. 下列哪种物质不易通过血脑屏障？(2.5分),A.葡萄糖 B.氨基酸 C.CO2 D.去甲肾上腺素 E.乙醇,D.去甲肾上腺素
63,6,3,2,31. 下列有关促使静脉回心血量增加的因素，哪一项是错误的？(2.5分),A.循环系统平均充盈压升高 B.心肌收缩力增强 C.体位从卧位变成立位 D.体力活动加强 E.站立时深吸气,C.体位从卧位变成立位
64,6,3,2,32. Propranolol可用于治疗(2.5分),A.心律失常 B.高血压 C.心肌梗死 D.心绞痛 E.以上都是,E.以上都是
65,6,3,2,33. 在体循环中，血压下降最为显著的部位是(2.5分),A.主动脉 B.微动脉 C.大动脉 D.毛细血管 E.静脉,B.微动脉
66,6,3,2,34. 动物实验时，夹闭双侧颈总动脉可使。(2.5分),A.血压下降 B.窦神经传人冲动增多 C.迷走中枢兴奋 D.血管运动中枢抑制 E.血管运动中枢兴奋,E.血管运动中枢兴奋
67,6,3,2,35. 有关家兔动脉血压的神经与体液调节实验叙述正确的是(2.5分),A.刺激减压神经外周端，血压降低 B.刺激减压神经中枢端，血压降低 C.刺激颈迷走神经外周端，家兔血压降低 D.以上全错,D.以上全错
68,6,3,2,36. 动物在切除缓冲神经后出现的变化是(2.5分),A.动脉血压持久性升高而不能恢复 B.平均动脉压水平先降低后升高 C.平均动脉压水平基本不变，但有很大波动 D.平均动脉压水平先升高后降低 E.动脉压立即下降到脊休克水平,C.平均动脉压水平基本不变，但有很大波动
69,6,3,2,37. 能使机体冠脉血流量减少的是(2.5分),A.肾上腺素 B.低氧 C.大剂量血管升压素 D.腺苷 E.H+,C.大剂量血管升压素
70,6,3,2,38. 有关晕厥以下哪种情况是错误的(2.5分),A.短暂意识丧失 B.自行恢复 C.突然发生 D.无后遗症 E.局部脑灌注不足所致,E.局部脑灌注不足所致
71,6,3,2,39. 兴奋下丘脑内渗透压感受器可引起(2.5分),A.心房钠尿肽释放增加 B.血管升压素释放增加 C.血管紧张素Ⅱ合成增加 D.心肺感受器兴奋 E.肾素释放增加,B.血管升压素释放增加
72,6,3,2,40. 心源性晕厥包括(2.5分),A.直立性低血压导致的晕厥 B.室颤 C.肥厚性心肌病 D.缓慢性心律失常 E.主动脉瓣狭窄,A.直立性低血压导致的晕厥
354,7,3,2,1. 大剂量静脉注射肾上腺素和去甲肾上腺素出现的不同效应主要是(2.0分),A.心率变化不同 B.心肌收缩力改变不同 C.血压变化不同 D.心输出量变化不同 E.作用持续时间不同,A.心率变化不同
355,7,3,2,2. 下列哪一种情况下，可观察到颈静脉搏动？(2.0分),A.右心衰 B.外周阻力增大 C.主动脉硬化 D.心率加快 E.每搏输出量增大,A.右心衰
356,7,3,2,3. 肾素－血管紧张素系统活动加强时(2.0分),A.肾脏排出钠量减少 B.体循环平均充盈压减低 C.醛固酮释放减少 D.动脉血压降低 E.压力感受性反射活动加强,A.肾脏排出钠量减少
357,7,3,2,4. 关于脑血流量的调节，下列叙述哪项是错误的(2.0分),A.血液CO2 分压升高时脑血流量增加 B.脑血流量主要取决于脑动、静脉之间的压力差和脑血管的阻力 C.在同一时期内脑的不同部分的血流量是相同的 D.影响脑血流量的主要因素是颈动脉压 E.脑血管接受交感缩血管纤维的支配，但作用不明显,A.血液CO2 分压升高时脑血流量增加
358,7,3,2,5. 在下列各微循环结构中，主要受局部代谢产物调节的是(2.0分),A.通血毛细血管 B.毛细血管前括约肌 C.微动脉 D.真毛细血管 E.微静脉,E.微静脉
359,7,3,2,6. 心房钠尿肽可(2.0分),A.使每搏输出量减少 B.使血管收缩 C.使肾排水排盐减少 D.刺激醛固酮释放 E.刺激血管升压素释放,A.使每搏输出量减少
360,7,3,2,7. 下列哪项数据主要反映外周阻力大小(2.0分),A.中心静脉压 B.舒张压 C.脉压 D.收缩压 E.体循环平均充盈压,E.体循环平均充盈压
361,7,3,2,8. 生理情况下，影响收缩压的主要原因是(2.0分),A.外周阻力的变化 B.每搏输出量的变化 C.心率的变化 D.大动脉管壁弹性的变化 E.循环血量的变化,B.每搏输出量的变化
362,7,3,2,9. 通过轴突反射实现局部血管舒张的是(2.0分),A.副交感舒血管纤维 B.交感舒血管纤维 C.脊髓背根舒血管纤维 D.血管活性肠肽神经元 E.作用于β2受体的交感缩血管纤维,C.脊髓背根舒血管纤维
363,7,3,2,10. 可使静脉回流量减小的因素是(2.0分),A.体循环平均充盈压升高 B.有节律的慢跑 C.由卧位转为立位时 D.心脏收缩力量加强 E.吸气时相,D.心脏收缩力量加强
365,7,3,2,12. 主要由肾上腺皮质分泌的激素是(2.0分),A.肾素 B.肾上腺素 C.血管紧张素Ⅱ D.去甲肾上腺素 E.醛固酮,E.醛固酮
366,7,3,2,13. 正常情况下，毛细血管内血流速度较慢是由于它的(2.0分),A.血流阻力大 B.血流量少 C.管径小 D.可扩张性小 E.血压低,E.血压低
367,7,3,2,14. 实验使动物颈动脉窦内灌注压升高，不可能出现的反应是(2.0分),A.心迷走神经活动加强 B.心率减慢，心输出量降低 C.外周血管阻力降低 D.窦神经上动作电位幅度增大 E.心交感神经活动减弱,D.窦神经上动作电位幅度增大
368,7,3,2,15. 右心衰竭时，发生组织水肿的原因是(2.0分),A.毛细血管通透性增高 B.血管胶体渗透压降低 C.组织液静水压降低 D.淋巴回流受阻 E.毛细血管血压升高,A.毛细血管通透性增高
369,7,3,2,16. 副交感舒血管纤维兴奋引起的反应是(2.0分),A.心率减慢 B.循环系统阻力降低 C.血压降低 D.回心血量减少 E.所支配的器官局部血流增加,E.所支配的器官局部血流增加
372,7,3,2,19. Prazosin的特点之一是(2.0分),A.可明显减少血中的高密度脂蛋白（HDL） B.降压时明显增快心率 C.首次给药后部分病人可出现体位性低血压（首剂效应） D.阻断去甲肾上腺素能神经突触前α2受体，减少去甲肾上腺素释放 E.口服后生物利用度很低，应当注射给药,C.首次给药后部分病人可出现体位性低血压（首剂效应）
373,7,3,2,20. 血流阻力(2.0分),A.在血管长度增加时减小 B.在血管半径加倍时，降至原先阻力的1／8 C.在血管半径减半时，降至原先阻力的1／16 D.在血管半径加倍时，降至原先阻力的1／2 E.在血液粘滞度升高时增大,E.在血液粘滞度升高时增大
374,7,3,2,21. 在下列各血管中，血压波动幅度最大的是(2.0分),A.主动脉 B.股动脉 C.微动脉 D.毛细血管 E.腔静脉,B.股动脉
375,7,3,2,22. 心迷走神经对心脏支配最弱的组织是(2.0分),A.心房肌 B.房室交界 C.窦房结 D.房室束 E.心室肌,E.心室肌
376,7,3,2,23. 肾小球肾病或慢性肝病时，发生组织水肿的主要原因是(2.0分),A.血浆胶体渗透压降低 B.毛细血管血压升高 C.组织液胶体渗透压升高 D.毛细血管通透性增加 E.静脉回流受阻,B.毛细血管血压升高
378,7,3,2,25. 下列哪种因素使冠脉血流量增加最为明显？(2.0分),A.射血速度加快 B.心率加快 C.心肌收缩力减弱 D.动脉血流速度加快 E.动脉舒张压升高,E.动脉舒张压升高
379,7,3,2,26. 刺激颈总动脉主动脉体化学感受器对心血管活动的直接效应包括(2.0分),A.冠脉收缩 B.心率加快 C.骨骼肌血管舒张 D.内脏血管收缩 E.心输出量增加,D.内脏血管收缩
381,7,3,2,28. 心血管系统中，顺应性最大的血管是(2.0分),A.交换血管 B.分配血管 C.阻力血管 D.弹性贮器血管 E.容量血管,E.容量血管
385,7,3,2,32. 由血管内皮细胞合成的具有强烈缩血管效应的物质是(2.0分),A.一氧化氮 B.内皮素 C.前列腺素 D.5－羟色胺 E.P物质,B.内皮素
386,7,3,2,33. 心迷走神经兴奋后，可使(2.0分),A.心房肌收缩能力增强 B.自律细胞4期If电流增加 C.窦房结细胞IK通道激活 D.心肌细胞内cAMP增加 E.房室交界细胞一氧化氮合酶抑制,C.窦房结细胞IK通道激活
387,7,3,2,34. 下列哪种物质与局部循环调节无直接关系？(2.0分),A.乳酸 B.前列腺素 C.CO2 D.腺苷 E.肾素,E.肾素
388,7,3,2,35. 在动脉血压长期调节中起重要作用的机制主要是(2.0分),A.颈动脉窦、主动脉弓压力感受性反射 B.躯体感受器引起的心血管反射 C.通过肾脏对体内细胞外液量的调节 D.颈动脉体、主动脉体化学感受性反射 E.心肺感受器引起的心血管反射,C.通过肾脏对体内细胞外液量的调节
389,7,3,2,36. 冠状动脉血流量(2.0分),A.在心室收缩期多，心室舒张期少 B.由交感舒血管纤维控制 C.在心肌代谢加强，耗氧量增加时增加 D.在迷走神经兴奋时增多 E.在心率加快时增加,C.在心肌代谢加强，耗氧量增加时增加
390,7,3,2,37. 中心静脉压的高低可反映(2.0分),A.静脉回心血量与心脏射血能力之间的关系 B.血管容积与循环血量之间的关系 C.血流量与血流阻力之间的关系 D.体循环血流量与肺循环血流量之间的关系 E.外周静脉压和静脉血流阻力之间的关系,A.静脉回心血量与心脏射血能力之间的关系
391,7,3,2,38. 下列关于各类血管特点的叙述，哪项是正确的(2.0分),A.静脉的舒缩活动是促使静脉血回流入心脏的主要动力 B.短路血管多见于皮肤和皮下组织 C.微静脉口径不变时，微动脉舒张有利于组织液进入血液 D.微动脉上的交感缩血管纤维的分布极少 E.毛细血管分支多，总的截面积大，叫容量血管,B.短路血管多见于皮肤和皮下组织
392,7,3,2,39. 晕厥的发生机制与以下哪种情况无关(2.0分),A.心率减慢 B.低血压 C.高血压 D.室速室颤 E.血容量不足,C.高血压
395,7,3,2,42. 下列物质中，升高血压作用最强的是(2.0分),A.血管紧张素Ⅰ B.肾上腺素 C.去甲肾上腺素   D.肾素 E.5- HT,C.去甲肾上腺素  
396,7,3,2,43. Propranolol治疗高血压的可能机制不包括以下哪一项？(2.0分),A.阻断心脏β1受体，减少心输出量 B.阻断肾脏β受体，减少肾素分泌 C.阻断去甲肾上腺素能神经突触后β2受体，扩张血管平滑肌 D.阻断去甲肾上腺素能神经突触前β2受体，减少去甲肾上腺素释放 E.阻断中枢β受体，降低外周交感神经活性,C.阻断去甲肾上腺素能神经突触后β2受体，扩张血管平滑肌
398,7,3,2,45. 外周血管痉挛性疾病可用哪一药物治疗？  (2.0分),A.Anisodamine  B.Atropine C.Adrenaline D.Phentolamine E.Propranolol,D.Phentolamine
673,8,3,2,1. 调节血流阻力和血流量的主要因素是(2.5分),A.血管长度 B.血管壁弹性 C.血管半径 D.循环血量 E.血液粘滞度,C.血管半径
674,8,3,2,2. 外周阻力主要指____对血流的阻力。(2.5分),A.大动脉及中动脉 B.小动脉及微动脉 C.毛细血管 D.微静脉及小静脉 E.短路血管,B.小动脉及微动脉
677,8,3,2,5. 如果外周阻力不变，每搏输出量增大，则动脉血压的变化为(2.5分),A.收缩压升高，舒张压降低 B.收缩压不变，舒张压升高 C.收缩压升高，舒张压不变 D.收缩压升高比舒张压升高更明显 E.舒张压升高比收缩压升高更明显,D.收缩压升高比舒张压升高更明显
678,8,3,2,6. 患者的动脉血压降低，中心静脉压增高表示(2.5分),A.左心功能不全 B.全心功能不全 C.右心功能不全 D.重度静脉回流障碍 E.轻度静脉回流障碍,B.全心功能不全
679,8,3,2,7. 站立过久出现下肢水肿的主要原因是(2.5分),A.下肢静脉扩张 B.下肢血流量增大 C.下肢淋巴回流受阻 D.毛细血管压升高 E.机体血容量增大,D.毛细血管压升高
680,8,3,2,8. 组织液生成主要取决于(2.5分),A.毛细血管血压 B.有效滤过压 C.血浆胶体渗透压 D.血浆晶体渗透压 E.淋巴回流,B.有效滤过压
685,8,3,2,13. 心交感神经节前纤维起源于(2.5分),A.脊髓中间外侧柱 B.脊髓前角 C.延髓疑核 D.星状神经节 E.颈交感神经节,A.脊髓中间外侧柱
686,8,3,2,14. 下列哪种物质对心脏有正性变力作用？(2.5分),A.cAMP B.血管活性肠肽 C.cGMP D.腺苷 E.Mg2+,A.cAMP
688,8,3,2,16. 下列关于压力感受性反射的描述，正确的是(2.5分),A.感受器是颈动脉体和主动脉体 B.感受器能直接感受血压的变化 C.在心动周期中，传入冲动频率随血压波动发生周期性变化 D.反射中枢是延髓孤束核 E.当传入冲动增多时，所有传出神经的冲动减少,C.在心动周期中，传入冲动频率随血压波动发生周期性变化
695,8,3,2,23. 下列关于肺循环调节的描述，正确的是(2.5分),A.刺激交感神经可引起肺血管舒张 B.刺激迷走神经可引起肺血管收缩 C.交感神经兴奋时，肺循环内血容量增多 D.肺泡内CO2分压升高，低氧可引起肺血管舒张 E.组胺、5－羟色胺能使肺内小血管舒张,C.交感神经兴奋时，肺循环内血容量增多
699,8,3,2,27. 以下哪种说法是错误的？ (2.5分),A.神经反射性晕厥是最常见的晕厥 B.心源性晕厥可为心律失常或结构性心脏病所致 C.直立性低血压导致的晕厥多见于年轻人 D.神经性晕厥可分为心脏抑制型和血管抑制型 E.药物引起的晕厥停药后可消失,C.直立性低血压导致的晕厥多见于年轻人
709,8,3,2,37. 某高血压患者使用Captopril后降压效果良好，但由于干咳不能耐受，可改用药物(2.5分),A.Propranolol  B.Atenolol C.Prazosin D.Nifedipine E.Losartan,E.Losartan
710,8,3,2,38. 在家兔动脉血压调节实验中，夹闭颈总动脉，动脉血压变化是由于(2.5分),A.窦内压升高 B.窦内压降低 C.刺激颈动脉窦 D.循环血流改变 E.回心血量增加,B.窦内压降低
712,8,3,2,40. 心肌缺氧时冠状动脉舒张，主要是通过下列哪一项因素引起的(2.5分),A.H+ B.组胺 C.腺苷 D.前列腺素 E.乳酸,C.腺苷
994,9,3,2,2. 外周阻力主要指（   ）对血流的阻力。(2.5分),A.大动脉及中动脉 B.小动脉及微动脉 C.毛细血管 D.微静脉及小静脉 E.短路血管,B.小动脉及微动脉
996,9,3,2,4. 影响正常人舒张压的主要因素是(2.5分),A.大动脉弹性 B.心输出量 C.阻力血管口径 D.血液粘滞性 E.年龄,C.阻力血管口径
997,9,3,2,5. 下列关于人体静脉血压的描述，错误的是(2.5分),A.站立时，颅内静脉窦血压可低于大气压 B.呼气时，中心静脉压较吸气时高 C.心脏射血能力减弱时，中心静脉压升高 D.站立不动时，足背静脉压可达90mmHg左右 E.行走时，足背静脉压较站立不动时低,B.呼气时，中心静脉压较吸气时高
1003,9,3,2,11. 在下列哪一种情况下，心交感神经的活动会减弱？ (2.5分),A.动脉血压降低时 B.情绪兴奋时 C.血容量减少时 D.颈动脉窦和主动脉弓压力感受性反射增强时 E.机体应急时,D.颈动脉窦和主动脉弓压力感受性反射增强时
1005,9,3,2,13. 下列各类血管中，交感缩血管纤维分布密度最高的是(2.5分),A.主动脉 B.微动脉 C.毛细血管 D.微静脉 E.大静脉,B.微动脉
1006,9,3,2,14. 交感缩血管神经的节前神经元位于(2.5分),A.脊神经节 B.脊髓 C.延髓缩血管区 D.延髓孤束核 E.下丘脑,B.脊髓
1008,9,3,2,16. 在持久高血压患者，压力感受性反射(2.5分),A.敏感性降低 B.敏感性升高 C.敏感性不变 D.不起作用 E.发生重调定,E.发生重调定
1012,9,3,2,20. 下列关于血管升压素的描述，正确的是(2.5分),A.由神经垂体神经元合成并释放 B.血浆胶体渗透压升高时释放增多 C.循环血量减少时释放减少 D.生理条件下无缩血管作用 E.生理条件下能使尿液稀释,D.生理条件下无缩血管作用
1014,9,3,2,22. 在心脏的节律性舒缩活动中，心室血流充盈主要是由于(2.5分),A.心房收缩的初级泵作用 B.心室舒张的抽吸作用 C.骨骼肌的挤压作用加速静脉回流 D.胸内负压促进静脉回流 E.血液的重力作用,B.心室舒张的抽吸作用
1017,9,3,2,25. 引起颈动脉体和主动脉体化学感受器兴奋的适宜刺激是(2.5分),A.CO2分压下降 B.O2分压升高 C.H+浓度下降 D.O2 分压下降和 CO2分压升高 E.CO分压升高,D.O2 分压下降和 CO2分压升高
1019,9,3,2,27. 下列哪项可引起心率减慢(2.5分),A.交感神经活动增强 B.迷走神经活动增强 C.肾上腺素 D.甲状腺激素 E.发热,B.迷走神经活动增强
1020,9,3,2,28. Which of the following does not contribute to increased stroke volume during exercise? (2.5分),A.increased contractility of cardiac muscle B.increased venous return C.increased length of filling time during diastole D.increased sympathetic stimulation of ventricular muscle E.increased end-diastolic volume,E.increased end-diastolic volume
1021,9,3,2,29. 引起心交感神经活动减弱的情况是(2.5分),A.动脉血压降低时 B.肌肉运动时 C.血容量减少时 D.情绪激动时 E.由直立变为平卧时,E.由直立变为平卧时
1022,9,3,2,30. 心血管压力感受性反射活动的生理意义是(2.5分),A.使搏动性压力变化改变为非搏动性 B.使心血管中枢紧张性减弱 C.维持动脉血压的相对稳定 D.动脉血压的自身调节 E.动脉血压的长期调节,C.维持动脉血压的相对稳定
1023,9,3,2,"31. During exercise, there is an increased flow of blood to(2.5分)",A.the brain. B.the kidneys. C.the skin. D.the kidneys and the skin. E.All of the choices are correct.,C.the skin.
1024,9,3,2,32. 降压反射的生理意义是(2.5分),A.降低动脉血压 B.升高动脉血压 C.减弱心血管活动 D.增强心血管活动 E.维持动脉血压相对稳定,C.减弱心血管活动
1025,9,3,2,33. 下列哪一药物是升压药？ (2.5分),A.Noradrenaline B.Propranolol C.Atenolol D.Prazosin E.Phentolamine,A.Noradrenaline
1028,9,3,2,36. Nifedipine治疗高血压的特点之一是(2.5分),A.降压的同时可减慢心率 B.降压的同时可反射性加快心率 C.降压的同时伴有心输出量减少  D.可明显减少血浆肾素浓度 E.仅对轻度高血压有疗效,B.降压的同时可反射性加快心率
1295,10,3,2,7. 炎症反应时导致局部组织水肿的主要原因是(2.5分),A.毛细血管血压升高 B.组织液静水压降低 C.组织液胶体渗透压升高 D.血浆胶体渗透压降低 E.淋巴回流受阻,A.毛细血管血压升高
1296,10,3,2,8. 在组织液回流中，淋巴回流的主要功能是重吸收(2.5分),A.水分 B.氨基酸 C.电解质 D.葡萄糖 E.蛋白质,E.蛋白质
1301,10,3,2,13. 颈动脉窦和主动脉弓的适宜刺激是(2.5分),A.高于180mmHg的动脉血压 B.低于60mmHg的动脉血压 C.生理范围内变动着的动脉血压 D.血液中O2和CO2分压的变化 E.以上都不是,C.生理范围内变动着的动脉血压
1303,10,3,2,15. 在肾素－血管紧张素系统中，具有极强缩血管效应的是(2.5分),A.肾素 B.血管紧张素Ⅰ C.血管紧张素Ⅱ D.血管紧张素Ⅲ E.血管紧张素转化酶,C.血管紧张素Ⅱ
1313,10,3,2,25. 心脏的Starling机制指的是(2.5分),A.外周阻力的变化 B.心脏代谢水平 C.等长自身调节 D.异长自身调节 E.植物神经对心脏的影响,D.异长自身调节
1314,10,3,2,26. 平均动脉压大约等于(2.5分),A.收缩压＋1/3脉压 B.舒张压＋1/3脉压 C.收缩压－1/3脉压 D.舒张压＋2/3脉压 E.收缩压＋舒张压）/2,B.舒张压＋1/3脉压
1315,10,3,2,27. 心交感神经末梢释放的递质是(2.5分),A.组胺 B.乙酰胆碱 C.肾上腺素 D.去甲肾上腺素 E.血管紧张素,D.去甲肾上腺素
1316,10,3,2,28. 动脉血压突然升高时，能引起(2.5分),A.窦神经传入冲动减少 B.心迷走中枢抑制 C.心迷走中枢兴奋 D.交感缩血管中枢兴奋 E.心交感中枢兴奋,C.心迷走中枢兴奋
1317,10,3,2,29. 下列递质为心迷走神经所释放的是(2.5分),A.肾上腺素 B.去甲肾上腺素 C.组胺 D.乙酰胆碱 E.5-羟色胺,D.乙酰胆碱
1318,10,3,2,30. 肾上腺素的作用，错误的是(2.5分),A.使心肌收缩力增强 B.使心率加快 C.使内脏和皮肤血管收缩 D.使骨骼肌血管舒张 E.使组织液生成减少,E.使组织液生成减少
1319,10,3,2,"31. During exercise, blood flow to skeletal muscles because of (2.5分)",A.increases; increased sympathetic stimulation of alpha-adrenergic receptors in the smooth muscle of arterioles supplying them B.decreases; increased sympathetic stimulation of alpha-adrenergic receptors in the smooth muscle of arterioles supplying them C.increases; active hyperemia D.decreases; active hyperemia E.does not change; flow autoregulation,C.increases; active hyperemia
1320,10,3,2,32. Physical endurance training enhances a person's(2.5分),A.maximal cardiac output. B.maximal stroke volume. C.maximal heart rate. D.Both maximal cardiac output and maximal stroke volume are correct. E.All of the choices are correct.,D.Both maximal cardiac output and maximal stroke volume are correct.
