,grade,module,week,question_stem,choice,answer
197,6,8,6,11. 关于婴儿化脓性脑膜炎的叙述，不正确的是： (3.0分),A.脑脊液中糖原减少 B.角弓反张 C.以肺炎双球菌感染为主 D.颅内压升高症状 E.脑脊液培养可找到病原体,C.以肺炎双球菌感染为主
198,6,8,6,12. 下列哪项不属于胶质细胞病变的特点 (3.0分),A.鬼影细胞 B.嗜神经现象 C.卫星现象 D.淀粉小体形成 E.包涵体形成,A.鬼影细胞
199,6,8,6,13. 病人H.M.手术后失去的是哪个记忆？  (3.0分),A.他昨天看过的书的名字 B.他童年的记忆 C.他父母亲的名字 D.他上过中学的名字,A.他昨天看过的书的名字
200,6,8,6,14. 下列哪个症状是甲状腺危象时出现的主要精神症状 (3.0分),A.被害妄想 B.焦虑 C.谵妄 D.抑郁 E.易激惹,C.谵妄
201,6,8,6,15. 关于尼氏小体消失，错误的是(3.0分),A.由细胞中央开始溶解，进而消失，或周边有少量残留 B.由病毒感染、缺氧、维生素缺乏等引起 C.核偏位 D.病变不可逆 E.可致神经元死亡,D.病变不可逆
202,6,8,6,16. 马早期LTP的形成过程没有包括(3.0分),A.MDA受体去极化 B.MPA受体上插入到细胞膜 C.钙离子进入突触后膜 D.REB激活Cre,D.REB激活Cre
203,6,8,6,17. 患者，女，73岁，家人发现对刚发生的事情，刚说过的话不能回忆，忘记熟悉的人名，逐渐出现忘记吃药，经常找不到东西，爱好兴趣减退，反复问同一个问题，头颅MRI检查提示脑室增大，脑沟增宽、加深。其最可能的诊断是： (3.0分),A.血管性痴呆 B.路易体痴呆 C.阿尔茨海默病 D.额颞叶痴呆 E.进行性核上性麻痹 ,C.阿尔茨海默病
204,6,8,6,18. 高某，男，66岁，4年前开始，近1年日益加重，不认识女儿，摔废旧物品，出门找不到家，不会穿衣，常呆坐，不言不语，对人冷淡，不关心家人，夜间常不眠。既往史：有冶游史。神经系统检查：无异常。精神检查，意识清，定向障碍，记忆障碍，个位数计算正确，两位数加法常错，到处摸索，说身边有人唱歌内容听不清，流露出悲观情绪，未见自杀行为，生活不能自理。化验：康华试验阴性，CSF正常，头颅MRI：脑萎缩，额颞叶明显。最可能诊断是 (3.0分),A.阿尔茨海默病 B.血管性痴呆 C.精神分裂症 D.麻痹性痴呆 E.抑郁症,A.阿尔茨海默病
205,6,8,6,19. Which one is incorrect about Alzheimer disease(3.0分),A.Progressive dementia is the major manifestation B.Its occurrence involves the deposition of ?-amyloid  C.Senile plaques is the major diagnostic criteria D.It can cause encephalatrophy  E.Hirano body can be seen ,C.Senile plaques is the major diagnostic criteria
206,6,8,6,20. 女性，13岁，满月脸、多血质外貌、向心性肥胖，皮肤紫纹、痤疮、高血压、情绪不稳定、烦躁、易激惹、幻觉状态、四肢肌肉无力、震颤，该病的诊断最可能是(3.0分),A.肾上腺皮质功能亢进所致精神障碍 B.肾上腺皮质功能减退所致精神障碍 C.神经症 D.精神分裂症 E.甲状腺功能亢进所致精神障碍,A.肾上腺皮质功能亢进所致精神障碍
207,6,8,6,21. 路易体痴呆的三主征：(3.0分),A.帕金森病样症状＋异手综合征＋不对称顶叶皮质萎缩 B.波动性认知障碍+视幻觉+帕金森综合征 C.肌阵挛＋痴呆+特征性EEG D.痴呆＋步态异常＋尿失禁 E.舞蹈样不自主运动＋痴呆＋家族史,B.波动性认知障碍+视幻觉+帕金森综合征
208,6,8,6,22. 以下哪项不是阿尔茨海默病的组织学病理表现： (3.0分),A.神经原纤维缠结 B.路易小体 C.老年斑 D.广泛神经元细胞丢失 E.神经元颗粒空泡变性,B.路易小体
209,6,8,6,23. Alzheimer's病特征性的组织病理改变是(3.0分),A.老年斑和神经元纤维缠结  B.小脑脑沟增宽  C.大脑皮质萎缩  D.脑室扩大  E.神经元气球样肿胀,A.老年斑和神经元纤维缠结 
210,6,8,6,24. 躯体感染性疾病所致精神障碍以下哪条不对(3.0分),A.精神症状通常与感染性躯体疾病消长平行  B.及时发现原发感染性疾病是正确诊断的关键  C.起病较急，病程发展常起伏不定  D.大多预后不良  E.处理上最重要的是治疗原发疾病,D.大多预后不良 
211,6,8,6,25. Alzheimer's病的首发症状是(3.0分),A.错构 B.人格改变 C.虚构xueｈuiedu.com　－　学|慧@教.育/网/交/流.社*区_bｂs.xuehuieｄu.cｏm D.近事遗忘 E.被窃妄想,D.近事遗忘
212,6,8,6,26. 脑疝的类型包括(3.0分),A.枕骨大孔疝 B.海马钩回疝 C.大脑镰下疝 D.小脑天幕疝 E.以上各项,E.以上各项
213,6,8,6,27. 下列哪种细胞参与形成卫星现象 (3.0分),A.小胶质细胞 B.星形胶质细胞 C.少突胶质细胞 D.神经细胞 E.淋巴细胞,C.少突胶质细胞
214,6,8,6,28. etrograde amnesia是指以下哪个行为？(3.0分),A.记不住上课新学的单词 B.行为测试中不能完成选择项 C.经常忘记认识的熟人名字 D.水迷宫测试中完成任务迟缓,A.记不住上课新学的单词
215,6,8,6,29. 4岁患儿，发热、头痛、呕吐3天，抽搐1次入院。查体：体温39℃，面色苍白，血常规示：白细胞22×109/L，中性粒细胞0.88。该患儿最可能的诊断是：(3.0分),A.癫痫 B.高热惊厥（复杂型） C.化脓性脑膜炎 D.病毒性脑炎 E.结核性脑膜炎,C.化脓性脑膜炎
216,6,8,6,30. 下列哪个不是海马LTP的特性： (3.0分),A.同方向性 B.侧向抑制性 C.联合性 D.增强性,B.侧向抑制性
217,6,8,6,31. 人类行为的完成需要哪些记忆完成？(3.0分),A.非陈述性记忆 B.陈述性记忆 C.陈述性记忆和非陈述性记忆 D.两者都不是  ,C.陈述性记忆和非陈述性记忆
218,6,8,6,"32. Below are examples of circadian rhythms, except for (3.0分)","A.Temperature rhythm,  B.Sleep-wake rhythm,  C.Hormones rhythm,  D.Ovulation rhythm E.Cognitive and motor performance levels rhythm",D.Ovulation rhythm
219,6,8,6,33. P与LTD的区别在于：(3.0分),A.LTP需要NMDA受体，而LTD不需要 B.LTP需要AMPA受体，而LTD不需要 C.LTP需要钙离子，而LTD不需要 D.两者过程中AMPA受体磷酸化不同,D.两者过程中AMPA受体磷酸化不同
435,7,8,6,1. 有关胸膜顶的说法，错误的是 (2.0分),A.超出锁骨内侧1/3上方2～3cm  B.无胸廓保护  C.其前、外、后三面分别由前、中、后斜角肌围绕  D.锁骨下动脉绕其后方穿出斜角肌间隙  E.其表面覆盖席氏筋膜（Sibson fascia） ,D.锁骨下动脉绕其后方穿出斜角肌间隙 
436,7,8,6,2. 位于中纵隔内的结构是 (2.0分),A.迷走神经  B.胸主动脉  C.膈神经  D.左、右主支气管  E.头臂静脉 ,C.膈神经 
437,7,8,6,3. 有关肺根的叙述，错误的是 (2.0分),A.左肺根上有主动脉弓跨过  B.右肺根上有奇静脉跨过  C.自上而下均有肺动脉、支气管、肺静脉  D.迷走神经行于肺根后方  E.膈神经行于肺根前方 ,C.自上而下均有肺动脉、支气管、肺静脉 
438,7,8,6,4. 胸膜腔穿刺时，进针位置宜选 (2.0分),A.腋中线以后，应沿下一肋骨的上缘  B.腋中线以前，应于肋间隙上缘  C.腋中线以后，应于肋间隙的中间  D.腋中线以前，应与肋间隙的下缘  E.腋中线以后，应沿上一肋骨的下缘 ,B.腋中线以前，应于肋间隙上缘 
439,7,8,6,5. 关于胸导管胸段的描述中，错误的是： (2.0分),A.以第4胸椎体下缘为界，分上、下两段  B.上段受损可至右侧乳糜胸  C.下段受损可至左侧乳糜胸  D.在上升中逐渐偏向右侧  E.左侧的纵隔胸膜远离胸导管，右侧的纵隔胸膜可部分紧贴胸导管 ,E.左侧的纵隔胸膜远离胸导管，右侧的纵隔胸膜可部分紧贴胸导管 
440,7,8,6,6. 胸导管穿过膈肌的 (2.0分),A.主动脉裂孔  B.食管裂孔  C.腔静脉孔  D.右侧膈中间脚与内侧脚之间  E.左侧膈中间脚与内侧脚之间 ,B.食管裂孔 
441,7,8,6,7. 内脏大神经穿过膈肌的 (2.0分),A.主动脉裂孔  B.食管裂孔  C.腔静脉孔  D.膈脚  E.腰肋三角 ,D.膈脚 
442,7,8,6,8. 食管胸部前方有(2.0分),A.膈神经 B.心包 C.胸导管 D.奇静脉 E.半奇静脉,B.心包
443,7,8,6,9. 在肋间内，肋间后血管和肋间神经的排列次序自上而下为： (2.0分),A.动脉、静脉、神经 B.动脉、神经、静脉 C.静脉、动脉、神经 D.静脉、神经、动脉 E.神经、动脉、静脉,C.静脉、动脉、神经
444,7,8,6,10. 中纵隔内有(2.0分),A.迷走神经 B.膈神经 C.主动脉弓 D.食管 E.头臂静脉,B.膈神经
445,7,8,6,11. 主动脉弓左前方的毗邻(2.0分),A.左头臂静脉 B.左迷走神经 C.动脉韧带 D.左喉返神经 E.左肺动脉,B.左迷走神经
446,7,8,6,12. 躯体疾病所致精神障碍的临床主要特点(2.0分),A.躯体疾病在先，精神症状在后； B.精神症状与躯体疾病的严重程度成平行消长关系； C.急性期病者临床上多表现为谵妄（急性脑综合征），症状具有晨轻夜重的特点； D.治疗以躯体疾病为主，精神症状对症处理。 E.以上都是,E.以上都是
447,7,8,6,13. 内分泌疾病引起内分泌功能亢进或低下导致的精神障碍可分为（  ）类：①内分泌疾病本身引起精神障碍，特征是情感激越或迟钝，食欲、性欲、睡眠等本能活动亢进或减退，人格改变和精神活动的周期性改变。一般无智能损害② 急性严重的内分泌改变引起的脑代谢障碍，造成急性脑病，如甲状腺危象、糖尿病性昏迷等③ 慢性内分泌疾病常造成持续的弥漫性脑病，导致慢性脑病综合征(2.0分),A.① B.①+②    C.②+③     D.①+②+③     E.①+③  ,D.①+②+③    
448,7,8,6,14. 糖尿病常见的精神症状   (2.0分),A.神经衰弱综合征 B.抑郁状态 C.焦虑状态 D.幻觉状态与意识障碍 E.以上都是,E.以上都是
449,7,8,6,15. 低血糖常见的精神症状   ① 意识障碍：与胰岛素休克治疗时的临床表现相似，由嗜睡、意识朦胧、昏睡、直至不同程度的昏迷，也可出现谵妄状态。 ②若为亚急性发病者，可出现醉酒状态，缺乏自制力、控制力等。有的寡言、少动，人格解体等。 ③ 慢性病程者可出现情感不稳，易激惹、急躁、焦虑、恐惧、抑郁等，也可出现幻视、幻听和妄想，也可见躁狂状态(2.0分),A. ①+③     B.①+②+③    C.②+③    D.①+②     E.①,B.①+②+③   
450,7,8,6,16. 甲常见的精神症状（）①神经衰弱综合征②性格改变③ 躁狂或抑郁状态④幻觉妄想状态⑤意识障碍(2.0分),A.①+②+③    B.①+②+③+⑤   C.①+②+③+④+⑤     D.②+③+④+⑤    E.①+③+④+⑤,C.①+②+③+④+⑤    
451,7,8,6,17. 以下哪种不属于多发性硬化的疾病修复（disease-modifying）治疗？ (2.0分),A.糖皮质激素   B.β干扰素   C.glatiramer acetate (Copaxone)    D. CTX   E.米托蒽醌,A.糖皮质激素  
452,7,8,6,18. 以下哪个区域不是多发性硬化的高发病率区域？ (2.0分),A.新西兰   B.美国南部   C.奥克兰群岛   D.加拿大南部   E.英国,B.美国南部  
453,7,8,6,19. 下列哪项不是脱髓鞘疾病常见的病理改变： (2.0分),A.神经纤维髓鞘破坏  B.病变分布于中枢神经系统白质  C.小静脉周围炎性细胞浸润  D.神经轴索严重坏死 E.神经细胞相对完整 ,D.神经轴索严重坏死
454,7,8,6,20. 下列哪项与多发性硬化发病机制无关： (2.0分),A.病毒性感染  B.自身免疫反应  C.环境因素如高纬度地区  D.血管炎导致缺血  E.遗传易感性 ,D.血管炎导致缺血 
455,7,8,6,21. 多发性硬化最常见的病灶位于： (2.0分),A.视神经  B.小脑脑干 C.脑室周围   D.视神经  E.脊髓  ,C.脑室周围  
456,7,8,6,22. Multiple sclerosis is characterized by which of the following diagnostic findings? (2.0分),A.Oligoclonal bands in cerebrospinal fluid B.Increased N-acetyl aspartate with MR spectroscopy C.Abnormal peripheral nerve conduction by electromyography  (EMG)/nerve conduction velocity (NCV) studies D.Meningeal enhancement on contrast MRI of brain,A.Oligoclonal bands in cerebrospinal fluid
457,7,8,6,23. 以下哪项不是阿尔茨海默病的组织学病理表现： (2.0分),A.老年斑 B.神经原纤维缠结 C.广泛神经元细胞丢失 D.路易小体 E.神经元颗粒空泡变性,D.路易小体
458,7,8,6,24. 阿尔茨海默病的典型首发征象：(2.0分),A.记忆障碍，近记忆受损为主 B.视幻觉 C.失用 D.找词困难 E.执行功能障碍,A.记忆障碍，近记忆受损为主
459,7,8,6,25. 阿尔茨海默病的最典型影像学表现：(2.0分),"A.海马萎缩 B.脑室增大,脑沟增宽、加深 C.枕叶萎缩 D.额叶萎缩 E.蜂鸟征",A.海马萎缩
460,7,8,6,26. 关键部位梗死性痴呆的部位不包括： (2.0分),A.丘脑 B.海马 C.尾状核 D.杏仁核 E.右顶叶皮质,E.右顶叶皮质
461,7,8,6,27. 路易体痴呆的三主征：(2.0分),A.波动性认知障碍+视幻觉+帕金森综合征 B.痴呆＋步态异常＋尿失禁 C.帕金森病样症状＋异手综合征＋不对称顶叶皮质萎缩 D.肌阵挛＋痴呆+特征性EEG E.舞蹈样不自主运动＋痴呆＋家族史,A.波动性认知障碍+视幻觉+帕金森综合征
462,7,8,6,28. 痴呆符合DSM-IV-R的诊断标准；具有脑血管病：临床和影像学表现支持；上述两者相关联：痴呆发生于中风后的3个月内，并持续6个月以上；认知功能突然恶化，或呈波动性、渐进性发展，则诊断为： (2.0分),A.很可能VD B.可能VD C.确诊VD D.MCI E.以上都不是,A.很可能VD
463,7,8,6,29. 患者，女，73岁，家人发现对刚发生的事情，刚说过的话不能回忆，忘记熟悉的人名，逐渐出现忘记吃药，经常找不到东西，爱好兴趣减退，反复问同一个问题，头颅MRI检查提示脑室增大，脑沟增宽、加深。其最可能的诊断是： (2.0分),A.阿尔茨海默病 B.路易体痴呆 C.血管性痴呆 D.额颞叶痴呆 E.进行性核上性麻痹 ,A.阿尔茨海默病
464,7,8,6,30. 患者，男，67岁，半年前无明显诱因出现行动迟缓，肢体动作及面部表情少，走路慢，转弯困难，伴有记忆力下降，并出现幻觉，看到床边有"鸡、鸭、牛"，头颅CT提示脑白质轻度脱髓鞘改变，诊断为"帕金森病"予以美多巴、安坦、氯丙嗪等药物治疗，行动迟缓未见明显好转，幻觉消失，3月前再次出现幻觉，看到被子上有蛇，头颅MRI检查提示双侧基底节区少量腔隙性梗死灶。其最可能的诊断是：(2.0分),A.帕金森病合并痴呆 B.路易体痴呆 C.额颞叶痴呆 D.血管性痴呆 E.以上都是,B.路易体痴呆
465,7,8,6,31. 下列哪项不属于神经细胞病变的特点 (2.0分),A.红色坏死 B.格子细胞 C.包涵体形成， D.尼氏小体消失 E.变性,B.格子细胞
466,7,8,6,32. 下列哪项不属于胶质细胞病变的特点(2.0分),A.鬼影细胞 B.淀粉小体形成 C.卫星现象 D.嗜神经现象 E.包涵体形成,A.鬼影细胞
467,7,8,6,33. 化脓性脑膜炎最可靠的诊断依据是 (2.0分),A.急性高热、惊厥、昏迷 B.剧烈头痛、呕吐、抽搐 C.脑膜刺激征阳性 D.脑脊液细胞数升高 E.脑脊液中检出化脓性细菌,E.脑脊液中检出化脓性细菌
468,7,8,6,34. 4岁患儿，发热、头痛、呕吐3天，抽搐1次入院。查体：体温39℃，面色苍白，血常规示：白细胞22×109/L，中性粒细胞0.88。该患儿最可能的诊断是： (2.0分),A.高热惊厥（复杂型） B.癫痫 C.化脓性脑膜炎 D.病毒性脑炎 E.结核性脑膜炎,C.化脓性脑膜炎
469,7,8,6,35. 格子细胞是由下列哪种细胞变化而来的 (2.0分),A.小胶质细胞 B.少突胶质细胞 C.星形胶质细胞 D.神经细胞 E.淋巴细胞,A.小胶质细胞
470,7,8,6,36. 下列哪种细胞参与形成卫星现象 (2.0分),A.小胶质细胞 B.少突胶质细胞 C.星形胶质细胞 D.神经细胞 E.淋巴细胞,B.少突胶质细胞
471,7,8,6,37. 下列哪项不是乙型脑炎的病理学特点 (2.0分),A.胶质结节形成 B.卫星现象 C.筛网状软化灶形成 D.早期以大量中性粒细胞渗出为主，围绕血管形成袖套样结构 E.以大量淋巴细胞渗出为主，围绕血管形成袖套样结构,D.早期以大量中性粒细胞渗出为主，围绕血管形成袖套样结构
472,7,8,6,38. 关于尼氏小体消失，错误的是  (2.0分),A.由病毒感染、缺氧、维生素缺乏等引起 B.由细胞中央开始溶解，进而消失，或周边有少量残留 C.核偏位 D.病变不可逆 E.可致神经元死亡,D.病变不可逆
473,7,8,6,39. 脑疝的类型包括 (2.0分),A.大脑镰下疝 B.海马钩回疝 C.枕骨大孔疝 D.小脑天幕疝 E.以上各项,E.以上各项
474,7,8,6,40. Which one is incorrect about Alzheimer disease (2.0分),A.Progressive dementia is the major manifestation B.Its occurrence involves the deposition of ?-amyloid  C.It can cause encephalatrophy  D.Senile plaques is the major diagnostic criteria E.Hirano body can be seen ,D.Senile plaques is the major diagnostic criteria
475,7,8,6,41. 人类行为的完成需要哪些记忆完成？(2.0分),A.陈述性记忆 B.非陈述性记忆 C.陈述性记忆和非陈述性记忆 D.两者都不是  ,C.陈述性记忆和非陈述性记忆
476,7,8,6,42. 一般说来，工作记忆最大的容量是多少？(2.0分),A.3 chunks B.5 chunks C.7 chunks D.9 chunks,C.7 chunks
477,7,8,6,43. 病人H.M.手术后失去的是哪个记忆？ (2.0分),A.他父母亲的名字 B.他童年的记忆 C.他昨天看过的书的名字 D.他上过中学的名字,C.他昨天看过的书的名字
478,7,8,6,44. 与恐惧记忆相关的是大脑哪个部分？(2.0分),A.INAH3 B.腹侧被盖区 C.前额页 D.杏仁核,D.杏仁核
479,7,8,6,45. retrograde amnesia是指以下哪个行为？(2.0分),A.记不住上课新学的单词 B.经常忘记认识的熟人名字 C.行为测试中不能完成选择项 D.水迷宫测试中完成任务迟缓,A.记不住上课新学的单词
480,7,8,6,46. 选择海兔进行学习研究的优点是？(2.0分),A.动作迟缓，便于摄像机抓拍 B.利用进行迷宫训练 C.可以进行识别训练 D.神经元回路简单,D.神经元回路简单
481,7,8,6,47. LTP与LTD的区别在于： (2.0分),A.LTP需要钙离子，而LTD不需要 B.LTP需要AMPA受体，而LTD不需要 C.LTP需要NMDA受体，而LTD不需要 D.两者过程中AMPA受体磷酸化不同,D.两者过程中AMPA受体磷酸化不同
482,7,8,6,48. 下列哪个不是海马LTP的特性：(2.0分),A.侧向抑制性 B.同方向性 C.联合性 D.增强性,A.侧向抑制性
483,7,8,6,49. 下列哪个分子没有参与小脑平行纤维到浦肯野细胞的LTD？ (2.0分),A.PKC B.PKA C.PKG D.NOS,B.PKA
484,7,8,6,50. 海马早期LTP的形成过程没有包括：(2.0分),A.AMPA受体上插入到细胞膜 B.NMDA受体去极化 C.钙离子进入突触后膜 D.CREB激活Cre,D.CREB激活Cre
784,8,8,6,1. 躯体疾病所致精神障碍的共同特点，除了(3.0分),A.精神症状多发于躯体疾病高峰期 B.躯体疾病严重时，精神症状明显 C.精神症状随躯体疾病好转而减轻 D.精神症状多具有昼重夜轻的波动性 E.躯体和(或)神经系统有病理体征及实验室的阳性所见,D.精神症状多具有昼重夜轻的波动性
785,8,8,6,2. 躯体疾病所致精神障碍的治疗原则下列不正确的是(3.0分),A.对原发疾病的治疗 B.以抗精神病药物治疗为主 C.针对精神症状的表现，对症处理 D.全身支持性治疗 E.对躯体疾病及精神症状的护理，特别是安全护理,B.以抗精神病药物治疗为主
786,8,8,6,3. 哪个症状是糖尿病患者自杀的主要症状(3.0分),A.幻觉 B.抑郁症状 C.焦虑症状 D.意识障碍 E.偏执状态,C.焦虑症状
787,8,8,6,4. 甲减的精神症状很少表现为(3.0分),A.精神运动性不安 B.情绪低落 C.精神运动性抑制 D.情感平淡 E.幻觉妄想,A.精神运动性不安
788,8,8,6,5. 以下哪种属于多发性硬化的急性期治疗？ (3.0分),A.糖皮质激素   B.β干扰素  C.glatiramer acetate (Copaxone)    D.CTX    E.米托蒽醌,A.糖皮质激素  
789,8,8,6,6. 下列哪项不属于多发性硬化脑脊液特点：(3.0分),A.85-95%可见寡克隆（OB）IgG带  B.85%-95% 可见NMO抗体  C.脑脊液蛋白轻度升高  D.急性发作时髓鞘碱性蛋白MBP可升高  E.单个核细胞数轻度升高,B.85%-95% 可见NMO抗体 
790,8,8,6,7. 下列哪项与多发性硬化发病机制无关：  (3.0分),A.病毒性感染 B.自身免疫反应  C.环境因素如高纬度地区  D.血管炎导致缺血  E.遗传易感性 ,D.血管炎导致缺血 
791,8,8,6,8. 不属于多发性硬化患者MRI特点： (3.0分),A.强化后结节样增强  B.环形强化  C.云雾状强化   D.黑洞  E.病灶长径方向与侧脑室前后方向相垂直  ,C.云雾状强化  
792,8,8,6,9. 下列哪项不属于MS和NMO的鉴别点：(3.0分),A.MS的发病年龄早于NMO  B.NMO多见于亚洲人  C.NMO病人抗NMO抗体阳性  D.MS时脊髓损伤大于3个椎体节段  E.NMO时脊髓损伤大于3个椎体节段,D.MS时脊髓损伤大于3个椎体节段 
793,8,8,6,10. A 33-year-old man is noted to have exacerbations of weakness. He is diagnosed with MS. Which of the following findings is consistent with the diagnosis?   (3.0分),A.Steroids are effective in improving the course of disease B.Oligo bands in the CSF are specific for multiple sclerosis C.The diagnosis of MS is based on clinical lesions separated by time and space D.This is a genetic disorder well characterized on chromosome ,C.The diagnosis of MS is based on clinical lesions separated by time and space
794,8,8,6,11. 以下哪项不是阿尔茨海默病的组织学病理表现： (3.0分),A.老年斑 B.神经原纤维缠结 C.广泛神经元细胞丢失 D.神经元气球样变 E.神经元颗粒空泡变性,D.神经元气球样变
795,8,8,6,12. 下列哪项不是痴呆的可治疗病因： (3.0分),A.海马萎缩 B.正常压力脑积水 C.甲状腺功能低下 D.维生素B12缺乏 E.神经梅毒,A.海马萎缩
796,8,8,6,13. 路易体痴呆的三主征(3.0分),A.波动性认知障碍+视幻觉+帕金森综合征 B.痴呆＋步态异常＋尿失禁 C.帕金森病样症状＋异手综合征＋不对称顶叶皮质萎缩 D.肌阵挛＋痴呆+特征性EEG E.舞蹈样不自主运动＋痴呆＋家族史,A.波动性认知障碍+视幻觉+帕金森综合征
797,8,8,6,14. 患者，女，65岁，既往高血压糖尿病史，3次脑梗死病史。家人发现近期记忆力下降，经常找不到东西，症状时好时坏，头颅MRI检查提示右侧额叶软化灶，双侧半卵圆中心多发缺血灶。其最可能的诊断是： (3.0分),A.阿尔茨海默病 B.路易体痴呆 C.血管性痴呆 D.额颞叶痴呆 E.进行性核上性麻痹 ,C.血管性痴呆
798,8,8,6,15. 患者，男，67岁，半年前无明显诱因出现行动迟缓，肢体动作及面部表情少，走路慢，转弯困难，伴有记忆力下降，并出现幻觉，看到床边有"鸡、鸭、牛"，头颅CT提示脑白质轻度脱髓鞘改变，诊断为"帕金森病"予以美多巴、安坦、氯丙嗪等药物治疗，行动迟缓未见明显好转，幻觉消失，3月前再次出现幻觉，看到被子上有蛇，头颅MRI检查提示双侧基底节区少量腔隙性梗死灶。其最可能的诊断是： (3.0分),A.帕金森病合并痴呆 B.路易体痴呆 C.额颞叶痴呆 D.血管性痴呆 E.以上都是,B.路易体痴呆
799,8,8,6,16. 人类行为的完成需要哪些记忆完成？ (3.0分),A.陈述性记忆 B.非陈述性记忆 C.陈述性记忆和非陈述性记忆 D.两者都不是  ,C.陈述性记忆和非陈述性记忆
800,8,8,6,17. 一般说来，工作记忆最大的容量是多少？ (3.0分),A.3 chunks B.5 chunks C.7 chunks D.9 chunks,C.7 chunks
801,8,8,6,18. 与恐惧记忆相关的是大脑哪个部分？ (3.0分),A.INAH3 B.腹侧被盖区 C.前额页 D.杏仁核,D.杏仁核
802,8,8,6,19. 哪些行为属于记忆中的事件event？ (3.0分),A.上课地点 B.上课内容 C.上课老师 D.上课迟到,D.上课迟到
803,8,8,6,20. LTP与LTD的区别在于(3.0分),A.LTP需要钙离子，而LTD不需要 B.LTP需要AMPA受体，而LTD不需要 C.LTP需要NMDA受体，而LTD不需要 D.两者过程中AMPA受体磷酸化不同,D.两者过程中AMPA受体磷酸化不同
804,8,8,6,21. 下列哪个不是海马LTP的特性： (3.0分),A.侧向抑制性 B.同方向性 C.联合性 D.增强性,A.侧向抑制性
805,8,8,6,22. 下列哪个分子没有参与小脑平行纤维到浦肯野细胞的LTD？ (3.0分),A.PKC B.PKA C.PKG D.NOS,B.PKA
806,8,8,6,23. 如果你希望一个小鼠的水迷宫记忆能力提高，那么下面哪个手段可能有用： (3.0分),A.多喂小鼠镁盐 B.多喂小鼠钾盐 C.多喂小鼠糖 D.多喂小鼠味精,A.多喂小鼠镁盐
807,8,8,6,24. 下列哪项不属于胶质细胞病变的特点：(3.0分),A.鬼影细胞 B.淀粉小体形成 C.卫星现象 D.嗜神经现象 E.包涵体形成,A.鬼影细胞
