,grade,module,week,question_stem,choice,answer
160,6,7,5,21. 肾病综合征高凝状态的产生是由于(3.0分),A.低白蛋白血症，高脂血症，凝血因子增加，抗凝血酶Ⅲ增加， B.血小板数目减少，其粘附力、聚集力增强 C.病理性纤维溶解力增强 D.激素的使用可加重血液的高凝状态，利尿剂的使用可使血液浓缩,D.激素的使用可加重血液的高凝状态，利尿剂的使用可使血液浓缩
161,6,7,5,22. 肾小球源性血尿的主要特点是：(3.0分),A.肉眼血尿    B.尿中红细胞小于 10 个/HPC  C.尿中红细胞大于 10 个/HPC    D.以畸形红细胞为主           E.以正常红细胞为主,B.尿中红细胞小于 10 个/HPC 
162,6,7,5,23. 肾病综合征患者发生特发性急性肾衰竭的机制(3.0分),A.肾小管腔内基本无蛋白管型 B.肾病理检查显示肾间质重度水肿 C.肾病理检查显示肾小球病变严重，广泛新月体形成 D.肾小管上皮细胞必然发生变性，坏死,B.肾病理检查显示肾间质重度水肿
163,6,7,5,24. 目前研究表明，与免疫复合物无关的肾小球肾炎是(3.0分),A.弥漫性毛细血管外增生性肾小球肾炎 B.弥漫性膜性增生性肾小球肾炎 C.膜性肾病 D.弥漫性毛细血管内增生性肾小球肾炎 E.轻微病变性肾小球肾炎,E.轻微病变性肾小球肾炎
164,6,7,5,25. III型超敏反应性疾病中引起组织损伤作用最强的细胞是(3.0分),A.淋巴细胞 B.中性粒细胞 C.血小板 D.T细胞 E.单核细胞,B.中性粒细胞
165,6,7,5,26. 慢性肾盂肾炎形态变化可能性最小的是(3.0分),A.肾间质纤维化 B.肾小管腔内见淋巴细胞 C.肾小球代偿性肥大 D.肾小球球囊周围纤维化 E.肾盂黏膜纤维化,B.肾小管腔内见淋巴细胞
166,6,7,5,27. 欧美人群引起终末期肾病的首位原因是(3.0分),A.IgA肾病 B.糖尿病肾病 C.高血压肾病 D.膜性肾病 E.FSGS,B.糖尿病肾病
167,6,7,5,28. 下列描述正确的是(3.0分),A.急进性肾炎的病理表现都有免疫复合物沉积 B.慢性肾炎的蛋白尿都在1.g/d以上 C.钙离子拮抗剂因为降压效果显著，是治疗肾性高血压的首选 D.病史在一个月以内的都是急性肾炎 E.蛋白尿>1.0g/d，血压的控制靶目标<125/75mmHg,E.蛋白尿>1.0g/d，血压的控制靶目标<125/75mmHg
168,6,7,5,29. Berger病是(3.0分),A.系膜毛细血管增生性肾炎 B.膜性肾病 C.IgA肾病 D.局灶阶段性肾小球硬化 E.轻微病变,C.IgA肾病
169,6,7,5,30. 急性肾盂肾炎的病变特点是(3.0分),A.以肾盂为主的急性化脓性炎症 B.不累及肾小球、肾小管的化脓性炎症 C.以肾和肾盂为主的急性化脓性炎症 D.单发性肾脓肿 E. 以肾和肾盂为主的非化脓性炎症,C.以肾和肾盂为主的急性化脓性炎症
170,6,7,5,31. 关于糖尿病肾病，正确的是(3.0分),A.常需要糖皮质激素治疗 B.血糖控制在正常范围内，糖尿病肾病就不会进展 C.是糖尿病微血管病变 D.如糖皮质激素治疗效果差，可加用CTX E.根据蛋白尿和肾功能，糖尿病临床分为三期,C.是糖尿病微血管病变
171,6,7,5,1. 微小病变的病理改变为(3.0分),A.免疫荧光检查，未见有IgG及C3沉积 B.电镜下可见肾小球基膜外侧的上皮细胞足突肿胀融合 C.光学显微镜下肾小球基本正常 D.电镜下肾小球基底膜有沉积物 E.电镜下肾小球基膜外侧的上皮细胞下有沉积物,A.免疫荧光检查，未见有IgG及C3沉积 B.电镜下可见肾小球基膜外侧的上皮细胞足突肿胀融合 C.光学显微镜下肾小球基本正常
172,6,7,5,2. 肾病综合征小儿常见并发症是(3.0分),A.原发性腹膜炎 B.低钙血症 C.低钠血症 D.肾静脉血栓,A.原发性腹膜炎 B.低钙血症 C.低钠血症 D.肾静脉血栓
442,7,7,5,1. 肾小球肾炎中免疫荧光阳性物质主要是(2.5分),A.抗原、补体   B.抗原     C.抗体    D.  细菌、抗体、补体 E.抗体、补体,E.抗体、补体
443,7,7,5,2. 引起急性肾小球肾炎的常见病因是(2.5分),A.  甲型肝炎病毒感染  B.乙型肝炎病毒感染  C.葡萄球菌感染  D.β溶血性链球菌A族12型 感染  E.乙族甲组溶血性链球菌感染 ,D.β溶血性链球菌A族12型 感染 
444,7,7,5,3. III型超敏反应性疾病中引起组织损伤作用最强的细胞是(2.5分),A.T细胞 B.中性粒细胞 C.血小板 D.淋巴细胞 E.单核细胞,B.中性粒细胞
445,7,7,5,4. 引起儿童肾病综合征最常见的肾小球疾病是(2.5分),A.膜性肾病 B.脂性肾病                           C.IgA肾病  D.新月体性肾炎 E.链球菌感染后肾炎,B.脂性肾病                          
446,7,7,5,5. 尿中找见白细胞管型，应首先考虑：(2.5分),A.慢性肾小球肾炎 B.脂性肾病 C.急性肾盂肾炎 D.膜性肾病 E.急性膀胱炎,C.急性肾盂肾炎
447,7,7,5,6. 临床以肾小管功能障碍为主，常伴低钠、低钾和代谢性酸中毒的疾病是：(3.5分),A.慢性肾小球肾炎 B.慢性肾盂肾炎 C.急性肾小球肾炎 D.急性肾盂肾炎 E.新月体性肾小球炎,B.慢性肾盂肾炎
448,7,7,5,7. 新月体性肾小球肾炎的病变特点是：(2.5分),A.基底膜"双轨状"  B.基底膜"钉突"形成 C.大量新月体形成  D.肾小球系膜细胞增生、基质增多 E.足突消失,C.大量新月体形成 
449,7,7,5,8. 选择性蛋白尿的特点是(2.5分),A.24小时尿蛋白量超过 3.5g    B.多为大分子蛋白尿    C.多为球蛋白    D.以白蛋白为主的蛋白尿  E.24 小时尿蛋白不少于 150mg,D.以白蛋白为主的蛋白尿 
450,7,7,5,9. 男，16 岁，头痛，乏力，两眼浮肿，尿少一周，血压（105/100mmHg），发病前十天，曾有感冒咽痛史，首先应采取哪种检查最有利于诊断？(2.5分),A.查血白细胞总数及分类    B.查尿常规+比重    C.查空腹血尿素氮  D.查内生肌酐清除率     E.查血、尿渗透压,D.查内生肌酐清除率    
451,7,7,5,10.  肾穿刺活组织检查的适应证中下列哪项不正确  (2.5分),A.原因不明的肾小球肾炎 B.肾病综合征肾上腺皮质激素治疗4～6周无效 C.原因不明的血尿或蛋白尿 D.继发性肾小球肾炎 E.肾肿瘤,E.肾肿瘤
452,7,7,5,11. 肾小球源性血尿的主要特点是：(3.5分),A.肉眼血尿    B.尿中红细胞大于 10 个/HPC    C.尿中红细胞小于 10 个/HPC，以畸形红细胞为主           D.以正常红细胞为主,C.尿中红细胞小于 10 个/HPC，以畸形红细胞为主          
453,7,7,5,12. 女，16 岁，三周前猩红热，三天来眼睑浮肿，血压（130/70mmHg），尿蛋白++，比重 1.028，镜下可见红细胞管型，血尿素氮 7.1mmol/L，血肌酐：188?mol/L，治疗的最主要的措施是？(2.5分),A.透析疗法    B.加强营养    C.休息并控制感染    D.激素   E.抗凝疗法,C.休息并控制感染   
454,7,7,5,13. 急性肾炎与急进性肾炎临床表现相似之处(2.5分),A.浮肿、少尿、高血压 B.中度贫血 C.肾功能迅速恶化 D.持续尿少 E.持续无尿,A.浮肿、少尿、高血压
455,7,7,5,14. 肾病综合征高凝状态的产生是由于(3.0分),A.低白蛋白血症，高脂血症，凝血因子增加，抗凝血酶Ⅲ增加， B.病理性纤维溶解力增强 C.血小板数目减少，其粘附力、聚集力增强 D.激素的使用可加重血液的高凝状态，利尿剂的使用可使血液浓缩,D.激素的使用可加重血液的高凝状态，利尿剂的使用可使血液浓缩
456,7,7,5,15. 大量蛋白尿说明是 (2.5分),A.肾小球滤过膜改变 B.肾小管对蛋白的回吸收障碍 C.组织性蛋白尿 D.溢出性蛋白尿,A.肾小球滤过膜改变
457,7,7,5,16. 肾病综合征患者容易发生感染的原因 (2.5分),A.长期低蛋白血症导致蛋白质营养不良 B.免疫球蛋白减少造成机体免疫力亢进 C.与糖皮质激素治疗无关 D.与利尿剂治疗密切相关,A.长期低蛋白血症导致蛋白质营养不良
458,7,7,5,17. 关于肾病综合征患者容易发生血栓、栓塞并发症，以下正确的是(2.5分),A.血液浓缩及高脂血症造成血液粘稠度增加 B.机体凝血，抗凝，纤溶系统保持平衡 C.血小板数目减少，其粘附力、聚集力增强 D.发生血栓、栓塞最常见的是冠状血管和脑血管，肺血管不会发生栓塞,A.血液浓缩及高脂血症造成血液粘稠度增加
459,7,7,5,18. 肾球囊覆盖的上皮细胞是(2.5分),A. 内皮细胞 B.系膜细胞 C. 脏层上皮细胞 D. 壁层上皮细胞 E.以上都不是,D. 壁层上皮细胞
460,7,7,5,19. 感染后肾小球肾炎是一种 (2.5分),A.以变质为主的炎症 B. 以渗出为主的炎症 C. 以增生为主的炎症 D. 以出血为主的炎症 E.化脓性炎症,C. 以增生为主的炎症
461,7,7,5,20. 慢性肾盂肾炎形态变化可能性最小的是(2.5分),A.肾间质纤维化 B.肾小球球囊周围纤维化 C.肾小球代偿性肥大 D.肾小管腔内见淋巴细胞 E.肾盂黏膜纤维化,D.肾小管腔内见淋巴细胞
462,7,7,5,21. 慢性肾小球肾炎的肾小球变化主要是 (2.5分),A.肾小球纤维化，玻璃样变性 B.肾小球周围纤维化，肾球囊壁增厚 C.入球小动脉玻璃样变性，肾小球萎缩 D. 肾小球毛细血管内皮细胞增生，肾小球缺血 E.肾小球球囊脏层上皮细胞显著增生,A.肾小球纤维化，玻璃样变性
463,7,7,5,22. 下列哪项通常不是肾小球肾炎的临床表现(2.5分),A.蛋白尿 B.血尿 C.高血压 D.浮肿 E.肾功能不全 F.尿频,F.尿频
464,7,7,5,23. Berger病是(2.5分),A.膜性肾病 B.系膜毛细血管增生性肾炎 C.IgA肾病 D.局灶阶段性肾小球硬化 E.轻微病变,C.IgA肾病
465,7,7,5,24. 下列哪项不是促进肾小球肾炎进展的机制(2.5分),A.免疫反应 B.炎症反应 C.高血压 D.少尿 E.蛋白尿,D.少尿
466,7,7,5,25. 中国最常见的原发性肾小球肾炎是(2.5分),A.IgA肾病 B.系膜增生性肾小球肾炎 C.系膜毛细血管性肾炎 D.膜性肾病 E.局灶节段性肾小球硬化,A.IgA肾病
467,7,7,5,26. 下列哪点不是狼疮性肾炎的临床表现(2.5分),A.蛋白尿 B.尿频 C.慢性肾衰 D.高血压 E.急性肾衰,B.尿频
468,7,7,5,27. 欧美人群引起终末期肾病的首位原因是(2.5分),A.高血压肾病 B.糖尿病肾病 C.IgA肾病 D.膜性肾病 E.FSGS,B.糖尿病肾病
469,7,7,5,28. 最常累及肾脏的血液系统疾病是(2.5分),A.淋巴瘤 B.白血病 C.多发性骨髓瘤 D.缺铁性贫血 E.骨髓异常增生综合征,C.多发性骨髓瘤
470,7,7,5,29. 远端型RTA确诊的条件错误的是(2.5分),A.尿中可滴定酸或（和）NH4＋减少 B.尿PH>6.0 C.AG正常的高血氯性代谢性酸中毒 D.一般不发生肾结石和肾钙化。,D.一般不发生肾结石和肾钙化。
471,7,7,5,30. 关于近端肾小管酸中毒的发病机制，下列哪种说法不正确(2.5分),A.近端肾小管HCO3-重吸收障碍 B.肾小管上皮细胞管腔侧H+－ Na+交换障碍 C.肾小管上皮细胞基底侧Na+－ HCO3-协同转运（从胞内转运入血）障碍 D.醛固酮分泌减少或肾小管对醛固酮反应减弱,D.醛固酮分泌减少或肾小管对醛固酮反应减弱
472,7,7,5,31. 远端型RTA的临床表现，不正确的有(2.5分),A.PH下降，尿液酸性 B.低血钙，低血磷和骨病 C.高钾血症 D.周期性麻痹,A.PH下降，尿液酸性
473,7,7,5,32. 急性间质性肾炎的临床表现错误的是(2.5分),A.肾小管酸中毒 B.低比重及低渗透压尿 C.蛋白尿、血尿 D.少尿,A.肾小管酸中毒
474,7,7,5,33. 慢性间质性肾炎早期的临床表现错误的为(2.5分),A.肾小管酸中毒 B.肾性糖尿 C.Fanconi综合症 D.肾性贫血及高血压,D.肾性贫血及高血压
475,7,7,5,34. 儿童肾脏最常见的恶性肿瘤是：(2.5分),A..移行细胞癌 B.肾母细胞瘤 C.腺鳞癌 D.鳞状细胞癌 E.肾细胞癌,B.肾母细胞瘤
476,7,7,5,35. Nephrotic syndrome does not include: (2.5分),A.massive proteinuria B. generalized edema C.hypoalbuminemia D. hematuria E.hyperlipidemia,D. hematuria
477,7,7,5,"36. Acute pyelonephritis is associated with each of the following, EXCEPT:(2.5分)",A.suppurative inflammation of the kidney and the renal pelvis B.hematogenous infection is the most common route C.urinary obstruction is a predisposing factor D.female are easily involved than male E.Escherichia coli is the most common causative organism,B.hematogenous infection is the most common route
478,7,7,5,"37. Acute glomerulonephritis is associated with each of the following, EXCEPT:(2.5分)",A. -hemolytic streptococci infection  B.deposition of immune complex C.no crescents formed in any cases D.subepithelial "humps" nestled immune complex E.elevated serum antistreptolysin titers,C.no crescents formed in any cases
479,7,7,5,38. 免疫复合物性肾小球肾炎的病灶(2.5分),"A.依赖于红细胞和补体 B.致尿量增多 C.既需要补体,又需要中性粒细胞 D.依赖于巨噬细胞 E.需要抗体和补体的全部九种组分","C.既需要补体,又需要中性粒细胞"
480,7,7,5,39. 目前认为多数人类肾小球疾病是(2.5分),A.遗传性疾病  B.细菌感染性疾病  C.免疫介导的疾病  D.免疫缺陷性疾病  E.肾小球损伤性疾病,C.免疫介导的疾病 
746,8,7,5,1. 选择性蛋白尿的特点是：(2.0分),A.24小时尿蛋白量超过 3.5g    B.多为大分子蛋白尿    C.多为球蛋白    D.以白蛋白为主的蛋白尿  E.24 小时尿蛋白不少于 150mg,D.以白蛋白为主的蛋白尿 
747,8,7,5,2. 男，16 岁，头痛，乏力，两眼浮肿，尿少一周，血压（105/100mmHg），发病前十天，曾有感冒咽痛史，首先应采取哪种检查最有利于诊断(2.0分),A.查血白细胞总数及分类    B.查尿常规+比重    C.查空腹血尿素氮  D.查内生肌酐清除率     E.查血、尿渗透压,D.查内生肌酐清除率    
748,8,7,5,3. 肾穿刺活组织检查的适应证中下列哪项不正确 (2.0分),A.原因不明的肾小球肾炎 B.肾病综合征肾上腺皮质激素治疗4～6周无效 C.原因不明的血尿或蛋白尿 D.继发性肾小球肾炎 E.肾肿瘤,E.肾肿瘤
749,8,7,5,4. 肾小球源性血尿的主要特点是(2.0分),A.肉眼血尿    B.尿中红细胞大于 10 个/HPC    C.尿中红细胞小于 10 个/HPC，以畸形红细胞为主           D.以正常红细胞为主,C.尿中红细胞小于 10 个/HPC，以畸形红细胞为主          
750,8,7,5,5. 女，16 岁，三周前猩红热，三天来眼睑浮肿，血压（130/70mmHg），尿蛋白++，比重 1.028，镜下可见红细胞管型，血尿素氮 7.1mmol/L，血肌酐：188?mol/L，治疗的最主要的措施是？(2.0分),A.透析疗法    B.加强营养    C.休息并控制感染    D.激素   E.抗凝疗法,C.休息并控制感染   
751,8,7,5,6. 急性肾炎与急进性肾炎临床表现相似之处(2.0分),A.浮肿、少尿、高血压 B.中度贫血 C.肾功能迅速恶化 D.持续尿少 E.持续无尿,A.浮肿、少尿、高血压
752,8,7,5,7. 肾病综合征预后最差的病理类型可能是 (2.0分),A.轻微病变 B.局灶硬化型 C.系膜增生型 D.膜性肾病 E.膜增生型,E.膜增生型
753,8,7,5,8. 一个6岁患儿，血压90/60mmHg，颜面及四肢凹陷性水肿，血浆总蛋白41g/L，血浆白蛋白20g/L，血胆固醇7.2mmol/L，BUN5.3mmol/L，尿蛋白+++，RBCl～2/HP。此患儿最可能的诊断为(2.0分),A.IgA肾病 B.急性肾炎 C.单纯型肾病 D.肾炎型肾病 E.急进性肾炎,C.单纯型肾病
754,8,7,5,9. 关于肾小球肾炎的发病机制，目前认为关系最密切的是 (2.0分),A.免疫复合物损伤 B.T淋巴细胞致敏 C.机体免疫功能低下 D.抗体直接损伤 E.B淋巴细胞致敏,A.免疫复合物损伤
755,8,7,5,10. 肾小球肾炎中免疫荧光阳性物质主要是(2.0分),A.抗原、补体   B.抗原     C.抗体    D.细菌、抗体、补体 E.抗体、补体,E.抗体、补体
756,8,7,5,11. 免疫复合物性肾小球肾炎的病灶(2.0分),"A.依赖于红细胞和补体 B.致尿量增多 C.既需要补体,又需要中性粒细胞 D.依赖于巨噬细胞 E.需要抗体和补体的全部九种组分","C.既需要补体,又需要中性粒细胞"
757,8,7,5,12. 目前认为多数人类肾小球疾病是 (2.0分),A.遗传性疾病  B.细菌感染性疾病  C.免疫介导的疾病  D.免疫缺陷性疾病  E.肾小球损伤性疾病,C.免疫介导的疾病 
758,8,7,5,13. 最终导致肾小球损伤并产生相应的临床症状主要是(2.0分),A.循环免疫复合物沉积及原位免疫复合物形成  B.细胞免疫  C.免疫反应激活炎症细胞使之释放炎症介质致肾损害  D.凝血及纤溶系统因子及细胞粘附分子  E.肾小球固有细胞在特定条件下有致损伤作用 ,C.免疫反应激活炎症细胞使之释放炎症介质致肾损害 
759,8,7,5,14. 引起急性肾小球肾炎的常见病因是(2.0分),A.甲型肝炎病毒感染  B.乙型肝炎病毒感染  C.葡萄球菌感染  D.β溶血性链球菌A族12型 感染  E.乙族甲组溶血性链球菌感染 ,D.β溶血性链球菌A族12型 感染 
760,8,7,5,15. 目前研究表明，与免疫复合物无关的肾小球肾炎是(2.0分),A.弥漫性毛细血管内增生性肾小球肾炎 B.弥漫性毛细血管外增生性肾小球肾炎 C.弥漫性膜性增生性肾小球肾炎 D.膜性肾病 E.轻微病变性肾小球肾炎,E.轻微病变性肾小球肾炎
761,8,7,5,16. 引起儿童肾病综合征最常见的肾小球疾病是(2.0分),A.膜性肾病                            B.脂性肾病                            C.IgA肾病  D.新月体性肾炎 E.链球菌感染后肾炎,B.脂性肾病                           
762,8,7,5,17. 急性弥漫增生性肾炎的肉眼改变是(2.0分),A.大红肾 B.大白肾 C.固缩肾 D.瘢痕肾 E.分叶肾,A.大红肾
763,8,7,5,18. 尿中找见白细胞管型，应首先考虑：(2.0分),A.慢性肾小球肾炎 B.脂性肾病 C.急性肾盂肾炎 D.膜性肾病 E.急性膀胱炎,C.急性肾盂肾炎
764,8,7,5,19. 慢性肾盂肾炎的形态变化中少见者是：(2.0分),A.肾小球囊周围纤维化 B.肾盂肾盏纤维化 C.肾小管萎缩或扩张 D.肾小管上皮细胞内含有脂滴 E.肾间质淋巴细胞、浆细胞浸润,D.肾小管上皮细胞内含有脂滴
765,8,7,5,20. 临床以肾小管功能障碍为主，常伴低钠、低钾和代谢性酸中毒的疾病是：(2.0分),A.慢性肾小球肾炎 B.慢性肾盂肾炎 C.急性肾小球肾炎 D.急性肾盂肾炎 E.新月体性肾小球炎,B.慢性肾盂肾炎
766,8,7,5,21. 肾盂肾炎最常见的致病菌是：(2.0分),A.链球菌 B.绿脓杆菌 C.大肠杆菌 D.变形杆菌 E.肠球菌,C.大肠杆菌
767,8,7,5,22. 新月体性肾小球肾炎的病变特点是：(2.0分),A.基底膜"双轨状"   B.基底膜"钉突"形成 C.大量新月体形成  D.肾小球系膜细胞增生、基质增多 E.足突消失,C.大量新月体形成 
768,8,7,5,23. Nephrotic syndrome does not include:(2.0分),A.massive proteinuria B.generalized edema C.hypoalbuminemia D. hematuria E.hyperlipidemia,D. hematuria
769,8,7,5,24. 肾病综合征合并感染以下哪项判断不正确 (2.0分),A.肾病综合征合并感染时可能临床表现欠典型或症状相对较轻 B.肾病综合征患者外周血WBC及中性粒细胞比例增高说明合并感染需抗感染治疗 C.肾病综合征患者外周血WBC及中性粒细胞比例不高不一定不存在感染 D.肾病综合征患者尿WBC高不一定是尿感,B.肾病综合征患者外周血WBC及中性粒细胞比例增高说明合并感染需抗感染治疗
770,8,7,5,25. 大量蛋白尿说明是(2.0分),A.肾小球滤过膜改变 B.肾小管对蛋白的回吸收障碍 C.组织性蛋白尿 D.溢出性蛋白尿,A.肾小球滤过膜改变
771,8,7,5,26. 肾病综合征患者容易发生感染的原因  (2.0分),A.长期低蛋白血症导致蛋白质营养不良 B.免疫球蛋白减少造成机体免疫力亢进 C.与糖皮质激素治疗无关 D.与利尿剂治疗密切相关,A.长期低蛋白血症导致蛋白质营养不良
772,8,7,5,27. 关于肾病综合征患者容易发生血栓、栓塞并发症，以下正确的是 (2.0分),A.血液浓缩及高脂血症造成血液粘稠度增加 B.机体凝血，抗凝，纤溶系统保持平衡 C.血小板数目减少，其粘附力、聚集力增强 D.发生血栓、栓塞最常见的是冠状血管和脑血管，肺血管不会发生栓塞,A.血液浓缩及高脂血症造成血液粘稠度增加
773,8,7,5,28. 肾病综合征患者发生特发性急性肾衰竭的机制(2.0分),A.肾病理检查显示肾小球病变严重，广泛新月体形成 B.肾病理检查显示肾间质重度水肿 C.肾小管腔内基本无蛋白管型 D.肾小管上皮细胞必然发生变性，坏死,B.肾病理检查显示肾间质重度水肿
774,8,7,5,29. 下列哪项是诊断肾病综合征的必备条件之一(2.0分),A.水肿 B.高脂血症 C.尿蛋白>3.5g/d D.高血压 E.尿量<800ml/d,C.尿蛋白>3.5g/d
775,8,7,5,30. 下列描述正确的是(2.0分),A.病史在一个月以内的都是急性肾炎 B.慢性肾炎的蛋白尿都在1.g/d以上 C.钙离子拮抗剂因为降压效果显著，是治疗肾性高血压的首选 D.急进性肾炎的病理表现都有免疫复合物沉积 E.蛋白尿>1.0g/d，血压的控制靶目标<125/75mmHg,E.蛋白尿>1.0g/d，血压的控制靶目标<125/75mmHg
776,8,7,5,31. Berger病是(2.0分),A.膜性肾病 B.系膜毛细血管增生性肾炎 C.IgA肾病 D.局灶阶段性肾小球硬化 E.轻微病变,C.IgA肾病
777,8,7,5,32. 下列哪项不是促进肾小球肾炎进展的机制(2.0分),A.免疫反应 B.炎症反应 C.高血压 D.少尿 E.蛋白尿,D.少尿
778,8,7,5,33. 肾病综合征的并发症不包括(2.0分),A.血栓 B.感染 C.代谢性碱中毒 D.急性肾衰 E.高脂血症,C.代谢性碱中毒
779,8,7,5,34. 中国最常见的原发性肾小球肾炎是(2.0分),A.  IgA肾病 B.系膜增生性肾小球肾炎 C.系膜毛细血管性肾炎 D.膜性肾病 E.局灶节段性肾小球硬化,A.  IgA肾病
780,8,7,5,35. 下列哪点不是狼疮性肾炎的临床表现(2.0分),A.蛋白尿 B.尿频 C.慢性肾衰 D.高血压 E.急性肾衰,B.尿频
781,8,7,5,36. 最常累及肾脏的血液系统疾病是(2.0分),A.淋巴瘤 B.白血病 C.多发性骨髓瘤 D.缺铁性贫血 E.骨髓异常增生综合征,C.多发性骨髓瘤
782,8,7,5,37. 关于近端肾小管酸中毒的发病机制，下列哪种说法不正确(2.0分),A.近端肾小管HCO3-重吸收障碍 B.肾小管上皮细胞管腔侧H+－ Na+交换障碍 C.肾小管上皮细胞基底侧Na+－ HCO3-协同转运（从胞内转运入血）障碍 D.醛固酮分泌减少或肾小管对醛固酮反应减弱,D.醛固酮分泌减少或肾小管对醛固酮反应减弱
783,8,7,5,38. 远端型RTA的临床表现，不正确的有(2.0分),A.PH下降，尿液酸性 B.低血钙，低血磷和骨病 C.高钾血症 D.周期性麻痹,A.PH下降，尿液酸性
