number,grade,module,week,question_stem,choice,correct_answer
84,7,1,1,34. The proportion of genes shared by first cousins is on average ___.(2.0分),A.1/2 B.1/16 C.1/8 D.1/4 E.1/32,C.1/8
85,7,1,1,"35. A study of a disorder reveals that monozygotic twins are concordant 40% of the time, whereas full siblings are concordant 10% of the time. Which of the following is the best interpretation of this finding?(2.0分)","A.Genes contribute to the trait, but are not deterministic. B.The trait has no genetic component. C.The trait is completely determined by genetics. D.The trait is completely determined by environmental factors.. E.The trait must be due to the biology of twinning.","A.Genes contribute to the trait, but are not deterministic."
86,7,1,1,36. A case-control association study indicates a 1.6 fold relative risk of diabetes in individuals who carry a specific allele. What is the most reasonable interpretation of this result?(2.0分),"A.The allele causes the trait in the study population. B.The allele may not cause the trait, but the gene does cause the trait in the study population. C.There is an association between the allele and expressing the trait in the population that was studied. D.The allele is closely linked to another allele that causes the trait in the study population. E.No association exists between the allele and diabetes in the study population.",C.There is an association between the allele and expressing the trait in the population that was studied.
87,7,1,1,37. To say that two alleles are in linkage disequilibrium implies that:(2.0分),A.The alleles function together in the same pathway. B.The alleles are so close that recombination never occurs between them. C.The two alleles are together in the same haplotype more often that predicted by chance. D.One allele arose from the other by mutation. E.The alleles have relationship.,C.The two alleles are together in the same haplotype more often that predicted by chance.
88,7,1,1,38. Why might a woman opt for chrionic villus sampling (CVS) over amniocentesis for prenatal diagnosis？ (2.0分),A.It is more accurate than amniocentesis.  B.More doctors are trained to perform CVS than amniocentesis.  C.It can be performed earlier in gestation.  D.There are much lower complication rates for CVS.  E.More genetic disorders can be found by CVS than by amniocentesis.,C.It can be performed earlier in gestation. 
89,7,1,1,39. The risk for miscarriage associated with amniocentesis is approximately ____.(2.0分),A.1/50 B.1/10 C.1/100 - 1/200 D.1/1000 E.1/3000,C.1/100 - 1/200
90,7,1,1,40. Availability of DNA testing for many single disease traits has allowed routine prenatal screening of couples for disorders prevalent in their ethnic group. Which of the following genetic disorders has a similar incidence in different ethnic groups and wou(2.0分),A.Tay-Sachs disease B.Thalassemias C.Cystic fibrosis D.Down syndrome E.Huntington disease,D.Down syndrome
91,7,1,1,41. Which of the following techniques was NOT used to detect an unknown mutation?(2.0分),A.ASO B.SSCP C.DHPLC D.DGGE E.DNA sequencing,A.ASO
92,7,1,1,42. Which of the following prenatal diagnostic techniques routinely allows fetal chromosomes to be analyzed during first trimester of pregnancy?(2.0分),A.Radiography B.Chorionic villus sampling C.Cordocentesis D.Amniocentesis E.Maternal triple testing,B.Chorionic villus sampling
93,7,1,1,43. Who won the Nobel Prize for His (their) contributions to PCR technique?(2.0分),A.Sanger F B.Southern E C.Mullis K D.Watson J and Crick F E.Yuet Wai Kan,C.Mullis K
94,7,1,1,44. For what purpose are prenatal screening tests best used?(2.0分),A.To diagnose a suspected disease in a parent B.To diagnose a suspected disease in a fetus   C.To obtain fetal cells for chromosome karyotyping D.To identify individuals who should undergo diagnostic testing E.To examine the DNA of a fetus for suspected mutations in a specific gene,D.To identify individuals who should undergo diagnostic testing
95,7,1,1,45. The majority of vectors used for gene transfer in the clinical setting are derived from: (2.0分),A.automated DNA synthesis B.insects C.bacteria D.viruses E.yeast,D.viruses
96,7,1,1,"46. Gene therapy is an established, broadly available procedure for the treatment of: (2.0分)",A.melanoma B.deafness C.hemophilia D.cystic fibrosis E.no disease as yet,E.no disease as yet
97,7,1,1,47. Becky is a 7-day-old infant who has phenylketonuria. Her parents have come to you for advice on managing her condition. Which of the following statements most accurately describes the best management for this disorder? (2.0分),A.All protein must be eliminated from the diet.  B.A high-protein diet in a pregnant mother causes phenylketonuria.  C.A protein-restricted diet must be followed.  D.A high-protein diet must be followed  E.A high-protein diet must be followed.,C.A protein-restricted diet must be followed. 
98,7,1,1,48. Advantages of using adenoviruses for gene therapy include:(2.0分),A.long term expression. B.low risk of insertional mutagenesis. C.short term expression. D.low immunogenecity. E.easy assembly.,B.low risk of insertional mutagenesis.
99,7,1,1,49. Which of the following is the usual treatment of hemophilia A?(2.0分),A.Infusion of factor VIII as needed B.Blood transfusion C.Liver transplant D.Bone marrow transplant E.Spleen transplant,A.Infusion of factor VIII as needed
100,7,1,1,50. Which of the following gene-therapy vectors preferentially infects nerve cells?(2.0分),A.Adenovirus B.Retrovirus C.Herpes virus D.Adeno-associated virus E.Liposome,C.Herpes virus
401,8,1,1,1. The TATA box is located in the(2.0分),A.Splice enhancer. B.Intron-exon border. C.Poly-A addition site. D.Promoter E.Cap site.,D.Promoter
406,8,1,1,6. 细胞周期中哪个时期可制备良好的染色体标本： (2.0分),A.G1期 B. S 期 C. G2期  D. M 期,D. M 期
407,8,1,1,7. 植物血凝素在人类染色体制备过程的作用机理： (2.0分),A.促进染色体凝集 B.促进红细胞解体 C.细胞周期阻滞在有丝分裂中期    D.刺激淋巴细胞增殖。,D.刺激淋巴细胞增殖。
409,8,1,1,9. 0.075M的 KCl在人类染色体制备过程的作用不包括： (2.0分),A.红细胞解体 B.染色体分散 C.白细胞膨胀 D.淋巴细胞解体,D.淋巴细胞解体
410,8,1,1,10. The splice donor is located(2.0分),A.At the 5' end of the intron. B.At the promoter. C.At the branch point of the intron. D.At the 3' end of the intron. E.At the enhancer.,A.At the 5' end of the intron.
411,8,1,1,11. Types of nucleic acid hybridisation include the below EXCEPT(2.0分),A.Northern blotting B.Southern blotting C.Microarray D.Western blotting E.DNA fingerprinting,D.Western blotting
412,8,1,1,12. 若单个样本的SSCP结果为阳性，这说明： (2.0分),A.样本检测区域无突变   B.样本检测区域有突变 C.样本一定为致病突变 D.无法分析,B.样本检测区域有突变
413,8,1,1,13. 疾病的时间分布中，周期性是指： (2.0分),A.对疾病动态的连续数年乃至数十年的观察，在这个长时间内观察探讨疾病的病原体、临床表现、发病率、死亡率等的变化或它们同时发生的变化情况 B.疾病发生频率经过一个相当规律的时间间隔，呈现规律性变动的状况 C.以日、周、月计数的短期观察数据 D.疾病每年在一定的季节内呈现发病率升高的现象 E.以上都不对,B.疾病发生频率经过一个相当规律的时间间隔，呈现规律性变动的状况
414,8,1,1,14. G带制备中染色体带型不好的原因不包括： (2.0分),A.Giemsa染色时间不够 B.染色体标本不好    C.胰酶消化时间不合适 D.显微镜分辨率不够,D.显微镜分辨率不够
419,8,1,1,19. 有关窗技术的，下列关于窗位的概念，正确的是(2.0分),A.窗位与所显示的组织CT直无关 B.窗位规定所显示CT直的范围 C.不同机器的窗位值不同 D.床位相当于显示灰阶的中心 E.通常窗位选择以水的CT直为标准,D.床位相当于显示灰阶的中心
420,8,1,1,20. SSCP分析的检测灵敏度主要与哪个因素有关： (2.0分),A.核酸片段大小 B.引物序列 C.碱基突变类型      D.DNA的碱基序列,A.核酸片段大小
421,8,1,1,21. 秋水仙素在人类染色体制备过程的作用机理： (2.0分),A.促进淋巴细胞解体 B.细胞周期阻滞在有丝分裂中期    C.促进染色体合成 D.刺激淋巴细胞增殖。,B.细胞周期阻滞在有丝分裂中期   
422,8,1,1,22. SSCP的电泳结果应分析哪种形态的DNA： (2.0分),A.三链 B.双链  C.单链  D.单链和双链,C.单链 
424,8,1,1,24. 下述中，关于像素和体素的不准确的概念是哪项(2.0分),A.像素大小与图像的分辨率高低成反比 B.CT图像的基本组成单元称为体素 C.体素是一个三维概念 D.体素是被矩阵排列分隔的基本成像单元 E.像素实际上是体素在成像时的表现,B.CT图像的基本组成单元称为体素
425,8,1,1,25. An example of genomic imprinting is (2.0分),A.Differentiation of cells to form a specific tissue B.Covalent modification of histones C.Mosaicism D.Paternal X inactivation,D.Paternal X inactivation
426,8,1,1,26. 某社区共有居民500人，2009年4月新发甲型H1N1流感病例10人，截至2009年6月底，共有甲型H1N1流感病例50人，则该社区2009年4月甲型H1N1流感（ ）为2%。(2.0分),A.发病率  B.患病率 C.病死率 D.罹患率 E.死亡率,A.发病率 
427,8,1,1,27. CT值的定义是以（C）的衰减系数为标准来计算各种组织的CT值(2.0分),A.骨 B.空气 C.水 D.脑组织 E.以上都不是,C.水
432,8,1,1,32. Which of the following statements is true of X inactivation?  (2.0分),"A.There will be two Barr bodies in each somatic cell of an XXX female B.The paternal X is always inactive in female somatic cells  C.Because of X inactivation, males with an XXY genotype have no apparent phenotype  D.The entire inactivated X chromosome is transcriptionally silent E.X inactivation hypothesis was first proposed by Francis Collins",A.There will be two Barr bodies in each somatic cell of an XXX female
434,8,1,1,34. A nonsense mutation involves (2.0分),A.the creation of a stop codon. B.an AG splice acceptor site. C.the creation of a different amino acid. D.a regulatory sequence. E.the creation of the same amino acid.,A.the creation of a stop codon.
437,8,1,1,37. Two parents with autosomal recessive albinism have a child who does not have albinism. This is best explained by:(2.0分),A.Genetic heterogeneity. B.Misattributed paternity.（亲子关系出错） C.An incorrect diagnosis in one parent. D.Reversion of one of the mutant alleles to wild type. E.Pleiotropy.,A.Genetic heterogeneity.
438,8,1,1,38. A thalassemia is a hemoglobin disorder in which(2.0分),"A.The beta-globin chain is absent or is present at reduced levels B.Any globin chain is present at normal levels but is misfolded C.The beta-globin chain is present at normal levels but is misfolded D.Any globin chain is absent or is present at reduced levels E.Either B or D is true, depending upon the type of thalassemia",D.Any globin chain is absent or is present at reduced levels
439,8,1,1,39. The presence of genes in the same chromosome is an example of (2.0分),A.Coordination B.Free assortment C.Segregations D.Linkage  E.Fusion,D.Linkage 
441,8,1,1,41. CT探测器的作用是(2.0分),A.探测扫描时散射线是多少 B.探测病人位置是否准确 C.探测中心线是否准直 D.探测透过射线以获得正确曝光量 E.探测透过射线以获得测量数据,E.探测透过射线以获得测量数据
442,8,1,1,42. A couple decide to have prenatal diagnosis because their previous child has Tay-Sachs disease. Which of the following prenatal diagnostic techniques is optimal for fetal diagnosis? (2.0分),A.Amniotic fluid α-fetoprotein levels B.Maternal serum α-fetoprotein (MSAFP) C.Percutaneous umbilical blood sampling D.Chorionic villus sampling (CVS) E.Fetal X-rays,D.Chorionic villus sampling (CVS)
443,8,1,1,43. 下列关于CT值得概念，那一项是正确的(2.0分),A.是物质密度的绝对值 B.反映了物质内水的成分 C.CT值反映了物质的密度 D.不同的机器产生的CT值不同 E.根据CT值可以对病变做出定性诊断,C.CT值反映了物质的密度
444,8,1,1,44. Which of the following techniques was mostly used to detect a trisomy? (2.0分),A.Southern blot B.RFLP C.FISH D.PCR-SSCP E.DNA sequencing,C.FISH
446,8,1,1,"46. In cancer cells, one observes _____ (increased/decreased) methylation of __________(CpG islands/repeat sequences). (2.0分)",A.Decreased; CpG islands B.Increased; CpG islands C.Decreased; repeat sequences D.Increased; repeat sequences,B.Increased; CpG islands
450,8,1,1,50. Which of the following vectors targets both dividing and non-dividing cells? (2.0分),A.Retrovirus B.Adeno-associated virus C.Adenovirus D.Herpes virus E.Liposome,C.Adenovirus
758,9,1,1,8. 通过人类染色体制备及核型分析可用来检测那种遗传突变？ (2.0分),A.. 点突变       B. 移码突变   C. 21三体 D.线粒体突变,C. 21三体
759,9,1,1,9. SSCP不适合检测的突变类型是： (2.0分),A.已知单碱基突变 B.碱基置换 C.未知单碱基突变    D.外显子缺失突变,D.外显子缺失突变
760,9,1,1,10. 若发现视野没有分裂相，二个主要原因有： (2.0分),A.秋水仙素浓度或处理时间不合适   B.胰酶消化时间过长    C.Giemsa染色时间不够 D.低渗时间太短,A.秋水仙素浓度或处理时间不合适  
761,9,1,1,11. PCR产物大小由下列哪种因素决定： (2.0分),A.模板量   B.退火温度  C.引物序列   D.变性温度,C.引物序列  
762,9,1,1,12. PCR产物特异性不高时，需要： (2.0分),A.降低退火温度 B.增加引物和Taq DNA聚合酶的浓度     C.改变Mg++浓度    D.增加退火时间及延伸时间,C.改变Mg++浓度   
767,9,1,1,"17. The carrier frequency for the autosomal recessive disorder Tay-Sachs disease in the Ashkenazi Jewish population is approximately 1 in 30. Which of the following population genetic forces could explain the high carrier frequency in this population, relative to other US populations?  (2.0分)",A.heterozygote advantage B.genetic drift C.high mutation rate D.A and B E.B and C,D.A and B
778,9,1,1,"28. /* Generator: eWebEditor */p.MsoNormal, li.MsoNormal, div.MsoNormal {margin:0cm;margin-bottom:.0001pt;text-align:justify;text-justify:inter-ideograph;font-size:10.5pt;font-family:""Times New Roman"";}div.Section1 {page:Section1;}Which inheritance pattern best describes the pedigree shown here?  ?(2.0分)",A.AD B.AR C.XD D.XR E.Mitochodrial,D.XR
791,9,1,1,"41. /* Generator: eWebEditor */p.MsoNormal, li.MsoNormal, div.MsoNormal {margin:0cm;margin-bottom:.0001pt;text-align:justify;text-justify:inter-ideograph;font-size:10.5pt;font-family:""Times New Roman"";}div.Section1 {page:Section1;}In the gene chip illustrated above, a cDNA library made from a control, unaffected individual has been labelled with a green probe and a cDNA library made from a patient has been labelled with a red probe. Based upon the color of the spots labelled A, B, and C, we can conclude which of the following relationships?  ?(2.0分)","A.Gene B is expressed at a higher level and gene A at a lower level in the patient than in the control, and gene C is expressed at the same level in both people. B.The mRNA from gene A is degraded more rapidly and that from gene B less rapidly in the patient than the control, but the mRNA from gene C is equally stable for both individuals. C.Gene B is expressed at a higher level and gene A at a lower level in the patient than the control, and gene C is not present at all in the patient. D.The mRNA from gene A is degraded more rapidly and that from gene B less rapidly in the patient than the control, and the mRNA from gene C is not present at all in the patient. E.Either A or B",E.Either A or B
792,9,1,1,"42. In the beta-thalassemia case presented in the first week, one might imagine that an embryonic stem cell transplant might cure 何尼科. Where would one obtain such cells?   (2.0分)",A.From the umbilicord cord blood（脐带血） B.From the chorion（绒毛膜） C.From the inner cell mass of the blastocyst（胚泡的内细胞团） D.From the syncytiotrophoblast（合体滋养层） E.From the white blood cells,C.From the inner cell mass of the blastocyst（胚泡的内细胞团）
795,9,1,1,45. Which of the following properties would a single nucleotide polymorphism (SNP) have to be detected by Southern blot?   (2.0分),A.It must alter the encoded amino acid sequence B.It must alter a splice site  C.It must alter a restriction site D.It must be a nonsense mutation E.It must alter the stability of the encoded mRNA,C.It must alter a restriction site
1186,10,1,1,3. Which of the following must be true for gene therapy to ameliorate（改善）a genetic disease?(3.0分),A.The gene therapy vector（载体） must be able to access all cells in the body.  B.A wild-type（野生型） level of the encoded gene product must be achieved.  C.The mutated gene must be excised（切除） and replaced.  D.There must be a limited immune response（免疫反应） to the gene therapy vector.  E.The disease mutation must cause a gain of function（功能获得）.,D.There must be a limited immune response（免疫反应） to the gene therapy vector. 
1189,10,1,1,"6. Suppose you are attempting to find a disease-causing gene（假设你准备寻找某个新疾病基因）, and you have identified a number of families in which the disease is transmitted（假设你准备寻找某个新疾病基因，手头已有多个疾病家系）. If you have no knowledge of the gene product and no reasonable candidate locus（如果你还不知道相关的基因产物和可能的候选基因座）, which of the following would be the FIRST technique you would be most likely to use?(3.0分)",A.Linkage analysis（连锁分析） B.DNA sequencing（DNA测序） C.Single strand conformation polymorphism (SSCP) analysis D.Denaturing high-performance liquid chromatography (dHPLC) E.Fluorescence in situ hybridization (FISH),A.Linkage analysis（连锁分析）
1198,10,1,1,15. Several genetic disorders exhibit genetic association with markers in the major histocompatibility complex region（组织相容性复合体区域。即HLA）. Which of the following factors complicates the further dissection of these associations?(3.0分),A.Few markers（标志） are found in this region.  B.High levels of linkage disequilibrium（连锁不平衡） are found in this region.  C.Low levels of sequence polymorphism are found in this region.  D.Expression of these genes is limited.  E.There is hypermutability（超突变性） of the region.,B.High levels of linkage disequilibrium（连锁不平衡） are found in this region. 
1199,10,1,1,16. Which one of the following conditions is NOT usually regarded as multifactorial?(3.0分),A.Rheumatoid arthritis（类风关） B.Insulin-dependent diabetes mellitus（胰岛素依赖型糖尿病） C.McCune-Albright syndrome（McCune-Albright综合征） D.Asthma（哮喘） E.Parkinson disease（Parkinson病）,C.McCune-Albright syndrome（McCune-Albright综合征）
1202,10,1,1,19. Which of the following is NOT often seen in the individual with Klinefelter syndrome?(3.0分),A.webbed neck（蹼颈） B.ncreased stature（身长） C.diminished IQ (on average)（轻度智力障碍） D.sterility（不育） E.Gynecomastia（男子乳腺发育）,A.webbed neck（蹼颈）
1211,10,1,1,28. 利用出生队列资料将疾病年龄分布和时间分布结合起来描述的一种方法叫做： (3.0分),A.横断面分析   B.生态学分析   C.出生队列分析   D.回顾性分析    E.以上都不对,C.出生队列分析  
1214,10,1,1,31. 有关窗技术的，下列关于组织显示图像灰阶密度高低的描述，正确的是(3.0分),A.窗宽显示密度范围外的组织不能显示，图像表现为黑色 B.与窗位CT值相同的组织显示中等亮度，适于观察 C.无论不同组织密度差异大小，任何图像上肉眼都能发现差别 D.窗宽范围以上的组织显示纯黑色 E.窗宽范围以下的组织显示为纯白色,B.与窗位CT值相同的组织显示中等亮度，适于观察
1216,10,1,1,"33. 某女 has mitochondrial encephalomyopathy and stroke-like episodes (MELAS). Her genetic counselor tells her that it is very difficult to predict the severity（严重程度） of the syndrome in any affected children that she will have. What property of mitochondrial（线粒体） mutations, which is distinct from nuclear mutations（核基因组突变）, explains this variability（变异性） in the expression of mitochondrial mutations?(3.0分)",A.mutation heteroplasmy（杂质性） B.incomplete dominance（不完全显性） C.pleiotropy（多效性） D.epistasis（）上位性 E.the lack of DNA repair enzymes（DNA修复酶） in mitochondria,A.mutation heteroplasmy（杂质性）
1522,11,1,1,4. 检验多能干细胞的标准是: (2.5分),"A.体外向三个胚层分化的能力；  B.体内形成畸胎瘤的能力； C.注射到囊胚后形成嵌合体的能力； D.A, B 和 C","D.A, B 和 C"
1523,11,1,1,5. 目前普遍认为以下哪个部位和功能性造血干细胞的发生发育及维持无关: (2.5分),A.胎肝 (fetal liver)  B.骨髓 (bone marrow)    C.血岛 (blood island) D.主动脉-肾腺区(AGM),C.血岛 (blood island)
1527,11,1,1,9. 疾病的三间分布是指时间分布、地区分布和什么分布？(2.5分),A.年龄 B.性别 C.人群 D.空间 E.季节,C.人群
1535,11,1,1,"17. Jim is a 5-year-old boy with moderate mental retardation（智力低下）, features of autism（自闭症）, and a long face with large ears. What inherited syndrome would be the most likely cause of these features?(2.5分)",A.Down syndrome  B.Fragile X syndrome （脆性X综合征） C.Patau syndrome （即13三体） D.Edward syndrome（即18三体） E.Marfan syndrome,B.Fragile X syndrome （脆性X综合征）
1539,11,1,1,21. You would be likely to observe the lowest heritability（遗传率） score in (2.5分),A.Cystic fibrosis（囊性纤维化） B.Spina bifida（脊柱裂） C.Cleft lip/palate（唇裂/腭裂） D.Mumps（腮腺炎） E.Congenital heart disease（先天性心脏病）,D.Mumps（腮腺炎）
1548,11,1,1,30. Which is false about cffDNA (cell-free fetal DNA in maternal blood)?(2.5分),A.can be used to determine fetal sex B.can be used to determine fetal Rhesus group C.can not be used to determine fetal karyotype D.can not be used to determine fetal risk of spina bifida by now E.has been used to diagnose fetal HIV infection,E.has been used to diagnose fetal HIV infection
1553,11,1,1,35. Which of the following is NOT currently a candidate（候选） for gene therapy?(2.5分),A.Cystic fibrosis（囊性纤维化） B.Adenosine deaminase (ADA) deficiency（腺苷脱氨酶缺乏症） C.Lung cancer D.Bipolar affective disorder（双向情感障碍） E.AIDS,D.Bipolar affective disorder（双向情感障碍）
1556,11,1,1,38. 关于CT重建技术的临床应用，描述错误的是：(2.5分),A.反应直观，利于临床治疗计划       B.反应全面，不需要再费力观察大量薄层原始数据 C.成像角度不同，会影响病变的显示    D.有利于显示与周围结构关系 E.灌注等高级重建可提供更多血流、脏器功能等信息,B.反应全面，不需要再费力观察大量薄层原始数据
1557,11,1,1,39. 造血发育过程中功能性的造血干细胞的长期维持部位是: (2.5分),A.胎肝 (fetal liver)；    B.骨髓 (bone marrow);   C.血岛 (blood island)；  D.主动脉-肾腺区(AGM),B.骨髓 (bone marrow);  
1822,12,1,1,1. CT的优点是： (2.5分),A.密度分辨率高     B.空间分辨力率高      C.密度分辨率低 D.空间分辨力低     E.密度分辨力低而空间分辨力高,A.密度分辨率高    
1826,12,1,1,5. 以下哪种干细胞不属于成体干细胞:  (2.5分),A.造血干细胞 B.间充质干细胞； C.诱导多能干细胞 D.神经干细胞,C.诱导多能干细胞
1827,12,1,1,6. 以下哪个不是成体干细胞的特点: (2.5分),A.多向分化潜能； B.体外增殖能力； C.移植体内后易致瘤； D.A 和 C,C.移植体内后易致瘤；
1828,12,1,1,7. 下面哪个不是多能干细胞: (2.5分),A.iPSCs； B.胚胎干细胞； C.胚胎生殖细胞;   D.毛囊干细胞,D.毛囊干细胞
1834,12,1,1,13. The human genome is estimated to consist of approximately how many genes?(2.5分),A.15 000-30 000 B.30 000-45 000 C.45 000-60 000 D.60 000-75 000 E.75 000-90 000,A.15 000-30 000
1836,12,1,1,15. What percent of the human genome codes for polypeptide（多肽）?(2.5分),A.0.01 B.0.1 C.0.25 D.0.4 E.0.5,A.0.01
