,grade,module,week,question_stem,choice,answer
279,6,8,8,27. 喉返神经是哪个神经的分支：(3.0分),A.隔神经  B.交感神经干 C.迷走神经 D.舌下神经 E.副神经,C.迷走神经
280,6,8,8,28. 目前头颈部影像检查主要方法是(3.0分),A.钡餐造影检查 B.CT和磁共振断层扫描 C.X平片 D.透视 E.红外线成像,B.CT和磁共振断层扫描
281,6,8,8,29. 眼眶和眼球肿瘤疾患，除一些特别情况外，最好先采用：(3.0分),A.磁共振平扫 B.磁共振平扫+增强扫描 C.CT扫描 D.超声 E.ECT,B.磁共振平扫+增强扫描
282,6,8,8,30. 胆脂瘤中耳炎，常最先采用(3.0分),A.高分辨薄层冠状面CT扫描 B.磁共振三维平扫 C.磁共振三维平扫+增强 D.普通横断面CT扫描 E.ECT扫描,A.高分辨薄层冠状面CT扫描
283,6,8,8,31. 上、中、下三个鼻甲各来源于(4.0分),A.均来源于筛骨； B.上、中鼻甲为筛骨，下鼻甲为独立骨片 C.上鼻甲为筛骨，中、下鼻甲为蝶骨 D.中鼻甲为上颌骨，上、下鼻甲为筛骨 E.均来源于蝶骨,B.上、中鼻甲为筛骨，下鼻甲为独立骨片
284,6,8,8,32. 组成联合腱的结构是(3.0分),A.腹外斜肌和腹内斜肌 B.腹横肌和腹横筋膜 C.腹内斜肌和腹横肌 D.腹直肌鞘外缘与腹外斜肌 E.腹外斜肌、腹内斜肌和腹横肌,C.腹内斜肌和腹横肌
285,6,8,8,33. 以下疾患累及眼球的是：(3.0分),A.视网膜母细胞瘤 B.眶骨膜下血肿 C.血管淋巴管瘤 D.视神经脑膜瘤 E.Gravis眼病,A.视网膜母细胞瘤
535,7,8,8,1. 有关肾的描述，哪项错误 (2.0分),A.肾筋膜包绕肾和肾上腺  B.肾门恰在第12肋下缘和竖脊肌外缘交角处  C.右肾蒂短于左肾蒂  D.右第12肋横过右肾上部后面  E.后面有髂腹下神经和髂腹股沟神经通过 ,B.肾门恰在第12肋下缘和竖脊肌外缘交角处 
536,7,8,8,2. 阑尾 (2.0分),A.有系膜但不恒定  B.动脉通常在回肠末端的前方经过  C.常位于右髂窝，为腹膜外位器官  D.McBurney点是其根部的体表投影  E.阑尾静脉入肠系膜下静脉,D.McBurney点是其根部的体表投影 
537,7,8,8,3. 中结肠动脉走行于(2.0分),A.小肠系膜内 B.盲肠系膜内 C.升结肠系膜内 D.横结肠系膜内 E.乙状结肠系膜内,D.横结肠系膜内
538,7,8,8,4. 胰   (2.0分),A.由肠系膜下动脉的分支供血 B.前面膈腹膜与十二指肠紧密相贴 C.在胰颈后面有门静脉的起始部 D.为腹膜间位器官 E.胰尾位于胃脾韧带内,C.在胰颈后面有门静脉的起始部
539,7,8,8,5. 结肠左曲  (2.0分),A.位置较结肠右曲高 B.位于左肾下方 C.仅有中结肠动脉供血 D.前方与腹前壁相贴 E.其静脉汇入左肾静脉,A.位置较结肠右曲高
540,7,8,8,6. 面静脉的解剖特点是： (2.0分),A.直接与海绵窦相通  B.静脉较粗  C.静脉较多  D.静脉较细  E.无瓣膜   ,E.无瓣膜   
541,7,8,8,7. 鼻呼吸区粘膜纤毛摆动的方向主要是： (2.0分),A.从前向后  B.从后向前  C.从上向下 D.从下向上  E.以上都不是    ,A.从前向后 
542,7,8,8,8. 下列哪项不属于咽的生理功能： (2.0分),A.呼吸; B.吞咽; C.保护  D.免疫; E.屏气    ,E.屏气    
543,7,8,8,9. 对扁桃体的描述错误的是： (2.0分),A.淋巴上皮器官； B.血液供应丰富；  C.具有免疫功能； D.深浅不一的盲管称为咽隐窝;   E.与咽侧索相邻.                ,D.深浅不一的盲管称为咽隐窝;  
544,7,8,8,10. 上、中、下三个鼻甲各来源于： (2.0分),A.上鼻甲为筛骨，中、下鼻甲为蝶骨； B.中鼻甲为上颌骨，上、下鼻甲为筛骨 C.上、中鼻甲为筛骨，下鼻甲为独立骨片； D.均来源于筛骨； E.均来源于蝶骨      ,C.上、中鼻甲为筛骨，下鼻甲为独立骨片；
545,7,8,8,11. 下列哪些不是颅内压增高者的呕吐特点 (2.0分),A.常为喷射状 B.多在头痛剧烈时出现 C.常与饮食有关 D.常为严重颅内高压唯一早期症状 E.幕下肿瘤者发生率较高,C.常与饮食有关
546,7,8,8,12. 视乳头水肿在临床诊断颅内压增高或颅内占位性病变的意义中，下列哪种说法是正确的？                                      (2.0分),A.出现视乳头水肿，可以肯定颅内有占位性病变 B.无视乳头水肿，可以排除颅内占位病变的存在 C.视乳头水肿对颅内占位病变的性质有鉴别诊断价值 D.无视乳头水肿可以排除颅内压增高 E.视乳头水肿是颅内压增高的重要体征,E.视乳头水肿是颅内压增高的重要体征
547,7,8,8,13. 最多见的颅内肿瘤是(2.0分),A.脑膜瘤  B.垂体腺瘤 C.胶质细胞瘤  D.神经鞘瘤或神经纤维瘤 E.血管瘤 ,C.胶质细胞瘤 
548,7,8,8,14. 最容易引起颅骨侵蚀的颅内肿瘤是(2.0分),A.胶质细胞瘤  B. 松果体瘤 C.神经纤维瘤  D. 血管瘤 E.脑膜瘤,E.脑膜瘤
549,7,8,8,15. 以下哪一组病变位置与临床表现不符？ (2.0分),A.额叶前部→精神症状 B.中央区→对侧肢体感觉、运动障碍 C.顶叶→感觉性局限性癫痫，皮质感觉障碍 D.颞叶→海马钩回发作 E.枕叶→Foster-Kennedy综合征,E.枕叶→Foster-Kennedy综合征
550,7,8,8,16. 喉返神经是哪个神经的分支： (2.0分),A.隔神经      B.迷走神经      C.交感神经干      D.舌下神经       E.副神经,B.迷走神经     
551,7,8,8,17. 哪一项不是小儿的喉解剖特点：  (2.0分),A.位置较成人高 B.软骨较成人软          C.声门较成人小 D.声带较成人短             E.结缔组织成分多，不易发生炎性肿胀,E.结缔组织成分多，不易发生炎性肿胀
552,7,8,8,18. 下列那个疾病一般不发生吸气性呼吸困难： (2.0分),A.喉癌（声门下型）   B.哮喘    C.急性会厌炎    D.小儿急性喉炎,B.哮喘   
553,7,8,8,19. 喉癌最好发部位是(2.0分),A.会厌         B.杓会厌襞         C.室带     D.喉室         E.声带,E.声带
554,7,8,8,20. 声带瘫痪，固定在轻外展位，提示病损的喉内肌是 (2.0分),A.外展肌      B.内收肌       C.张力肌      D.会厌活动肌,B.内收肌      
555,7,8,8,21. 下列那个疾病一般不会出现进行性吞咽困难： (2.0分),A.食道癌   B.食管腐蚀伤后   C.咽神经官能症   D.食道平滑肌瘤,C.咽神经官能症  
556,7,8,8,22. 最为常见的气管切开术后并发症是： (2.0分),A.出血     B.气胸      C.脱管      D.皮下气肿     E.纵隔气肿,D.皮下气肿    
557,7,8,8,23. 确诊气管，支气管异物最可靠的方法是：  (2.0分),A.病史     B.体格检查     C.X线检查    D.支气管镜检查    E.手术探查,D.支气管镜检查   
558,7,8,8,24. 骨盆骨折出血原因90%是？(2.0分),A.动脉  B.膀胱损伤  C.肠道损伤  D.静脉和骨折端,D.静脉和骨折端
559,7,8,8,25. 能判断骨盆上移的X线是？(2.0分),A.骨盆正位片  B.骨盆出口位片  C.骨盆入口位片  ,B.骨盆出口位片 
560,7,8,8,26. 最常见的关节脱位是？(2.0分),A.肩关节  B.肘关节  C.髋关节  D.肩锁关节,A.肩关节 
561,7,8,8,27. Dugas征阳性是何关节脱位的特征性体征？ (2.0分),A.肩关节脱位  B.肘关节脱位  C.髋关节脱位  D.肩锁关节脱位,A.肩关节脱位 
562,7,8,8,28. 最常见的脊柱骨折部位是？ (2.0分),A.颈椎  B.胸椎  C.胸腰段  D.腰椎 ,C.胸腰段 
563,7,8,8,29. 手的功能位是腕关节背伸  (2.0分),A.10°-15° B.5°-45° C.20°-35° D.０°-１０°,C.20°-35°
564,7,8,8,30. 目前头颈部影像检查主要方法是： (2.0分),A.X平片 B.钡餐造影检查 C.透视 D.CT和磁共振断层扫描 E.红外线成像,D.CT和磁共振断层扫描
565,7,8,8,31. 眼眶和眼球肿瘤疾患，除一些特别情况外，最好先采用：(2.0分),A.磁共振平扫+增强扫描 B.磁共振平扫 C.CT扫描 D.X平片 E.ECT,A.磁共振平扫+增强扫描
566,7,8,8,32. 胆脂瘤中耳炎，常最先采用： (2.0分),A.磁共振三维平扫+增强 B.磁共振三维平扫 C.高分辨薄层冠状面CT扫描 D.普通横断面CT扫描 E.ECT扫描,C.高分辨薄层冠状面CT扫描
567,7,8,8,33. 以下疾患状常见肌锥外间隙的是： (2.0分),A.视神经脑膜瘤 B.血管淋巴管瘤 C.视网膜母细胞瘤 D.眶骨膜下血肿 E.Gravis眼病,B.血管淋巴管瘤
568,7,8,8,34. 以下疾患主要累及眼外肌的是：  (2.0分),A.视神经脑膜瘤 B.血管淋巴管瘤 C.视网膜母细胞瘤 D.眶骨膜下血肿 E.Gravis眼病,E.Gravis眼病
569,7,8,8,35. 以下疾患累及眼球的是：(2.0分),A.视神经脑膜瘤 B.血管淋巴管瘤 C.视网膜母细胞瘤 D.眶骨膜下血肿 E.Gravis眼病,C.视网膜母细胞瘤
570,7,8,8,36. 脉络膜恶性黑色素瘤影像学主要特征是： (2.0分),A.T1加权上高信号和T2加权上低信号 B.T1加权上低信号和T2加权上高信号 C.T1加权上和T2加权上均为高信号 D.T1加权上和T2加权上均为低信号 E.T1和T2加权图像上均为等信号,A.T1加权上高信号和T2加权上低信号
571,7,8,8,37. 中耳胆脂瘤并发症包括以下各项，除外：  (2.0分),A.鼓室顶盖破坏 B.面神经管破坏 C.半规管瘘 D.脑内脓肿 E.内听道-中耳腔贯通,E.内听道-中耳腔贯通
572,7,8,8,38. 颈静脉孔-鼓室球瘤累及的神经主要是：(2.0分),A.舌咽神经的Jacobson神经和迷走神经的Arnold神经 B.舌咽神经和迷走神经主干 C.脊副神经 D.颈交感干 E.听神经,A.舌咽神经的Jacobson神经和迷走神经的Arnold神经
573,7,8,8,39. 以下不属颈动脉管动脉瘤的特征是：(2.0分),A.颈动脉管撑大 B.磁共振平扫，动脉瘤内可呈混杂高低信号，类似海滩潮线样外观 C.增强扫描，有时动脉瘤腔内出现喷射血流 D.颈内动脉造影可显示动脉瘤样扩张 E.同侧眼上静脉曲张,E.同侧眼上静脉曲张
574,7,8,8,40. 岩尖胆脂瘤，影像学特征是：(2.0分),A.T1加权和T2加权皆高信号  B.T1加权和T2加权皆低信号 C.T1加权低信号和T2加权高信号 D.T1加权高信号和T2加权低信号 E.T1加权和T2加权等信号,C.T1加权低信号和T2加权高信号
575,7,8,8,41. 额隐窝阻塞，主要引起：(2.0分),A.上颌窦炎 B.额窦炎 C.全筛窦炎 D.蝶窦炎 E.鼻息肉,B.额窦炎
576,7,8,8,42. 鼻咽癌影像表现是：(2.0分),A.鼻咽壁黏膜增厚，咽隐窝消失 B.张提腭帆肌浸润 C.浸润破坏枕骨斜坡，甚至累及海绵窦 D.Rouviere淋巴结和颈深淋巴结肿大 E.以上各项均可,E.以上各项均可
577,7,8,8,43. 喉癌主要累及声带，根据累及范围可分为：  (2.0分),A.声门上型 B.声门型 C.声门下型 D.贯声门型 E.以上均是,E.以上均是
578,7,8,8,44. 口底神经鞘瘤的特征包括： (2.0分),A.位于舌下间隙舌下阜区，舌骨舌肌内外均可 B.神经长轴与肿瘤长轴一直 C.表现神经束征，容易囊变坏死 D.边界清晰，邻近结构推移 E.以上均是,E.以上均是
579,7,8,8,45. 肿瘤位于二腹肌后腹浅部，二腹肌后腹内移，影像上提示病灶起源： (2.0分),A.咽旁间隙茎突后间隙 B.腮腺间隙或咽旁间隙茎突前间隙 C.咬肌间隙 D.翼颌间隙 E.颊间隙,B.腮腺间隙或咽旁间隙茎突前间隙
580,7,8,8,46. 茎突下颌管狭窄，茎突向浅面移位，提示肿瘤起源： (2.0分),A.咽旁间隙茎突后间隙 B.腮腺间隙或咽旁间隙茎突前间隙 C.咬肌间隙 D.翼颌间隙 E.颊间隙,B.腮腺间隙或咽旁间隙茎突前间隙
581,7,8,8,47. 颈内外动脉分叉撑大，主要见于：(2.0分),A.颈动脉体瘤 B.颈静脉球瘤 C.颈神经鞘瘤 D.腮腺多形性腺瘤 E.Rouviere淋巴结Castleman病,A.颈动脉体瘤
582,7,8,8,48. 有助于少突胶质细胞瘤病理诊断的病变为：(2.0分),A.常有出血、囊性变 B.常可见镜下钙化 C.间质少、血管丰富 D.瘤细胞大小、形态一致 E.核圆深染，核周空晕，胞界清楚，蜂窝样结构,E.核圆深染，核周空晕，胞界清楚，蜂窝样结构
583,7,8,8,49. 瘤细胞环绕神经纤维形成典型的菊形团的肿瘤是 (2.0分),A.纤维型星形胶质细胞瘤 B.少突胶质细胞瘤 C.脑膜瘤 D.髓母细胞瘤 E.多形性胶质母细胞瘤,D.髓母细胞瘤
584,7,8,8,50. 砂粒小体多见于 (2.0分),A.髓母细胞瘤 B.脑膜瘤 C.神经鞘瘤 D.神经纤维瘤 E.脑转移肿瘤,B.脑膜瘤
867,8,8,8,1. 面静脉的解剖特点是：(3.0分),A.直接与海绵窦相通 B.静脉较粗  C. 静脉较多 D. 静脉较细  E. 无瓣膜 ,E. 无瓣膜 
868,8,8,8,2. 下列关于鼻出血的说法应除外： (3.0分),A.儿童和青年人易发生于鼻中隔的Litter's 区   B. 血液病是鼻出血的原因之一 C.老年人涕中带血丝者应考虑恶性肿瘤的可能 D.与鼻中隔偏曲无关  E.前后鼻孔填塞无效者可考虑行血管栓塞,D.与鼻中隔偏曲无关 
869,8,8,8,3. 下列不是咽壁的构成：(3.0分),A.粘膜层； B.粘膜下层； C.肌肉层；  D. 纤维层； E.外膜层,B.粘膜下层；
870,8,8,8,4. 下列哪项不属于咽的生理功能：(3.0分),A.呼吸; B.吞咽; C.保护  D.免疫; E.屏气,E.屏气
871,8,8,8,5. 对扁桃体的描述错误的是：(3.0分),A.淋巴上皮器官； B.血液供应丰富； C.具有免疫功能； D.深浅不一的盲管称为咽隐窝;   E.与咽侧索相邻,D.深浅不一的盲管称为咽隐窝;  
872,8,8,8,6. 在体位直立状态下不能引流的鼻窦是：(3.0分),A.额窦 B.筛窦 C.蝶窦 D.上颌窦 E.筛窦和额窦,D.上颌窦
873,8,8,8,7. 喉返神经是哪个神经的分支： (3.0分),A.隔神经 B. 迷走神经 C.交感神经干 D. 舌下神经 E.副神经,B. 迷走神经
874,8,8,8,8. 正常的声门裂形态是： (3.0分),A.等腰三角形     B. 梭形 C.直角三角形 D.圆形 E. 上述都不是,A.等腰三角形    
875,8,8,8,9. 哪一项不是小儿的喉解剖特点： (3.0分),A.位置较成人高 B.软骨较成人软 C.声门较成人小 D.声带较成人短  E. 结缔组织成分多，不易发生炎性肿胀,E. 结缔组织成分多，不易发生炎性肿胀
876,8,8,8,10. 呼吸道最狭窄处为： (4.0分),A.鼻后孔  B. 喉入口  C.声门上区 D.声门下区    E.声门裂,E.声门裂
877,8,8,8,11. 下列那个疾病一般不发生吸气性呼吸困难(3.0分),A.喉癌（声门下型）  B. 哮喘    C.急性会厌炎  D. 小儿急性喉炎,B. 哮喘   
878,8,8,8,12. 喉癌最好发部位是：(3.0分),A.会厌 B. 杓会厌襞  C. 室带     D.喉室 E. 声带,E. 声带
879,8,8,8,13. 声带瘫痪，固定在轻外展位，提示病损的喉内肌是(3.0分),A.外展肌  B.内收肌 C.张力肌 D.会厌活动肌,B.内收肌
880,8,8,8,14. 喉上神经运动神经支配下列哪块喉内肌   (3.0分),A.甲杓肌 B.环杓侧肌 C.环甲肌 D.环杓后肌,C.环甲肌
881,8,8,8,15. 下列那个疾病一般不会出现进行性吞咽困难： (3.0分),A.食道癌 B.食管腐蚀伤后  C.咽神经官能症 D.食道平滑肌瘤,C.咽神经官能症
882,8,8,8,16. 食管异物最好发的部位是(3.0分),A.食管入口  B. 主动脉弓压迹 C.左支气管压迹 D.隔肌裂孔处 E.贲门,A.食管入口 
883,8,8,8,17. 最为常见的气管切开术后并发症是：(3.0分),A.出血 B.气胸 C.脱管      D.皮下气肿 E.纵隔气肿,D.皮下气肿
884,8,8,8,18. 确诊气管，支气管异物最可靠的方法是： (3.0分),A.病史 B.体格检查   C.X线检查 D.支气管镜检查 E.手术探查,D.支气管镜检查
885,8,8,8,19. 左右支气管分叉是在：(3.0分),A.平第四胸椎上缘   B. 平第五胸椎上缘 C.平第六胸椎上缘   D.平第三胸椎上缘  ,B. 平第五胸椎上缘
886,8,8,8,20. 右主支气管与气管纵轴延长线成角约(3.0分),A.250 B.350 C.450 D.600,A.250
887,8,8,8,21. 骨盆骨折出血原因90%是？(3.0分),A.动脉  B.膀胱损伤  C.肠道损伤  D.静脉和骨折端,D.静脉和骨折端
888,8,8,8,22. 骨盆骨折的"开书样"损伤主要是那种暴力所致？ (3.0分),A.侧方挤压暴力  B.前后挤压暴力  C.垂直剪切暴力  D.混合暴力,B.前后挤压暴力 
889,8,8,8,23. 骶骨骨折Dennis分型中I型是？(3.0分),A.骨折线位于骶骨翼外侧和骶孔之间 B.骨折线位于骶孔  C.骨折线位于骶管,A.骨折线位于骶骨翼外侧和骶孔之间
890,8,8,8,24. 最常见的关节脱位是？(3.0分),A.肩关节  B.肘关节  C.髋关节  D.肩锁关节,A.肩关节 
891,8,8,8,25. 新鲜关节脱位的时间是？(3.0分),A.三天内  B.两周内  C.三周内 D.一周内 ,D.一周内 
892,8,8,8,26. hangman fracture 指的是？ (3.0分),A.寰椎前后弓骨折 B.齿状突骨折  C.枢椎椎弓骨折  D.寰枢椎脱位 ,C.枢椎椎弓骨折 
893,8,8,8,27. 手的功能位是腕关节背伸(3.0分),A.10°-15° B.5°-45° C.20°-35° D.０°-１０°,C.20°-35°
894,8,8,8,28. 常见的垂体腺瘤属于颅内哪种肿瘤类型(3.0分),A.恶性肿瘤 B.交界性肿瘤 C.良性肿瘤 D.以上皆不是,C.良性肿瘤
895,8,8,8,29. 哪种手术方式属于颅内肿瘤的姑息治疗(3.0分),A.幕上深部脑肿瘤切除术 B.听神经瘤切除术 C.去骨瓣减压术 D.以上皆不是,C.去骨瓣减压术
896,8,8,8,30. 有助于少突胶质细胞瘤病理诊断的病变为：(3.0分),A.常有出血、囊性变 B. 常可见镜下钙化 C.间质少、血管丰富 D.瘤细胞大小、形态一致 E.核圆深染，核周空晕，胞界清楚，蜂窝样结构,E.核圆深染，核周空晕，胞界清楚，蜂窝样结构
897,8,8,8,31. 瘤细胞环绕神经纤维形成典型的菊形团的肿瘤是  (3.0分),A.纤维型星形胶质细胞瘤 B.少突胶质细胞瘤 C.脑膜瘤 D.髓母细胞瘤 E.多形性胶质母细胞瘤,D.髓母细胞瘤
898,8,8,8,32. 砂粒小体多见于 (3.0分),A.髓母细胞瘤 B.脑膜瘤 C.神经鞘瘤 D.神经纤维瘤 E.脑转移肿瘤,B.脑膜瘤
899,8,8,8,33. 肿瘤对机体局部的影响不包括下列那项(3.0分),A.压迫与阻塞  B.出血与感染  C.疼痛  D.破坏器官的结构与功能  E.引起恶病质 ,E.引起恶病质 
1464,10,8,8,1. 喉返神经是哪个神经的分支(2.0分),A.隔神经 B.迷走神经 C.交感神经干 D.舌下神经 E.副神经,B.迷走神经
1465,10,8,8,2. 哪一项不是小儿的喉解剖特点(2.0分),A.位置较成人高 B.软骨较成人软 C.声门较成人小 D.声带较成人短 E.结缔组织成分多，不易发生炎性肿胀,E.结缔组织成分多，不易发生炎性肿胀
1466,10,8,8,3. 喉癌最好发部位是 (2.0分),A.会厌 B.杓会厌襞 C.室带     D.喉室 E.声带,E.声带
1467,10,8,8,4. 声带瘫痪，固定在轻外展位，提示病损的喉内肌是(2.0分),A.外展肌 B.内收肌 C.张力肌 D.会厌活动肌,B.内收肌
1468,10,8,8,5. 使声门开大的喉内肌是(2.0分),A.Posterior cricoarytenoid muscle B.Lateral cricoaryteniod muscle C.arytenoid muscle D.cricothyroid muscle,A.Posterior cricoarytenoid muscle
1469,10,8,8,6. 食管异物最好发的部位是 (2.0分),A.食管入口 B.主动脉弓压迹 C.左支气管压迹 D.隔肌裂孔处 E.贲门,A.食管入口
1470,10,8,8,7. 食管第二狭窄主动脉弓压迹距上切牙的距离约为(2.0分),A.17cm  B.20cm C.23cm D. 26cm E.29cm,C.23cm
1471,10,8,8,8. 左右支气管分叉是在：(2.0分),A.平第四胸椎上缘 B.平第五胸椎上缘 C.平第六胸椎上缘 D.平第三胸椎上缘  ,B.平第五胸椎上缘
1472,10,8,8,9. 喉上神经运动神经支配下列哪块喉内肌       (2.0分),A.甲杓肌 B.环杓侧肌 C.环甲肌 D.环杓后肌,C.环甲肌
1473,10,8,8,10. 以下工作范围中，不属于传统意义上的头颈部影像检查范畴的是(2.0分),A.窦鼻区影像 B.颞骨影像 C.颈部淋巴结肿大影像检查 D.口底间隙病变检查 E.颈椎损伤检查,E.颈椎损伤检查
1474,10,8,8,11. 眼眶和眼球肿瘤疾患，除一些特别情况外，最好先采用(2.0分),A.磁共振平扫+增强扫描 B.磁共振平扫 C.CT扫描 D.X平片 E.ECT,A.磁共振平扫+增强扫描
1475,10,8,8,12. 胆脂瘤中耳炎，常最先采用(2.0分),A.磁共振三维平扫+增强 B.磁共振三维平扫 C.高分辨薄层冠状面CT扫描 D.普通横断面CT扫描 E.ECT扫描,C.高分辨薄层冠状面CT扫描
1476,10,8,8,13. 最为常见的气管切开术后并发症是(2.0分),A.出血  B.气胸 C.脱管      D.皮下气肿 E.纵隔气肿,D.皮下气肿
1477,10,8,8,14. 以下疾患主要累及眶骨膜下间隙的是(2.0分),A.视神经脑膜瘤 B.血管淋巴管瘤 C.视网膜母细胞瘤 D.眶骨膜下血肿 E.Gravis眼病,D.眶骨膜下血肿
1478,10,8,8,15. 视神经轨道征可见于(2.0分),A.视神经神经鞘瘤 B.视神经脑膜瘤 C.眶内海绵状血管瘤 D.眶内淋巴瘤 E.视网膜恶性黑色素瘤,B.视神经脑膜瘤
1479,10,8,8,16. 中耳胆脂瘤并发症包括以下各项，除外(2.0分),A.鼓室顶盖破坏 B.面神经管破坏 C.半规管瘘 D.脑内脓肿 E.内听道-中耳腔贯通,E.内听道-中耳腔贯通
1480,10,8,8,17. 颈静脉孔-鼓室球瘤累及的神经主要是(2.0分),A.舌咽神经的Jacobson神经和迷走神经的Arnold神经 B.舌咽神经和迷走神经主干 C.脊副神经 D.颈交感干 E.听神经,A.舌咽神经的Jacobson神经和迷走神经的Arnold神经
