number,grade,module,week,question_stem,choice,correct_answer
1134,10,2,2,11. 有关移民流行病学研究的叙述，错误的是： (4.0分),A.是疾病或健康状况在时间、空间和人群分布上的综合描述； B.可以区分遗传因素或环境因素对疾病或健康状况影响的大小； C.可以对研究因素与疾病或健康状况是否存在关联进行检验； D.通过比较移民、原居地与现居地本土人群疾病或健康状况发生率的差异来进行研究；,C.可以对研究因素与疾病或健康状况是否存在关联进行检验；
1794,12,2,2,42. 脊髓半侧损害的临床表现有(2.0分),A.同侧肢体瘫痪 B.对侧深感觉障碍 C.同侧痛温觉障碍 D.对侧血管舒缩功能障碍,A.同侧肢体瘫痪
2680,14,2,2,38. Brown-Sequard综合征的临床表现有(2.0分),A.同侧肢体瘫痪   B.对侧深感觉障碍 C.同侧痛温觉障碍 D.对侧血管舒缩功能障碍,A.同侧肢体瘫痪  
3406,16,2,2,37. 某病人拒绝医生的癌症诊断，四处求医以证明自己没病。其心理防御机制是: (2.0分),A.否认机制 B.压抑机制 C.转移机制  D.反向机制,A.否认机制
56,7,2,2,6. 关于肩袖正确的是(2.0分),A.联合肌腱同关节囊之间有滑囊间隔 B.维持肩关节的稳定 C.肩关节外展的主要结构 D.喙肩韧带是肩袖的组成部分,D.喙肩韧带是肩袖的组成部分
1431,11,2,2,3. 对蟾蜍坐骨神经干动作电位引导实验，下列叙述正确的是(2.0分),A.神经干动作电位的振幅与刺激强度成正比 B.在3cm范围内增加引导电极间距，BAP振幅增大 C.3 mol/L KCl处理神经干，KCl使神经纤维产生超极化抑制 D.4g/L普如卡因处理神经干，普如卡因使神经纤维产生超极化抑制,B.在3cm范围内增加引导电极间距，BAP振幅增大
754,9,2,2,31. 年龄调整的死亡率使用的目的是： (2.0分),A.用来判断在一个人群中特定的年龄段发生死亡的实际数量； B.用来调整没有年龄信息的研究对象的死亡率； C.比较相同年龄组人群的死亡率； D.在比较死亡率的时候，用来排除年龄因素对死亡率分布的影响；,D.在比较死亡率的时候，用来排除年龄因素对死亡率分布的影响；
1475,11,2,2,47. 下列关于脑膜瘤的描述，错位的是(2.0分),A.多见于中年女性 B.多位于脑外，少数位于脑室内 C.MRI增强检查可出现脑膜尾征 D.增强检查一般不强化,D.增强检查一般不强化
1444,11,2,2,16. 关于舞蹈步态的描述错误的是(2.0分),"A.步行时肢体有大幅度的、不规则的、不自主运动 B.行路不稳,呈跳跃式或舞蹈样 C.下肢突然外甩,上肢扭曲 D.多见于小脑肿瘤",D.多见于小脑肿瘤
3731,17,2,2,32. 吉兰-巴雷综合征的临床表现不包括： (2.5分),A.失语 B.吞咽困难 C.肢体瘫痪 D.复视,A.失语
427,8,2,2,28. 依据马斯洛需要层次理论，中国知识分子的需要多停留在(3.0分),A.安全需要 B.社交需要 C.生理需要 D.尊重的需要,D.尊重的需要
3402,16,2,2,33. 脑转移瘤的较具特征性影像学表现是 (2.0分),A.小的肿瘤伴有大范围的水肿  B.肿瘤多不强化 C.肿瘤常发生钙化 D.肿瘤多为单发,A.小的肿瘤伴有大范围的水肿 
3410,16,2,2,41. 关于"合理化"，以下不正确的是： (2.0分),A.是一种心理防御机制 B.就是"酸葡萄"机制 C.个体对自己的失败、损失或无法实现的愿望等，找出借口来解释 D.有助于减少失望、减轻焦虑,B.就是"酸葡萄"机制
2678,14,2,2,36. 关于Miller-Fisher综合征，下列哪种说法是错误的(2.0分),A.属于吉兰-巴雷综合征的亚型 B.可有小脑性共济失调 C.可有眼外肌麻痹 D.常导致呼吸肌瘫痪,D.常导致呼吸肌瘫痪
2644,14,2,2,2. 两引导电极间距10mm，蟾蜍坐骨神经干复合动作单位正相振幅大于负相振幅的主要原因是                                                     (2.0分),A.负引导电极处的神经纤维数量多于正引导电极 B.BAP传导至正引导电极的距离远于负引导电极，致CAP减小 C.引导电极间距离小于AP波长，正、负相AP叠加 D.AP随传导距离的增加而衰减,C.引导电极间距离小于AP波长，正、负相AP叠加
1788,12,2,2,36. 经典条件反射把环境刺激对个体行为的促进作用称为(2.0分),A.强化 B.消退 C.有效 D.泛化,A.强化
88,7,2,2,38. 研究心身疾病时，学者们愿意借用(2.0分),A.微积分理论 B.星象学说 C.经济发展学说 D.心理生物学理论,D.心理生物学理论
2095,13,2,2,12. 下面关于痉挛性偏瘫步态的描述正确的是(2.0分),"A.患侧下肢显得较短 B.患侧下肢屈曲困难 C.由双侧锥体束损害引起, D.多见于小脑肿瘤",B.患侧下肢屈曲困难
75,7,2,2,25. 以下哪项指标只有横断面研究可以获得？ (2.0分),A.发病率； B.率差(AR);  C.率差%； D.患病率；,D.患病率；
766,9,2,2,43. 个体接受一个刺激之后，它行为的结果是消极刺激增加，从而使行为反应逐渐减弱，这种行为反射模式是 (2.0分),A.正强化 B.负强化 C.消退 D.惩罚,D.惩罚
408,8,2,2,9. 弗洛伊德将人的精神划分为若干部分，但日常生活中对我们影响较深的是(3.0分),A.意识 B.前意识 C.潜意识 D.无意识,A.意识
74,7,2,2,24. 流行病学研究中，疾病的三间分布指的是什么？ (2.0分),A.空间、病因和人群； B.时间、地点和人群； C.传染源、传播途径和易感人群； D.病原体、易感人群和地点；,B.时间、地点和人群；
77,7,2,2,27. 下列哪项是队列研究的不足之处 (2.0分),A.不易确立因果关系 B.易发生回忆偏倚 C.易发生失访偏倚 D.论证强度不高,C.易发生失访偏倚
3026,15,2,2,29. 关于内脏操作条件反射，以下不正确的描述是(2.0分),A.是生物反馈技术的理论基础之一 B.是对"内脏反应有意识控制"的挑战 C.可以解释临床上某些心身症状的产生 D.米勒根据其实验研究结果提出了内脏操作条件反射理论,B.是对"内脏反应有意识控制"的挑战
2674,14,2,2,32. 罗杰斯认为儿童自我不协调的原因是： (2.0分),A.条件性积极关注所致 B.理想的我与现实的我距离接近 C.无条件性积极关注所致 D.潜能发展的阻碍,A.条件性积极关注所致
751,9,2,2,28. 群体是流行病学研究的一大特征。这里的群体是指： (2.0分),A.不患某病的人，包括正常人和患其他疾病的人 B.在一个人群中某种疾病的所有病人                C.某一特定范围的人群，包括病人和非病人     D.以上都不对,C.某一特定范围的人群，包括病人和非病人    
2107,13,2,2,24. 髓内病变的表现不包括 (2.0分),A.痛温觉自上向下发展 B.根痛多见  C.括约肌功能障碍出现早 D.脑脊液蛋白增高不明显 ,B.根痛多见 
61,7,2,2,11. McMurray-Fouche Test (2.0分),A.检查内侧副韧带损伤 B.检查外侧副韧带损伤 C.检查半月板损伤 D.检查交叉韧带损伤,C.检查半月板损伤
2093,13,2,2,10. 下面关于步态的描述错误的是(2.0分),A.检查步态时不需要分析骨骼的畸形以及骨、关节的异常 B.不同的疾病可有不同的特殊步态 C.观察步态可提供重要的疾病线索 D.观察步态对诊断有参考意义,A.检查步态时不需要分析骨骼的畸形以及骨、关节的异常
1789,12,2,2,37. 行为发生后积极的刺激增加，导致了该行为增强的操作条件反射称为(2.0分),A.泛化 B.正强化 C.积极刺激 D.有效刺激,B.正强化
2673,14,2,2,31. 驯兽员在驯兽过程中经常对动物的正确行为用食物进行奖励，这是运用了以下何种机制： (2.0分),A.示范 B.消退 C.正强化 D.负强化,C.正强化
2103,13,2,2,20. 关于神经干BAP正负相振幅和时程描述正确的是(2.0分),A.正相振幅大于负相振幅、正相时程大于负相时程 B.正相振幅大于负相振幅、正相时程小于负相时程 C.正相振幅小于负相振幅、正相时程大于负相时程 D.正相振幅小于负相振幅、正相时程小于负相时程,B.正相振幅大于负相振幅、正相时程小于负相时程
1438,11,2,2,10. 下面关于步态的描述正确的是(2.0分),A.步态是一种简单的运动过程 B.步态不涉及脊髓反射和大、小脑的调节 C.步态要求神经和肌肉系统的高度协调 D.步态不涉及大、小脑的调节,C.步态要求神经和肌肉系统的高度协调
2099,13,2,2,16. 关于星迹步态的描述错误的是(2.0分),A.患者闭眼前进时向患侧偏斜 B.患者闭眼后退时向反方向偏斜 C.步行时肢体有大幅度的、不规则的、不自主运动 D.见于前庭迷路病变,C.步行时肢体有大幅度的、不规则的、不自主运动
3028,15,2,2,31.  "一朝被蛇咬，十年怕井绳"的行为学机制是(2.0分),A.泛化 B.联想 C.强化 D.恐惧,A.泛化
1791,12,2,2,39. 下列哪项不属于班杜拉示范作用的内容(2.0分),A.注意 B.潜抑 C.行动  D.泛化,D.泛化
3409,16,2,2,40. 在华生的恐惧形成实验中，小男孩阿尔伯特在对兔子形成恐惧条件反射之后，对长络腮胡子的男性也产生恐惧，一见到就哭，其中的行为学机制是：      (2.0分),A.联想 B.惩罚  C.强化 D.泛化,D.泛化
1787,12,2,2,35. 下列不属于精神分析人格理论的内容是(2.0分),A.自我 B.本我 C.潜意识 D.超我,C.潜意识
84,7,2,2,34. 精神分析师可以通过释梦了解病人的潜意识，更好地为下列疾病提供治疗依据 (2.0分),A.焦虑症 (或旧称神经症) B.精神分裂症 C.皮肤冬季瘙痒症 D.痴呆症,A.焦虑症 (或旧称神经症)
55,7,2,2,5. Finkelstein 试验是用于检查下列病变 (2.0分),A.半月板损伤 B.狭窄性腱鞘炎  C.交叉韧带损伤 D.侧副韧带损伤,B.狭窄性腱鞘炎 
3031,15,2,2,34. 关于ABC理论，以下不正确的是(2.0分),A.由布根塔尔提出              B.强调个体的认知评价和信念对于情绪和行为后果的关键作用 C.A、B、C之间可以相互影响                 D.A代表诱发事件和当事人对这一事件的推论和解释,A.由布根塔尔提出             
2094,13,2,2,11. 下面关于感觉性共济失调步态的描述错误的是(2.0分),A.由浅感觉障碍引起 B.行走时步幅较大 C.两腿间距较宽 D.提足较高,A.由浅感觉障碍引起
1792,12,2,2,40. 关于吉兰-巴雷综合症，下列哪种说法是错误的(2.0分),A.男女发病率相近 B.各个年龄段都可发病 C.多数有呼吸道或消化道感染的前驱症状 D.由病原体直接攻击周围神经所致,D.由病原体直接攻击周围神经所致
76,7,2,2,26. 与抽样调查相比，下列那一条是普查所特有的： (2.0分),A.属于描述性研究 B.研究疾病分布特征 C.通过研究，可以提供病因线索 D.疾病的早期发现和早期诊断,D.疾病的早期发现和早期诊断
752,9,2,2,29. 描述短期的急性疾病的严重程度，以下哪个指标最好？ (2.0分),A.死亡专率； B.5年生存率； C.病死率；  D.标化死亡率;,C.病死率； 
1465,11,2,2,37. 认知心理学主张研究(2.0分),A.为研究人的行为及影响因素 B.研究影响及决定人行为的潜意识 C.研究区别于动物的动机、欲望、生命意义、情感等复杂体验 D.研究人的感知、记忆、思维等信息加工过程及影响因素,D.研究人的感知、记忆、思维等信息加工过程及影响因素
2111,13,2,2,28. 人本心理学主张(2.0分),A.为研究人的行为及影响因素 B.研究影响及决定人行为的潜意识 C.研究区别于动物的动机、欲望、生命意义、情感等复杂体验 D.研究人的感知、记忆、思维等信息加工过程及影响因素,C.研究区别于动物的动机、欲望、生命意义、情感等复杂体验
3401,16,2,2,32. 关于硬膜外血肿，错误的陈述__ (2.0分),A.硬膜外血肿是位于颅骨内板与硬脑膜之间的血肿，好发于幕上半球凸面； B.硬膜外血肿大部分属于急性血肿，慢性较少。 C.硬膜外血肿的形成与颅骨损伤有密切关系，绝大多数的硬脑膜外血肿桥静脉撕断或是脑挫裂伤皮质血管破裂引起出血有关。 D.典型的硬膜外血肿的患者存在中间清醒期. 即昏迷-清醒-再昏迷,C.硬膜外血肿的形成与颅骨损伤有密切关系，绝大多数的硬脑膜外血肿桥静脉撕断或是脑挫裂伤皮质血管破裂引起出血有关。
1443,11,2,2,15. 关于摇摆步态的描述正确的是(2.0分),A.骨盆带肌及腰肌肌力增高 B.站立时脊柱前凸以维持身体重心平衡 C.行走臀部前后摇摆 D.多见于小脑肿瘤,B.站立时脊柱前凸以维持身体重心平衡
1786,12,2,2,34. 心理防御机制来自以下理论：(2.0分),A.行为学习理论 B.精神分析理论 C.认知理论 D.人本主义理论,B.精神分析理论
2101,13,2,2,18. 以下关于神经纤维动作电位引导的叙述，正确的是(2.0分),A.细胞内引导获得的AP是膜内对地的电位差 B.细胞外引导获得的AP是膜内与膜外的电位差 C.细胞外引导获得的AP是两引导电极间的膜外的电位差 D.细胞内引导获得的AP是两引导电极间的膜内的电位差,C.细胞外引导获得的AP是两引导电极间的膜外的电位差
3407,16,2,2,38. 一位博主在其微博中写道，"网购了洛夫克拉夫特的《死灵之书》，下单当夜就发作了急性胃炎，第二天这书到了家，我忍着胃痛作呕看了几页，越看越痛苦，终于忍不住哭天抢地。现在我已经恢复了健康，那本《死灵之书》也被我丢到角落里去了，我现在一见它就犯恶心。"你认为能最合适解释这位博主行为习得的学习机制是： (2.0分),A.操作条件反射 B.经典条件反射      C.社会学习 D.内脏操作条件反射,B.经典条件反射     
1795,12,2,2,43. 关于脊髓休克，正确的是 (2.0分),A.肌张力低下 B.腱反射活跃 C.病理征阳性 D.克氏征阳性,A.肌张力低下
51,7,2,2,1. Bankart损伤是(2.0分),A.肩关节脱位常见的一种病理改变 B.肩袖损伤常见的病理改变 C.肩峰撞击综合症 D.以上都不是,A.肩关节脱位常见的一种病理改变
52,7,2,2,2. 疼痛弧试验用于检查下列那种疾病(2.0分),A.肩关节脱位 B.膝关节脱位 C.肩袖损伤 D.膝关节交叉韧带损伤,C.肩袖损伤
1797,12,2,2,45. 脑转移瘤原发灶多来自(2.0分),A.乳癌 B.肾癌 C.肺癌 D.前列腺癌,C.肺癌
724,9,2,2,1. 颅内最常见的原发肿瘤是： (2.0分),A.脑膜瘤     B.胶质瘤    C.转移瘤   D.听神经瘤,B.胶质瘤   
3403,16,2,2,34. 下列描述不符合髓外硬膜内占位的脊髓造影表现是 (2.0分),A.脊髓变形 B.脊髓增粗 C.脊髓向健侧移位 D.肿瘤侧蛛网膜下腔增宽,B.脊髓增粗
2654,14,2,2,12. 颅脑外伤病人CT检查发现右额叶有斑片状高密度影及周围不规则低密度区，首先考虑(2.0分),A.脑出血 B.脑挫裂伤 C.出血性脑梗塞 D.脑炎,B.脑挫裂伤
97,7,2,2,47. FLAIR序列常用于脑室旁病变显示，其主要特点是：(2.0分),A.扫描速度快。 B.很好的T1对比。 C.很好的T2对比。 D.脑脊液的信号得到有效抑制。,D.脑脊液的信号得到有效抑制。
59,7,2,2,9. 下列哪项不是半月板损伤主要表现(2.0分),A.膝关节疼痛、肿胀、弹响 B.关节间隙压痛 C.膝前痛 D.活动障碍、交锁,C.膝前痛
756,9,2,2,33. 弗洛伊德有关人格结构模式较为独特，其中主导我们现实抉择的是 (2.0分),A.本我 B.自我 C.超我 D.忘我,B.自我
2652,14,2,2,10. 以下疾病，DWI扫描不表现为弥散受限改变的是(2.0分),A.脑内淋巴瘤 B.急性脑梗死 C.胶质母细胞瘤 D.蛛网膜囊肿,D.蛛网膜囊肿
1442,11,2,2,14. 关于慌张步态的描述错误的是(2.0分),A.全身肌张力增高 B.行走时重心后移 C.走路时步伐细小 D.多见于震颤麻痹,B.行走时重心后移
2098,13,2,2,15. 关于摇摆步态的描述错误的是(2.0分),A.骨盆带肌及腰肌无力 B.行走臀部前后摇摆 C.站立时脊柱前凸以维持身体重心平衡 D.见于进行性肌营养不良症,B.行走臀部前后摇摆
753,9,2,2,30. 一种新治疗方法可以延长寿命，但不能治愈该病，则会出现(2.0分),A.该病患病率将降低  B.该病发病率将升高  C.该病发病率将降低  D.该病患病率将升高,D.该病患病率将升高
1790,12,2,2,38. 饮酒后感到"烦闷解除"，逐渐形成了饮酒的嗜好，这属于(2.0分),A.惩罚 B.消退 C.正强化 D.负强化,D.负强化
2675,14,2,2,33. 上网后感到"烦闷解除"，逐渐形成了网络成瘾，这属于 (2.0分),A.惩罚 B.消退 C.正强化 D.负强化,D.负强化
3030,15,2,2,33. 点上一根烟，感到心中的烦闷随烟圈吐出，逐渐形成了吸烟成瘾，这属于 (2.0分),A.正强化 B.负强化 C.消退  D.惩罚,B.负强化
2097,13,2,2,14. 关于慌张步态的描述正确的是(2.0分),"A.起步时缓慢 B.全身肌张力降低 C.走路时步伐比正常大 D.躯干前倾,重心后移",A.起步时缓慢
2676,14,2,2,34. 精神分析理论认为，遵循至善原则的人格部分是 (2.0分),A.超我 B.本我 C.它我 D.自我,A.超我
3408,16,2,2,39. 一次实验失败，就推论"我做什么事都不会成功，我总是会失败"。这属于以下哪种认知歪曲：       (2.0分),A.选择性概括 B.任意的推断 C.过度引申  D.夸大或缩小,A.选择性概括
83,7,2,2,33. 经典精神分析理论认为由于意识到自己的思想行为不符合道德规范而产生的良心不安、羞耻感和有罪感而产生的焦虑是 (2.0分),A.现实的焦虑 B.神经症性焦虑 C.道德焦虑 D.以上都不是,C.道德焦虑
80,7,2,2,30. 以下关于回顾性队列研究（又称历史性队列研究）的描述，不正确的是： (2.0分),A.节省时间、物力； B.需要随访； C.资料收集迅速、出结果快； D.由果到因的时间顺序     ,B.需要随访；
3405,16,2,2,36. 急性硬膜外血肿CT表现为 (2.0分),A.颅板下三角形高密度影 B.颅板下类圆形高密度影， C.颅板下新月形高密度影 D.颅板下梭形高密度影,D.颅板下梭形高密度影
3393,16,2,2,24. 关于急性脊髓炎，哪种说法错误(2.0分),A.半数有前驱感染史  B.颈髓最常见 C.多数为横贯性损害 D.可有呼吸困难 ,B.颈髓最常见
2685,14,2,2,"43. A husband and wife have 3 children, two boys and one girl. The husband was diagnosed with Huntington disease in his mid-fifties, as was his father. The wife has no symptoms and no family history of Huntington disease. Assuming 100% penetrance（假设外显率为100%）, what is the probability（概率） that all 3 of his children will eventually（最终） develop Huntington disease?                                                   (2.0分)",A.1/8 B.1/4 C.1/2 D.3/4 E.Virtually 0,A.1/8
423,8,2,2,24. 假定某一筛选计划检查了1000人，某病的患病率为2％，而这种筛选试验的敏感度为95%特异度为90％，据此资料，被筛选出来的阳性者中，某病人数为         (3.0分),A.117人        B.19人       C.20人       D.1人       E.98人,B.19人      
2089,13,2,2,6. 一项子宫内膜癌与雌激素应用之间关系的匹配病例对照研究，共计73对，病例和对照两组均有雌激素暴露史者27对，两组均无暴露史者4对，病例组暴露而对照组未暴露者29对，其余为对照组暴露而病例组未暴露者。据此计算OR值为(2.0分),A.6.75 B.9.67 C.2.23 D.2.72 E.3.49,C.2.23
2666,14,2,2,24. 正常发育儿童，脑MRI上灰白质信号与成人相近的时间为(2.0分),A.0.5岁 B.1岁 C.2岁 D.3岁 E.4岁,C.2岁
1463,11,2,2,35. 一项雌激素与子宫内膜癌关系的配对病例对照研究，共63对。病例组与对照组两组均有雌激素暴露史者27对，两组均无暴露史者4对，病例组有暴露而对照组无暴露史者29对，其余为对照组有暴露而病例组无暴露者。OR为是(2.0分),A.10.67 B.9.67 C.2.24 D.1.24 E. 4.47,B.9.67
3372,16,2,2,3. The classic（典型的）fragile X syndrome phenotypeis caused by:      (2.0分),A.expansion of the CGG repeat into the full mutation（全突变）range B.abnormal RNA splicing（RNA剪接） C.hypermethylation（超甲基化）of the CGG repeat D.all of the above E.A and C only,E.A and C only
773,9,2,2,"50. A 22-year-old African-American international female student of ZJU presents with a complaint of muscle weakness following exercise. Neurological examination reveals that muscles supplied by cranial nerves are most affected. You suspect myasthenia gravis, a diagnosis confirmed by antibodies against which of the following in the patient's blood? (2.0分)",A.Acetylcholinesterase B.Muscle mitochondrial membranes C.Cranial nerve synaptic membranes D.Cranial nerve presynaptic membranes E.Acetylcholine receptor,E.Acetylcholine receptor
3043,15,2,2,46. 以下脊髓病变何种为脱髓鞘病变(2.0分),A.脊髓梗死 B.星形细胞瘤 C.ADEM D.脊髓炎 E.神经结节病,C.ADEM
432,8,2,2,33. Jane is concerned about her risk of Huntington disease because her maternal grandfather died of the disease. Her mother is 45 year old and has not exhibited signs of the disease so Jane's brother Mike tells her she's worried for nothing. Which of the foll(3.0分),A.Age-dependent penetrance B.X-linked inheritance C.Incomplete penetrance D.High rate of mutation reversion E.It is a sex-limited phenotype,A.Age-dependent penetrance
71,7,2,2,21. st1\:*{behavior:url(#ieooui) } /* Style Definitions */ table.MsoNormalTable{mso-style-name:普通表格;mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-parent:"";mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-para-margin:0cm;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:10.0pt;font-family:"Times New Roman";mso-fareast-font-family:"Times New Roman";mso-ansi-language:#0400;mso-fareast-language:#0400;mso-bidi-language:#0400;}Jane is concerned about her risk of Huntington disease because her maternal grandfather died of the disease. Her mother is 45 year old and has not exhibited signs of the disease so Jane’s brother Mike tells her she’s worried for nothing. Which of the following properties of mutations in the Huntington disease gene suggests that Mike says might not be true? (2.0分),A.High rate of mutation reversion B.X-linked inheritance C.Incomplete penetrance D.Age-dependent penetrance E.It is a sex-limited phenotype,D.Age-dependent penetrance
